Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H10S1V001,H10S1V002,H10S1V003,H10S1V004,H10S1V005,H10S1V006,H10S1V007,H10S1V008,H10S1V009,H10S1V010,H10S1V011,H10S1V012,H10S1V013,H10S1V014,H10S1V015,H10S1V016,H10S1V017,H10S1V018,H10S1V019,H10S1V020,H10S2V001,H10S2V002,H10S2V003,H10S2V004,H10S2V005,H10S2V006,H10S2V007,H10S2V008,H10S2V009,H10S2V010,H10S2V011,H10S2V012,H10S2V013,H10S2V014,H10S2V015,H10S2V016,H10S2V017,H10S2V018,H10S2V019,H10S2V020,H10S2V021,H10S2V022,H10S2V023,H10S2V024,H10S2V025,H10S3V001,H10S3V002,H10S3V003,H10S3V004,H10S3V005,H10S3V006,H10S3V007,H10S3V008,H10S3V009,H10S3V010,H10S3V011,H10S3V012,H10S3V013,H10S3V014,H10S3V015,H10S3V016,H10S3V017,H10S3V018,H10S3V019,H10S3V020,H10S3V021,H10S3V022,H10S3V023,H10S3V024,H10S3V025,H10S3V026,H10S3V027,H10S3V028,H10S3V029,H10S3V030,H10S3V031,H10S3V032,H10S4V001,H10S4V002,H10S4V003,H10S4V004,H10S4V005,H10S4V006,H10S4V007,H10S4V008,H10S4V009,H10S4V010,H10S4V011,H10S4V012,H10S4V013,H10S4V014,H10S4V015,H10S4V016,H10S4V017,H10S4V018,H10S4V019,H10S4V020,H10S4V021,H10S4V022,H10S4V023,H10S4V024,H10S4V025,H10S4V026,H10S4V027,H10S4V028,H10S4V029,H10S4V030,H10S4V031,H10S4V032,H10S4V033,H10S4V034,H10S4V035,H10S4V036,H10S4V037,H10S4V038
675,SELKIRK,Manitoba,1871 - 1976,10,1904.11.03,2793,c7fe9914-184d-45d4-a0c9-f048b688d6d6,"JACKSON, S.J.",2104,0.567,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,Ireland,,,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2,2,9,9,9,9,9,9,1,2,2,2,2,2,2,2,1,2,2,9,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,9,9,2,9,2,9,2,2,2,2,2,1,2,2,2
396,LEVIS,Quebec,1867 - 1998,10,1905.06.06,2803,c8d4bc45-28d2-4808-b924-986bbbae18af,"CARRIER, L.A.",accl.,,Liberal Party of Canada,Wholesaler,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,2,2,2,2,2,2,2,2,2,9,2,2,2,9,9,2,2,9,2,1,2,2,9,9,1,2,9,1,2,9,2,9,2,2,2,1,2,2,2,9,1,9,9,9,2,9,9,2,9,9,9,9,9,9,9,2,2,2,2,1,9,2,9,1,2,9,9,9,2,2,9,9,2,9,9,9,9,2,2,9,2,1,9,9,9,9,2,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9
401,LONDON,Ontario,1867 - 1966,10,1907.10.29,2804,c8f2be61-cd6f-43fb-a893-24d9d59c84f9,"BEATTIE, Thomas",3209,0.5961,Conservative (1867-1942),Businessman,Protestant,0,2,,,,,,,,,Ireland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,9,1,1,9,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,1,1,1,1,2,1,1,1
398,LINCOLN,Ontario,1903 - 1996,10,1904.11.03,2822,ca1d8584-67fd-45ae-8abf-9dbac268e505,"LANCASTER, E.A.",3558,0.5234,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,England,,,,2,1,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,2,2,1,1,1,2,1,1,9,1,1,1,1,9,2,1,2,2,2,1,9,9,9,2,9,9,2,2,1,9,9,2,9,9,9,9,1,1,1,1,2,9,1,9,1,9,1,1,1,1,9,2,1,1,1,1,1,1,9,1,1,9,2,2,9,2,9,9,9,9,9,9,9,1,9,1,9,9,1,1,1,1,9,1,1,1,1,2,1,1,1
171,TWO MOUNTAINS,Quebec,1867 - 1914,10,1904.11.03,2826,ca78d9ab-0426-4d6c-8218-0df24a170a42,"ETHIER, J.A.C.",1460,0.5227,Liberal Party of Canada,"Crown prosecutor, lawyer",Fr.Catholic,1,3,,,,,,,,,,,,,9,2,9,2,9,2,2,2,2,2,2,2,9,2,2,2,2,9,9,9,9,2,2,2,9,2,9,9,9,1,2,9,9,9,9,9,9,2,2,2,1,2,2,2,1,9,2,9,2,9,1,1,2,2,9,9,9,9,9,2,9,9,9,9,1,2,2,2,1,2,9,9,2,2,9,1,2,2,2,2,2,9,2,2,9,2,1,9,9,1,9,2,2,1,2,1,1,2,9,9,9,2,2,9,9,9,2,2,9,9,9,9,2,9,2
550,PICTOU,Nova Scotia,1867 - 1966,10,1904.11.03,2833,caf95693-3e52-4de2-93d7-a05d2dbc295f,"MACDONALD, Edward M.",4148,0.5275,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,1,9,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,1,2,2,2,1,1,9,9,9,9,9,9,2,9,2,2,9,2,2,2,1,1,2,9,2,2,1,9,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,9,9,2,1,9,2,2,2,9,9,9,2,2,2,1,1,1,1,1,2,9,2,9,1,1,9,2,2,9,9,9,9,9,9,9,2,2,2,2,1,2,2,2
340,KINGSTON,Ontario,1867 - 1924,10,1904.11.03,2849,cc333c8d-32de-4dd8-af38-8ccdcd3c8e0e,"HARTY, Hon. Wm.",2267,0.5588,Liberal Party of Canada,Businessman,Catholic,0,2,,,,,,,,,,,,,1,9,2,2,9,9,9,9,9,9,2,2,9,2,2,9,9,9,9,9,2,2,2,9,1,2,9,9,9,9,9,9,1,2,2,2,9,2,2,2,1,2,2,2,1,1,2,1,9,2,9,9,2,2,9,9,9,9,9,2,9,9,9,9,1,9,9,2,1,2,9,9,9,2,9,1,2,9,2,2,2,2,2,2,2,2,9,1,9,1,1,9,9,9,2,1,1,9,2,2,2,9,2,9,9,9,9,2,2,2,2,1,2,2,2
207,ELGIN EAST,Ontario,1867 - 1924,10,1906.10.14,2852,cc5e1e8a-6e0c-4aca-8cda-ee213c7a6d26,"MARSHALL, David",2069,0.509,Conservative (1867-1942),Businessman,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,2,1,1,2,2,9,9,9,9,9,9,1,9,9,1,1,1,9,9,9,9,9,9,1,1,1,1,1,9,1,1,1,1,1,1,1,1,9,9,9,9,9,2,9,9,1,9,1,2,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9
711,STRATHCONA,Alberta,1903 - 1905,10,1906.04.05,2869,cda56f7f-cb9c-4826-9b43-5786b4730fbf,"MCINTYRE, Wilbert",2819,0.6842,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,2,2,2,1,1,2,2,1,2,2,9,2,2,9,9,1,2,2,2,1,1,2,1,2,2,1,1,2,2,9,9,9,9,9,2,2,2,2,2,1,2,2,9,1,2,2,2,9,9,2,1,2,2,2,2,9,2,2,2,9,2,1,9,1,1,1,2,2,9,2,1,1,2,2,2,9,2,2,9,2,2,2,2,9,9,9,9,2,2,2
485,NICOLET,Quebec,1867 - 1933,10,1906.12.29-1907.10.21,2903,d0492a27-b492-4870-a674-cf05948df593,"DEVLIN, C.R.",2721,0.5389,Liberal Party of Canada,Merchant,Catholic,0,3,,,,,,,,,,Resignation. Enters provincial politics in Quebec: 1907.10.21,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,9,9,1,1,9,2,9,9,9,9,9,9,2,2,2,2,1,2,9,9,1,9,2,2,9,2,9,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
563,PRESCOTT,Ontario,1867 - 1952,10,1904.11.03,2905,d0ceec5f-f083-4ad4-8139-eadbb88a7dcf,"PROULX, E.",2388,0.6435,Liberal Party of Canada,Lawyer,Catholic,1,1,,,,,,,,,,,,,1,2,9,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,9,9,2,2,2,2,2,9,9,1,2,2,9,1,1,2,9,2,9,1,1,2,2,9,9,9,9,9,2,2,2,2,2,1,9,2,2,1,2,2,2,2,9,2,1,2,2,2,9,2,2,9,2,2,2,1,9,1,1,1,2,2,9,9,9,9,2,2,9,2,9,2,2,2,9,2,2,2,2,2,1,9,9,2
313,JACQUES CARTIER,Quebec,1867 - 1952,10,1904.11.03,2908,d1344229-2345-4b79-acda-cb584ec7cc68,"MONK, F.D.",3095,0.5291,Conservative (1867-1942),"Lawyer, professor",Catholic,1,3,,,,,,,,,,,,,2,1,2,2,9,2,2,1,2,1,1,1,1,2,1,2,2,1,9,9,1,1,1,1,2,2,1,9,9,2,1,1,9,1,1,2,1,1,2,2,1,1,1,1,9,9,1,9,1,1,1,2,1,1,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,9,1,1,9,2,2,9,1,1,1,9,2,1,2,2,1,9,1,9,9,1,1,1,9,9,1,9,9,9,9,9,1,1
228,FRONTENAC,Ontario,1867 - 1924,10,1904.11.03,2937,d362a92a-fad9-4c50-9e81-f3ea4b40801f,"AVERY, Melzar",2341,0.5368,Conservative (1867-1942),Lumber merchant,Protestant,0,2,,,,,,,,,,,,,2,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,1,1,2,2,1,1,1,2,1,9,9,9,9,2,9,9,9,9,2,1,2,1,2,2,1,9,1,1,2,2,1,1,9,9,9,9,9,1,1,1,1,1,2,9,1,1,2,1,9,9,1,1,1,9,1,9,9,1,1,1,9,1,1,9,2,9,9,1,9,9,9,2,9,9,9,9,1,1,9,1,9,9,9,9,9,1,1,9,1,2,1,1,1
74,BROCKVILLE,Ontario,1867 - 1914,10,1907.09.18,2938,d37caeac-e2c8-4010-a406-bd6c910d1265,"GRAHAM, Hon. G.P.",accl.,,Liberal Party of Canada,"Editor, journalist",Protestant,0,1,,1,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,2,2,9,2,9,1,9,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,10,1907.09.18,2947,d450f513-61eb-48c4-b15a-6c4a45717765,"PUGSLEY, Hon. Wm.",accl.,,Liberal Party of Canada,Lawyer,Protestant,0,1,,1,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,9,2,2,9,9,9,9,9,9,1,2,2,9,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
831,WRIGHT,Quebec,1892 - 1947,10,1905.02.13,2978,d5f57ebd-8d4c-4446-8069-990c372443b3,"DEVLIN, E.B.",1857,0.4425,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,99,9,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,1,2,2,2,1,9,2,9,1,2,2,2,2,2,9,9,1,2,2,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,2,2,9,1,2,9,9,2,9,2,9,2,9,2,2,2,2,2,2,9,2,1,1,1,1,9,9,2,9,9,9,9,9,2,2,9,9,9,9,9,9,9,2,9,9,2,1,2,9,9
721,TEMISCOUATA,Quebec,1867 - 1959,10,1904.11.03,2988,d68f3149-1746-4cee-8c31-9202fd5201eb,"GAUVREAU, Chs. A.",2752,0.6046,Liberal Party of Canada,"Author, notary",Fr.Catholic,1,3,,,,,,,,,,,,,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,1,2,2,2,1,1,2,9,1,2,2,9,2,2,2,2,1,2,2,2,1,1,2,1,2,9,1,1,2,2,9,9,9,9,9,9,2,2,2,2,1,9,2,2,1,2,9,2,9,9,2,1,2,9,2,2,2,9,9,2,2,2,1,1,1,9,9,2,2,1,2,1,1,2,2,2,9,9,9,2,2,2,9,2,2,2,2,1,2,2,2
425,MASKINONGE,Quebec,1867 - 1924,10,1904.11.03,2994,d7158e1a-e713-48f0-9cf9-4d92b6729107,"MAYRAND, H.",1480,0.5502,Liberal Party of Canada,Farmer,Fr.Catholic,1,2,,,,,,,,,,,,,9,9,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,2,9,2,1,2,9,2,1,1,2,9,9,2,2,9,2,2,2,2,1,2,2,2,9,9,2,9,9,2,9,9,2,2,9,9,9,9,9,9,2,9,9,9,1,2,2,2,1,2,9,9,2,2,2,1,9,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,2,2,2,9,9,2,2,2,2,1,9,9,2
776,VICTORIA,New Brunswick,1867 - 1914,10,1904.11.03-1907.01.14,2995,d717f8af-0d8f-43cd-bb44-e256bf4dd418,"COSTIGAN, Hon. John",2176,0.6877,Liberal Party of Canada,Judge,Catholic,0,10,,,,,,,,,,Resignation. Called to the Senate: 1907.01.14,,,1,2,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,9,9,2,1,9,9,2,1,1,2,2,9,9,9,9,2,2,2,2,1,2,2,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
304,HURON SOUTH,Ontario,1867 - 1933,10,1908.01.22,3026,d92a3cfe-dbbe-419f-9a54-a0c3b60bd83f,"MCLEAN, Murdo Young",2679,0.5112,Liberal Party of Canada,"Journalist, publisher",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,9,9,9,2,2,9,9,2,1,2,2,2
61,BRANDON,Manitoba,1892 - 1952,10,1904.11.03,3028,d95b9bde-8a19-4c56-a4de-24c497fb7e53,"SIFTON, Clifford",3625,0.5639,Liberal Party of Canada,Lawyer,Protestant,0,3,,1,,,,,,,,,,,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,2,1,1,2,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,9,1,1,9,1,2,2,9,9,9,9,2,9,9,9,9,9,2,2,9,9,9,9,9,2,1,9,9,9
258,GUYSBOROUGH,Nova Scotia,1867 - 1914,10,1904.11.03,3033,d98b30ab-759a-4b5e-b3ba-420ce11b08d2,"SINCLAIR, John H.",2040,0.5776,Liberal Party of Canada,"Editor, lawyer",Protestant,0,2,,,,,,,,,,,,,9,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,9,2,2,2,1,9,9,9,9,9,9,9,2,2,9,9,1,2,2,2,1,1,2,1,2,9,9,9,2,2,2,1,9,2,9,9,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,9,2,2,2,2,1,9,1,1,1,2,2,1,2,1,1,9,2,2,9,9,2,9,2,9,2,2,2,2,2,1,2,2,2
614,RIMOUSKI,Quebec,1867 - 1980,10,1904.11.03,3069,dc93ce28-7200-41d3-b75e-b265ee98a9d4,"ROSS, J. Aug.",3272,0.5212,Liberal Party of Canada,"Coroner, physician",Fr.Catholic,1,3,,,,,,,,,,,,,1,9,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,9,9,9,9,9,9,9,9,2,1,2,2,9,9,2,2,9,9,9,9,9,9,2,2,2,2,1,2,9,9,9,2,2,2,2,2,9,1,9,2,2,2,2,2,2,9,2,2,1,9,9,9,1,2,9,9,9,9,9,2,2,2,9,2,2,2,9,9,9,2,9,9,2,1,2,2,2
440,MIDDLESEX EAST,Ontario,1867 - 1966,10,1904.11.03,3079,dd73c12c-015e-4caa-aeb9-727fc6141a7b,"ELSON, Peter",2297,0.525,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,,,,2,1,1,1,9,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,9,9,9,1,1,2,9,1,2,1,1,9,9,2,2,2,1,2,2,9,2,9,1,2,2,9,1,9,9,9,9,9,1,1,1,1,1,2,1,1,9,9,1,1,1,1,1,1,2,1,1,1,1,1,9,1,9,1,1,2,9,9,9,9,1,1,2,1,2,2,1,1,9,9,9,1,9,9,9,1,1,1,9,1,2,1,1,9
737,TORONTO EAST,Ontario,1867 - 1933,10,1904.11.03,3080,dd99b0fc-3398-4c78-a44a-c8ff6a7e9f2e,"KEMP, Albert Edward",4125,0.6742,Conservative (1867-1942),Businessman,Protestant,0,2,,,,,,,,,,,,,9,9,1,1,9,1,1,2,1,2,9,9,9,9,9,1,1,9,1,1,1,9,9,1,2,2,1,1,1,9,1,1,2,1,9,2,1,1,2,1,9,9,9,9,9,9,9,9,1,1,9,9,9,1,9,2,9,9,1,9,1,1,1,1,2,9,1,9,9,9,9,9,1,1,9,9,9,1,1,9,1,1,9,1,1,9,2,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,9,9,1,1,1,1,2,1,1,1
514,ONTARIO SOUTH,Ontario,1867 - 1924,10,1904.11.03,3087,de5d1f81-bd16-4214-8679-1aa2f1b98275,"CHRISTIE, Peter",2544,0.5105,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,,,,9,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,9,1,2,1,1,1,1,9,9,9,2,9,1,9,1,9,9,9,2,2,2,1,2,2,9,9,1,9,2,2,1,1,9,9,9,9,9,1,1,1,1,1,2,9,9,1,9,1,9,1,1,1,1,9,1,1,1,1,1,1,9,1,1,9,2,9,9,1,2,9,1,2,1,2,2,1,9,1,9,9,1,1,1,1,9,9,1,1,1,2,1,1,1
16,ANTIGONISH,Nova Scotia,1867 - 1914,10,1904.11.03- and 1905.07.17,3095,df4ae425-8ef9-4dad-bd14-1308e389d7a7,"MCISAAC, Colin F.",1619,0.6665,Liberal Party of Canada,Lawyer,Catholic,0,4,,,,,,,,,,Resignation. Appointed Railway Commissioner: 1905.07.02.,,,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
841,YORK CENTRE,Ontario,1903 - 1914,10,1904.11.03-1907.11.23 ,3130,e239a78a-876d-4361-b039-6e5aa7450a12,"CAMPBELL, Archibald",2222,0.5087,Liberal Party of Canada,"Businessman, miller",Protestant,0,5,,,,,,,,,,Resignation.  Called to the Senate: 1907.11.23 ,,,1,9,1,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,1,1,2,9,1,2,2,2,9,2,2,1,1,2,2,2,9,9,2,1,2,2,9,9,2,2,9,9,9,9,9,9,2,2,2,2,1,9,2,2,1,2,9,9,2,2,9,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
581,QUEBEC EAST,Quebec,1867 - 1966,10,1904.11.03,3137,e2f3ce71-bd81-4d34-8a08-56a140552231,"LAURIER, Sir Wilfrid",3524,0.7135,Liberal Party of Canada,Lawyer,Fr.Catholic,1,8,,1,,,,,,,,Resignation. Elected for Qu_bec East and for Wright. Chose to sit for Qu_bec East.,,,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,9,9,1,2,2,2,1,1,2,1,2,2,1,1,2,2,9,9,9,9,9,9,2,2,2,2,1,2,2,9,1,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,1,9,1,1,1,2,9,9,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
287,HOCHELAGA,Quebec,1867 - 1978,10,1904.11.03,3142,e37a7a05-54df-4029-a05e-177a22183ab1,"RIVET, Louis A.A.",4974,0.5317,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,2,9,2,9,9,9,9,9,9,2,2,9,2,2,9,9,9,2,9,2,2,2,2,1,2,2,2,1,9,2,9,1,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,2,9,9,2,2,2,2,1,2,2,2,1,9,9,9,2,2,2,1,2,9,2,9,9,2,2,2,2,2,1,9,9,9,1,2,2,9,9,9,9,2,2,9,9,9,2,9,2,2,9,9,2,2,2,1,2,9,9
736,TORONTO CENTRE,Ontario,1872 - 1924,10,1905.04.11,3179,e6786985-b2b3-47ed-b311-263fcfc27c2a,"BRISTOL, Edmund",accl.,,Conservative (1867-1942),Barrister,Protestant,0,1,,,,,,,,,,,,,99,99,99,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,1,9,9,9,2,9,9,2,9,1,9,9,2,2,2,1,2,9,9,9,1,1,9,9,1,1,9,9,9,1,9,9,9,1,1,9,2,9,1,9,9,9,9,9,9,9,1,9,1,9,9,9,1,1,1,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,9,1,1,1,9,9,1,9,1,2,9,1,1
582,QUEBEC WEST,Quebec,1867 - 1933,10,1904.11.03,3183,e6e3b5b8-176b-4377-891f-834f803c3cd4,"POWER, William",1053,0.6147,Liberal Party of Canada,Lumber merchant,Catholic,0,2,,,,,,,,,,,,,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,9,2,2,9,9,9,2,9,1,9,9,2,2,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,2,2,2,1,2,9,2,2,2,9,9,2,2,9,2,2,9,9,2,2,9,1,9,9,9,1,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,2,2,2,1,2,2,2
349,L'ASSOMPTION,Quebec,1867 - 1914,10,1907.03.07,3200,e82a799d-10b1-4c0b-bf35-ca668fae82b2,"LAURIER, R.C.E.",1276,0.5357,Liberal Party of Canada,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,1,2,2,2,1,2,9,9,2,2,9,9,9,2,2,9,2,2,2,2,9,2,9,9,9,9,9,2,2,1,2,1,1,2,2,2,2,2,9,9,9,2,9,9,9,9,2,1,9,9,2
181,DORCHESTER,Quebec,1867 - 1966,10,1904.11.03,3209,e8c6dc55-a236-48dc-81d1-9bcc083c6722,"MORIN, J.B.",1773,0.5537,Conservative (1867-1942),Merchant,Fr.Catholic,1,3,,,,,,,,,,,,,9,9,2,2,9,1,2,1,2,1,1,1,1,2,1,2,9,1,1,9,1,1,1,1,2,2,1,9,9,9,1,1,2,1,1,1,1,1,2,2,9,1,1,1,9,2,9,9,1,1,1,2,1,1,9,9,9,9,9,9,1,1,1,1,2,1,1,1,1,1,1,9,9,1,9,2,1,1,1,1,1,1,1,1,9,1,2,2,9,1,1,1,1,2,1,2,2,1,1,9,9,1,1,9,9,9,9,1,1,1,9,9,1,1,1
685,SIMCOE EAST,Ontario,1882 - 1966,10,1904.11.03,3219,e94b8af3-fe69-477e-8184-ee47b287bc67,"BENNETT, William Humphrey",3116,0.5318,Conservative (1867-1942),Lawyer,Protestant,0,4,,,,,,,,,,,,,9,1,1,1,9,1,1,2,1,9,9,9,9,9,9,1,1,9,1,9,1,9,1,1,2,2,9,1,1,2,1,9,2,1,1,9,1,1,9,9,9,9,9,9,9,9,1,2,9,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,9,1,1,9,1,1,1,1,1,1,9,9,1,1,1,1,9,1,1,1,1,2,2,9,9,9,1,9,9,9,9,9,1,1,1,9,9,1,1,1,1,1,1,1,1,1,2,1,1,9
364,LAMBTON WEST,Ontario,1882 - 1966,10,1904.11.03-1905.07.04,3266,ecf755b5-8887-4644-91b8-8a50dbb9e857,"JOHNSTON, Thomas Geo.",3399,0.5352,Liberal Party of Canada,Physician,Protestant,0,3,,,,,,,,,,Died in office: 1905.07.04.,,,1,2,1,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
