Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H29S1V001,H29S1V002,H29S1V003,H29S1V004,H29S1V005,H29S1V006,H29S1V007,H29S1V008,H29S1V009,H29S1V010,H29S1V011,H29S1V012,H29S1V013,H29S1V014,H29S1V015,H29S1V016,H29S1V017,H29S1V018,H29S1V019,H29S1V020,H29S1V021,H29S1V022,H29S1V023,H29S1V024,H29S1V025,H29S1V026,H29S1V027,H29S1V028,H29S1V029,H29S1V030,H29S1V031,H29S1V032,H29S1V033,H29S1V034,H29S1V035,H29S1V036,H29S1V037,H29S1V038,H29S1V039,H29S1V040,H29S1V041,H29S1V042,H29S1V043,H29S1V044,H29S1V045,H29S1V046,H29S1V047,H29S1V048,H29S1V049,H29S1V050,H29S1V051,H29S1V052,H29S1V053,H29S1V054,H29S1V055,H29S1V056,H29S1V057,H29S1V058,H29S1V059,H29S1V060,H29S1V061,H29S1V062,H29S1V063,H29S1V064,H29S1V065,H29S1V066,H29S1V067,H29S1V068,H29S1V069,H29S1V070,H29S1V071,H29S1V072,H29S1V073,H29S2V001,H29S2V002,H29S2V003,H29S2V004,H29S2V005,H29S2V006,H29S2V007,H29S2V008
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,01.09.1973,01.11.1973,01.15.1973,01.18.1973,01.23.1973,01.23.1973,01.23.1973,01.25.1973,02.06.1973,02.13.1973,02.22.1973,02.26.1973,02.28.1973,03.06.1973,03.16.1973,03.26.1973,03.26.1973,03.26.1973,03.26.1973,03.28.1973,03.28.1973,04.17.1973,05.29.1973,06.06.1973,06.06.1973,06.06.1973,06.12.1973,06.12.1973,06.12.1973,06.14.1973,06.14.1973,06.20.1973,06.21.1973,06.26.1973,07.04.1973,07.26.1973,08.30.1973,08.31.1973,09.10.1973,09.19.1973,10.18.1973,10.18.1973,10.24.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.10.1973,12.19.1973,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.10.1974,01.11.1974,01.11.1974,03.01.1974,03.05.1974,03.12.1974,03.26.1974,04.04.1974,04.16.1974,04.23.1974,05.08.1974
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,EDMONTON CENTRE,Alberta,1966 - 1976,29,1972.10.30,1721,7bd87e49-bca8-45fa-a451-7c1635f2748c,"PAPROSKI, Steven Eugene",21443,0.5358,Progressive Conservative Party,"Businessman, manager",,0,2,,,,,,,,,Poland,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,9,2,9,2,9,9,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1
287,HOCHELAGA,Quebec,1867 - 1978,29,1972.10.30,1736,7c83090e-2e9e-4906-85ca-b8724b8fc3ac,"PELLETIER, Gerard",11235,0.4434,Liberal Party of Canada,"Author, broadcaster, diplomat, journalist, labour and social activist",,1,3,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,9,1,1,2,1,1,2,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,9,2
780,VICTORIA,British Columbia,1924 - ,29,1972.10.30,1745,7d64d4bd-0f99-4e1f-81da-826f567f48d2,"MCKINNON, Allan B.",22842,0.4748,Progressive Conservative Party,Teacher,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,9,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,1,9,9,9,1,1,1,2,2,2,1
512,ONTARIO,Ontario,1924 - 1996,29,1972.10.30,1764,7f5ea10f-f4c5-4350-b707-6c6522149e5f,"CAFIK, Norman A.",16328,0.3874,Liberal Party of Canada,Publisher,,0,2,,,1,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,9,2,2,2,1,1,1,2,1,9,1,2,2,1,2,2,1,2,2,1,2,1,1,9,9,1,2,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,2,1,2,1,2
246,GREENWOOD,Ontario,1933 - 1976,29,1972.10.30,1766,7f9f4b1b-ac37-43d7-8179-72a9914279d7,"BREWIN, Andrew F.",14261,0.4274,New Democratic Party,"Author, barrister, counsel, lawyer",,0,5,,,,,,,,,England,,,,2,9,9,9,1,1,2,1,1,1,2,2,1,2,1,9,9,9,9,9,9,1,1,2,2,1,1,1,1,9,9,2,9,9,9,9,9,2,2,9,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,9,9,9,1,1,1,1,1,1,9,9,2,2,2,2,1,9,2,1
52,BONAVENTURE--ILES-DE-LA-MADELEINE,Quebec,1971 - 1996,29,1972.10.30,1774,806fe861-7408-463e-af2c-c1bf3cc31ce3,"BECHARD, Albert",12213,0.5394,Liberal Party of Canada,Notary,,1,5,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
614,RIMOUSKI,Quebec,1867 - 1980,29,1972.10.30,1777,807db12b-220f-4f7f-936f-6c7eba43595e,"ALLARD, Eudore",13241,0.4309,Social Credit,"Hotelier, sales representative",,1,1,,,,,,,,,,,,,2,2,9,1,1,1,1,9,1,2,1,1,1,1,9,2,1,2,1,1,1,1,2,2,1,9,9,9,9,1,2,9,9,2,1,2,1,1,2,2,9,9,2,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,1,2,9,9,9,9,9,9,9,2,9,9,9,1,1,1,2,9,2,1,2
509,OKANAGAN--KOOTENAY,British Columbia,1966 - 1976,29,1972.10.30,1798,819c40bf-503d-4afd-a51b-34265039e7d7,"STEWART, Doug",12416,0.3273,Liberal Party of Canada,Lawyer,,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,9,2,2,1,2,2,1,2,2,1,9,1,1,2,1,1,2,1,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,9,9,2,2,2,2,1,2,9,2
493,NORFOLK--HALDIMAND,Ontario,1966 - 1976,29,1972.10.30,1799,819c623a-3559-4f91-a00f-cb4d3414ddc5,"KNOWLES, Bill",21214,0.5471,Progressive Conservative Party,Teacher,,0,2,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,2,2,2,1
381,LAURIER,Quebec,1933 - 1987,29,1972.10.30,1802,81b980e7-969c-4df3-8df5-5c6540943adf,"LEBLANC, Fernand-E.",10936,0.5303,Liberal Party of Canada,Chartered accountant,,1,4,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,29,1972.10.30,1846,84909dc1-9a60-44b3-a939-2393ab563089,"DIEFENBAKER, John George",19410,0.595,Progressive Conservative Party,"Barrister, lawyer",,0,11,,,,,,,,,,,,,1,1,9,9,2,2,1,9,9,2,9,9,2,1,1,9,9,9,9,2,1,9,1,9,9,2,1,2,1,2,1,9,1,9,9,9,9,9,1,1,9,9,1,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,1,1,1,1,9,9,2,9,9,1
1253,ST. BONIFACE,Manitoba,1952 - 1996,29,1972.10.30,1850,84abe750-8a47-40e7-98c4-304d3bfd81a1,"GUAY, Joseph-P.",22200,0.4442,Liberal Party of Canada,"Businessman, merchant",,1,2,,,1,,,,,,,,,,2,2,2,2,1,1,2,1,1,9,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
375,LAPRAIRIE,Quebec,1966 - 1980,29,1972.10.30,1855,84ece46f-6d8e-43b4-b2c6-b90c023c35e4,"WATSON, Ian",34557,0.614,Liberal Party of Canada,Lawyer,,0,4,,,1,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
286,HILLSBOROUGH,Prince Edward Island,1966 - 2003,29,1972.10.30,1900,8874ad6a-cef4-4764-be03-7a8555017c67,"MACQUARRIE, Heath Nelson",10605,0.5513,Progressive Conservative Party,"Author, political scientist, professor, radio-commentator, teacher",,0,7,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,1,9,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,9,9,9,1,1,1,1,2,2,9,1
537,PEACE RIVER,Alberta,1924 - ,29,1972.10.30,1904,88de9baa-8839-401f-9aa2-55522b62d47f,"BALDWIN, Ged",14255,0.5608,Progressive Conservative Party,"Barrister, lawyer",,0,6,,,,,,,,,New Zealand,,,,1,1,1,1,2,2,1,2,2,9,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,9,9,1,1,2,2,2,1
800,WELLINGTON--GREY--DUFFERIN--WATERLOO,Ontario,1970 - 1976,29,1972.10.30,1906,88f42d94-442c-4018-ae00-686140d8b377,"BEATTY, Perrin",17080,0.5088,Progressive Conservative Party,"Businessman, public servant",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,9,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,9,9,2,1,2,1,1,1,9,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,9,9,9,9,9,1,1,9,9,2,1
421,MALPEQUE,Prince Edward Island,1966 - ,29,1972.10.30,1919,89ac7ae7-ddc1-4da4-b856-57690240d2c4,"MACLEAN, John Angus",5835,0.5353,Progressive Conservative Party,"Airplane pilot, farmer, flying instructor, test pilot",,0,9,,,,,,,,,,,,,1,1,1,1,2,2,1,9,2,9,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,9,9,9,9,9,1,1,2,1,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,9,9,1
726,THUNDER BAY,Ontario,1966 - 1976,29,1972.10.30,1925,8a483205-9d78-4b58-abc3-f74ae4f73326,"PENNER, Keith",11048,0.4921,Liberal Party of Canada,Teacher,,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,9,9,1,2,1,1,2,1,1,2,1,9,9,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,9,1,2
853,YORK SOUTH,Ontario,1903 - 1976,29,1972.10.30,1935,8af30b71-2fe1-41ff-a94b-930e0ac21f50,"LEWIS, David",14225,0.4687,New Democratic Party,"Barrister, lawyer",,0,4,,,,,,,,,Poland,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,9,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,9,2,2,2,1,2,2,1,1,9,9,1,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,1,2,2,2,2,2,9,1,9,1,1
356,LACHINE,Quebec,1966 - 1973,29,1972.10.30,1939,8b173462-ff95-47f1-a93e-a813c66ddd7b,"BLAKER, Rod",26680,0.582,Liberal Party of Canada,"Announcer, journalist, lawyer",,0,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,9,1,2,2,1,2,2,1,2,2,1,2,1,9,9,1,9,2,1,9,9,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,1,9,2,2,2,9,2,2,1,2,1,2
859,YUKON,Yukon,1952 - ,29,1972.10.30,1956,8c857bdf-3db5-43c3-8ee0-d33d66a80817,"NIELSEN, Erik",4332,0.5304,Progressive Conservative Party,"Barrister, lawyer",,0,7,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,9,9,9,2,9,9,9,9,9,9,2,1,9,9,2,9,9,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,9,9,9,9,9,9,9,9,9,1,1,1,9,1,1,1,2,9,9,1
22,ARGENTEUIL--DEUX-MONTAGNES,Quebec,1970 - 1976,29,1972.10.30,1957,8c88b631-34e1-4a75-a603-833894d455c1,"FOX, Francis",18749,0.4947,Liberal Party of Canada,"Executive, lawyer",,0,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,9,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,9,2,1,1,2,1,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
325,KENORA--RAINY RIVER,Ontario,1924 - 2003,29,1972.10.30,1961,8cd6c785-293e-4f33-8d82-a119256eca2d,"REID, John M.",9241,0.4015,Liberal Party of Canada,"Lecturer, professor, teacher",,0,3,,,1,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,9,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9,2,2,2,1,9,1,2
696,SPADINA,Ontario,1933 - 1987,29,1972.10.30,1969,8d4733c4-bab3-4e88-bf3e-cc9a885899bd,"STOLLERY, Peter",8334,0.4155,Liberal Party of Canada,"Author, businessman, journalist",,0,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,9,9,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,9,9,2,2,2,2,1,2,1,2
532,PAPINEAU,Quebec,1947 - 1987,29,1972.10.30,1989,8eed4f27-aee9-4796-b78e-b81a57c98ee8,"OUELLET, Andre",15347,0.5343,Liberal Party of Canada,Lawyer,,1,3,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,9,1,2,2,1,2,2,1,2,1,1,2,1,9,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,1,2
520,OTTAWA CENTRE,Ontario,1966 - ,29,1972.10.30,1995,8f4b682a-8375-4adf-84ca-54f4b5c68ee9,"POULIN, Hugh",14101,0.3852,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,9,9,9,9,9,9,2,2,2,2,2,2,2,1,2,1,2
643,SAINT-JEAN,Quebec,1966 - ,29,1972.10.30,2039,92252e60-bb58-4208-a0a1-1ebb83d0b8e2,"SMITH, Walter",16459,0.4392,Liberal Party of Canada,"Customs officer, merchant",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,9,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
77,BROME--MISSISQUOI,Quebec,1970 - 1976,29,1972.10.30,2087,95d80bc3-ef90-4b95-aa06-66756301e54b,"GRAFFTEY, Heward",15593,0.4148,Progressive Conservative Party,"Author, businessman, lawyer, lumber merchant, merchant",,0,5,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,1,1,2,1,1,2,1,9,9,1,1,2,1,9,1,1,1,9,9,9,1,1,1,1,2,1,1,2,2,9,9,9,9,9,9,9,9,9,1,2,1,2,2,2,2,2,2,1,9,9,9,1,9,1,1,9,2,2,1
398,LINCOLN,Ontario,1903 - 1996,29,1972.10.30,2099,968c0ea6-91de-40f9-add3-b92593e54218,"HIGSON, Ken",16840,0.4464,Progressive Conservative Party,"Barrister and solicitor, lawyer",,0,1,,,,,,,,,England,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
846,YORK NORTH,Ontario,1867 - 2003,29,1972.10.30,2102,96a86795-a914-4bc1-94dc-9da95740fe5b,"DANSON, Barnett J.",28123,0.4324,Liberal Party of Canada,"Businessman, consultant",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,9,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,9,9,1,2,1,1,9,1,1,9,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,9,9,9,2,2,2,2,1,9,1,2
400,LISGAR,Manitoba,1871 - 1987,29,1972.10.30,2107,970fa2d3-667f-4389-879d-78a2f8146489,"MURTA, Jack B.",17253,0.7102,Progressive Conservative Party,Farmer,,0,2,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,9,9,9,1,9,1,9,1,1,1,9,1,1,2,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,9,9,9,1,1,1,2,9,9,1
479,NEW WESTMINSTER,British Columbia,1872 - 1976,29,1972.10.30,2121,9836acc0-3271-4880-a415-6a7199796fa1,"LEGGATT, Stuart Malcolm",19181,0.416,New Democratic Party,"Judge, lawyer",,0,1,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,9,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,9,1,1
227,FRASER VALLEY WEST,British Columbia,1966 - 1996,29,1972.10.30,2134,99588785-2883-4677-aa8a-76e8bbf45189,"ROSE, Mark",22612,0.4748,New Democratic Party,Professor,,0,2,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,9,1,9,9,9,9,2,1,9,1,2,2,1,9,9,9,2,2,2,2,1,2,1,2,2,2,9,2,2,1,9,9,9,9,9,9,9,9,1,1,1,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,1,2,2,9,2,2,2,9,9,9,1
653,SAINT-MICHEL,Quebec,1966 - 1983,29,1972.10.30,2145,99ef4591-5278-4c89-832d-2b5d3e59b294,"BEGIN, Monique",23850,0.4877,Liberal Party of Canada,"Administrator, sociologist",,1,1,,,,,,,,,Italy,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,9,1,2
101,CALGARY NORTH,Alberta,1952 - 1996,29,1972.10.30,2150,9a216666-6b6a-4761-9a98-afc11747bf5f,"WOOLLIAMS, Eldon",30973,0.5923,Progressive Conservative Party,"Barrister and solicitor, teacher, trial lawyer",,0,6,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,9,9,1,2,1,2,1,1,1,2,9,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,9,9,9,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,9,2,2,1
767,VAUDREUIL,Quebec,1966 - 1997,29,1972.10.30,2154,9aa320e1-0bfb-425f-8b78-fa2be23f7799,"HERBERT, Harold T.",27372,0.5437,Liberal Party of Canada,Construction executive,,0,1,,,,,,,,,England,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,9,1,2,1,9,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
266,HALTON,Ontario,1867 - 1987,29,1972.10.30,2158,9aeeaea3-ee35-4e3c-8067-b60be82ada53,"O'CONNOR, Terry",22640,0.4372,Progressive Conservative Party,Barrister and solicitor,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,9,1,2,1,2,9,9,1,2,2,2,9,9,2,1,1,2,1,1,2,1,2,1,9,9,2,1,9,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,9,9,9,9,1,1,1,9,2,2,1
656,SAINTE-MARIE,Quebec,1952 - 1976,29,1972.10.30,2159,9af1fb09-1559-4bc5-84d2-d9357ce5b4a5,"DUPONT, Raymond",7945,0.3533,Liberal Party of Canada,"Businessman, labour relations consultant, technical adviser",,1,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,9,9,9,2,2,1,9,1,9,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9,2,2,2,1,2,1,2
1,ABITIBI,Quebec,1966 - 1998,29,1972.10.30,2165,9b3dd9d2-7778-4d49-a34d-5f5d73259bfd,"LAPRISE, Gerard",12482,0.5566,Social Credit,Carpenter,,1,5,,,,,,,,,,,,,2,2,9,1,9,9,9,1,1,2,1,1,1,2,9,2,1,2,2,1,1,1,2,2,1,9,1,1,1,9,9,1,1,2,1,9,1,9,2,2,1,1,2,1,1,2,1,1,1,2,2,9,9,9,9,9,9,9,9,9,1,9,2,9,9,9,9,9,9,2,1,1,1,9,1,1,9,9,2,1,2
31,BATTLE RIVER,Alberta,1966 - 1976,29,1972.10.30-1973.11.16 ,2170,9b9f8dae-3804-4c1c-8209-54769d57440e,"KUNTZ, Harry",16268,0.6358,Progressive Conservative Party,Seismic drilling contractor,,0,1,,,,,,,,,,Died in office: 1973.11.16 ,,,1,1,1,1,2,2,1,2,9,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,1,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
126,CENTRAL NOVA,Nova Scotia,1966 - 1996,29,1972.10.30,2173,9bc870a5-bc5d-4b05-ac22-779f048d206c,"MACKAY, Elmer M.",18259,0.5695,Progressive Conservative Party,"Barrister and solicitor, lawyer",,0,2,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,9,9,1,1,2,1,9,1,1,1,9,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,9,1,1,1,2,2,2,1
168,DARTMOUTH--HALIFAX EAST,Nova Scotia,1966 - 1987,29,1972.10.30,2189,9cb3329c-5fe9-4802-9ac6-72983fd57600,"FORRESTALL, Mike",24553,0.5748,Progressive Conservative Party,"Businessman, journalist, manager",,0,3,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,9,9,9,9,9,9,2,1,1,2,1,1,2,1,9,9,1,1,2,9,9,1,9,1,9,9,9,9,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,2,9,2,1
674,SCARBOROUGH WEST,Ontario,1966 - 1996,29,1972.10.30,2191,9cbf4024-1144-40a3-a97b-d3c841d522d2,"HARNEY, John",15028,0.3638,New Democratic Party,Professor,,0,1,,,,,,,,,,,,,2,2,2,1,1,1,2,9,1,1,2,2,1,2,9,2,1,2,1,2,1,1,1,2,2,1,1,1,1,9,9,2,2,1,9,1,9,2,2,9,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,9,2,9,9,2,1
