Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H27S1V001,H27S1V002,H27S1V003,H27S1V004,H27S1V005,H27S1V006,H27S1V007,H27S1V008,H27S1V009,H27S1V010,H27S1V011,H27S1V012,H27S1V013,H27S1V014,H27S1V015,H27S1V016,H27S1V017,H27S1V018,H27S1V019,H27S1V020,H27S1V021,H27S1V022,H27S1V023,H27S1V024,H27S1V025,H27S1V026,H27S1V027,H27S1V028,H27S1V029,H27S1V030,H27S1V031,H27S1V032,H27S1V033,H27S1V034,H27S1V035,H27S1V036,H27S1V037,H27S1V038,H27S1V039,H27S1V040,H27S1V041,H27S1V042,H27S1V043,H27S1V044,H27S1V045,H27S1V046,H27S1V047,H27S1V048,H27S1V049,H27S1V050,H27S1V051,H27S1V052,H27S1V053,H27S1V054,H27S1V055,H27S1V056,H27S1V057,H27S1V058,H27S1V059,H27S1V060,H27S1V061,H27S1V062,H27S1V063,H27S2V001,H27S2V002,H27S2V003,H27S2V004,H27S2V005,H27S2V006,H27S2V007,H27S2V008,H27S2V009,H27S2V010,H27S2V011,H27S2V012,H27S2V013,H27S2V014,H27S2V015,H27S2V016,H27S2V017,H27S2V018,H27S2V019,H27S2V020,H27S2V021,H27S2V022,H27S2V023,H27S2V024,H27S2V025,H27S2V026,H27S2V027,H27S2V028,H27S2V029,H27S2V030,H27S2V031,H27S2V032,H27S2V033,H27S2V034,H27S2V035
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,01.20.1966,01.21.1966,01.25.1966,01.27.1966,01.27.1966,03.09.1966,03.10.1966,03.10.1966,03.22.1966,03.22.1966,04.04.1966,04.05.1966,04.05.1966,04.05.1966,04.19.1966,04.21.1966,04.25.1966,05.02.1966,05.03.1966,05.09.1966,05.09.1966,05.17.1966,05.19.1966,06.06.1966,06.27.1966,07.14.1966,07.14.1966,07.14.1966,08.31.1966,08.31.1966,09.07.1966,10.06.1966,10.20.1966,10.20.1966,10.24.1966,10.25.1966,11.02.1966,11.22.1966,12.08.1966,12.08.1966,12.20.1966,12.20.1966,12.21.1966,01.27.1967,02.02.1967,02.02.1967,02.09.1967,02.16.1967,02.16.1967,02.28.1967,03.01.1967,03.01.1967,03.02.1967,03.02.1967,03.15.1967,03.16.1967,03.21.1967,03.21.1967,03.21.1967,04.03.1967,04.20.1967,04.25.1967,04.25.1967,05.11.1967,05.15.1967,05.15.1967,05.17.1967,05.24.1967,05.24.1967,07.07.1967,10.03.1967,10.05.1967,10.05.1967,10.10.1967,10.24.1967,10.24.1967,11.08.1967,11.13.1967,11.15.1967,11.16.1967,11.21.1967,11.21.1967,11.23.1967,11.30.1967,11.30.1967,11.30.1967,12.07.1967,12.11.1967,02.01.1968,02.06.1968,02.07.1968,02.19.1968,02.28.1968,02.29.1968,03.13.1968,03.15.1968,03.20.1968,03.20.1968
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,QUEBEC SOUTH,Quebec,1914 - 1966,27,1965.11.08,2518,b4f60f83-937b-4f27-8179-3592b18f39b5,"CANTIN, Jean-Charles",16141,0.6135,Liberal Party of Canada,Lawyer,,1,3,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,2,1,1,2,1,9,2,2,1,1,2,1,9,1,9,9,2,1,2,2,2,1,2,1,2,9,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,9,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,2,2,2,1,2,2,1,2,2,9,1,2,1,1,2,1,1,1,1
724,THE BATTLEFORDS,Saskatchewan,1933 - 1966,27,1965.11.08,2547,b7671bc7-d0bf-4dd0-9977-47a8ff9c15f3,"HORNER, Albert",10297,0.4931,Progressive Conservative Party,Farmer,,0,4,,,,,,,,,,,,,9,1,1,2,1,9,9,9,2,1,2,2,2,2,9,1,9,1,1,9,9,1,9,9,2,1,2,2,1,2,9,9,9,9,9,9,1,1,1,1,9,9,9,9,9,9,1,1,2,9,9,9,9,9,2,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,1,1,9,9,2,1,1,2,9,9,2,2,1,9,2,2,2,2,1,2
348,KOOTENAY WEST,British Columbia,1914 - 1987,27,1965.11.08,2563,b815a117-7953-4900-b152-afc56dfc44a1,"HERRIDGE, Herbert W.",8481,0.3909,New Democratic Party,Nurseryman,,0,8,,,,,,,,,England,,,,2,1,1,1,9,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,9,1,9,9,9,9,9,1,2,2,2,2,9,9,1,9,1,1,1,9,9,9,9,1,9,1,1,2,1,1,9,1,9,1,9,1,2,9,1,1,2,9,9,9,2,1,1,1,9,9,1,1,2,1,1,2,9,2,2,1,9,1,2,2,1,1,9,9,2,1,2,9,9,9,9,1,1
689,SKEENA,British Columbia,1914 - 2003,27,1965.11.08,2595,ba1f4916-0b63-4654-9f27-242c3d276e6e,"HOWARD, Frank",11477,0.5398,New Democratic Party,"Logger, union staff member",,0,5,,,,,,,,,,,,,2,9,2,1,2,1,1,1,2,2,9,1,2,1,9,9,9,1,9,2,1,9,1,1,1,1,2,2,9,2,9,9,2,2,2,1,9,1,9,9,9,9,1,9,9,9,9,9,9,1,1,1,1,2,1,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,2,9,9,9,9,9,2,1,9,9,9,9,9,2,2,1,1,1,1,9,1,2,2,1,2,2,9,9
640,SAINT-JACQUES,Quebec,1952 - 1976,27,1965.11.08-1967.12.26,2611,baf68f42-f20c-4fb6-9a76-ae1b172c8c24,"RINFRET, Maurice",7023,0.4411,Liberal Party of Canada,"Businessman, trader",,1,3,,,,,,,,,,Died in office: 1967.12.26,,,2,2,2,2,2,2,9,9,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,1,9,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,9,9,9,9,9,9,9,9,9,9,1,9,1,2,9,9,9,9,9,9,9,2,9,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,2,99,99,99,99,99,99,99,99,99,99
210,ESQUIMALT--SAANICH,British Columbia,1952 - 1987,27,1965.11.08,2619,bbad949a-ad7c-4051-8dd1-01092f6e6eef,"CHATTERTON, George L.",14787,0.3859,Progressive Conservative Party,Agrologist,,0,4,,,,,,,,,South Africa,,,,1,1,1,2,9,9,1,1,2,1,1,2,1,2,2,1,2,1,9,1,1,1,1,1,9,9,9,9,1,2,1,2,1,1,1,1,1,1,1,1,2,9,1,9,1,2,1,1,2,2,1,2,1,9,2,2,9,9,9,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,9,9,9,9,9,9,2,1,2,9,9,9,2,1,2,2,1,2,2,2,2,2,1,1
1123,SAINT-ANTOINE--WESTMOUNT,Quebec,1952 - 1966,27,1965.11.08,2634,bcf1b481-1534-4cda-8cad-80c22792e971,"DRURY, C.M.",13378,0.5692,Liberal Party of Canada,"Businessman, lawyer, public servant",,0,3,,1,,,,,,,,,,,9,2,2,2,2,2,2,2,2,2,2,1,1,1,9,2,9,1,2,1,1,2,1,9,2,2,1,1,2,1,2,1,2,9,2,1,2,9,2,1,2,1,2,1,2,1,2,2,1,9,2,2,2,1,1,9,9,9,9,9,9,1,9,2,2,2,2,2,2,1,2,9,9,9,2,2,2,2,2,2,2,2,1,2,2,1,9,2,2,1,2,1,1,2,1,1,1,1
504,NORTHWEST TERRITORIES,Northwest Territories,1962 - 1976,27,1965.11.08,2636,bd1a45e3-d10b-4984-b8e6-2d75ff2b7f6f,"ORANGE, Bud",5194,0.5621,Liberal Party of Canada,"Economist, public servant",,0,1,,,,,,,,,,,,,9,2,2,2,2,2,2,2,9,2,2,1,1,1,2,2,1,1,2,1,1,2,9,9,2,2,1,1,2,1,9,1,2,2,2,9,9,2,9,9,2,1,2,9,2,1,2,9,9,1,9,9,9,9,1,2,9,9,9,9,1,9,2,2,2,2,2,2,2,1,2,2,2,9,9,9,2,9,9,9,2,2,1,9,9,9,9,2,9,9,2,1,1,2,1,1,1,1
320,KAMLOOPS,British Columbia,1933 - 1966,27,1965.11.08,2637,bd7064c6-90b2-4e0a-9a8f-1c4d781bb30e,"FULTON, Edmund Davie",11731,0.3739,Progressive Conservative Party,Barrister and solicitor,,0,7,,,,,,,,,,,,,9,1,1,2,1,9,9,9,2,1,2,2,2,2,2,1,9,1,9,9,9,1,9,1,9,9,9,9,1,2,1,9,1,9,1,1,9,1,9,9,1,1,1,9,1,9,9,9,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,1,9,9,1,1,1,1,2,1,2,9,9,9,2,1,2,2,1,2,2,9,2,2,9,9
388,LEEDS,Ontario,1903 - 1976,27,1965.11.08,2697,c18f3e42-26b2-4238-a086-43f72b806f2f,"MATHESON, Ross",10365,0.4849,Liberal Party of Canada,"Barrister, judge, lawyer",,0,4,,,1,,,,,,,,,,9,2,2,2,2,9,2,2,2,2,2,1,2,1,2,2,9,9,2,1,1,2,1,2,9,9,9,9,2,1,2,9,9,9,2,1,2,2,9,9,9,9,2,1,9,9,9,9,9,1,9,9,2,1,1,2,2,2,1,1,1,1,9,2,2,2,2,9,9,1,2,2,2,9,2,2,2,2,2,2,2,2,1,9,9,1,2,2,2,9,2,1,1,2,1,1,1,1
443,MIDDLESEX WEST,Ontario,1867 - 1966,27,1965.11.08,2699,c1a3b80a-5f76-4af9-bcc3-4b7837e4553e,"THOMAS, W.H.A.",9768,0.4599,Progressive Conservative Party,"Educator, farmer",,0,5,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,9,9,1,9,9,1,1,9,9,1,9,9,1,2,1,2,1,9,9,9,1,9,1,1,9,9,9,9,1,2,9,9,9,2,1,2,1,2,2,2,9,9,9,2,2,9,9,2,1,1,1,1,1,1,1,9,9,9,9,9,9,9,1,1,2,1,9,1,1,2,2,9,9,9,9,2,2,2,2,2,1,2
457,MONTMAGNY--L'ISLET,Quebec,1933 - 1966,27,1965.11.08,2707,c21f1180-229a-4117-a96d-eadd3dc932d4,"BERGER, Jean",6389,0.4429,Liberal Party of Canada,"Radio & t.v. commentator, reporter",,1,2,,,,,,,,,,,,,9,9,2,2,2,2,2,2,2,2,2,1,1,1,2,2,9,1,2,1,1,2,1,9,9,9,9,9,2,1,2,1,2,2,9,1,2,2,2,1,2,1,2,1,2,1,9,2,1,1,2,2,2,1,1,2,9,9,9,1,1,1,2,2,9,9,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,9,1,2,1,1,2,1,1,1,1
555,PORT ARTHUR,Ontario,1933 - 1976,27,1965.11.08,2752,c5839d00-6380-4e74-91ce-c7dedadc181e,"ANDRAS, Robert",14706,0.4195,Liberal Party of Canada,"Automobile dealer, businessman",,0,1,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,9,9,1,2,9,9,2,1,2,2,2,1,1,2,1,9,9,2,2,2,1,2,2,2,1,9,9,9,9,2,1,2,2,1,1,2,2,2,1,1,2,9,9,9,1,1,1,9,2,2,2,2,2,2,9,2,9,9,2,2,2,2,9,2,2,2,2,1,2,2,1,2,2,9,1,9,1,1,9,1,1,1,1
574,PROVENCHER,Manitoba,1871 - ,27,1965.11.08,2791,c7d2e66b-6107-4191-afaa-3db3cba3e5eb,"JORGENSON, Warner H.",6470,0.481,Progressive Conservative Party,Farmer,,0,5,,,,,,,,,,,,,9,1,1,2,9,9,9,9,2,1,9,9,9,9,9,9,2,1,1,1,9,1,1,9,2,9,9,9,1,2,9,9,1,1,1,9,1,1,1,9,9,9,9,9,1,2,9,1,2,9,1,2,1,2,2,2,9,9,9,9,2,2,9,2,9,9,9,2,1,1,1,2,2,1,1,1,1,9,2,2,2,1,1,2,2,1,2,9,2,2,1,9,2,2,2,2,1,2
279,HASTINGS SOUTH,Ontario,1924 - 1966,27,1965.11.08,2795,c8331b28-05ab-4496-9a60-be7ea1804e50,"GRILLS, Lee",14824,0.4824,Progressive Conservative Party,"Dairy farmer, dairy proprietor",,0,4,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,9,9,1,9,9,1,1,9,2,1,2,9,1,2,1,9,1,1,9,1,1,1,9,9,1,1,1,2,1,2,9,9,9,2,9,9,1,2,9,2,9,9,9,9,9,2,9,9,1,1,9,9,9,1,1,2,2,9,1,1,1,1,1,1,2,1,2,9,9,9,9,1,9,9,1,2,2,2,2,2,1,2
503,NORTHUMBERLAND--MIRAMICHI,New Brunswick,1955 - 1987,27,1965.11.08,2807,c9078f2d-6d76-4e8a-be67-ec745bda0f91,"MCWILLIAM, George Roy",9564,0.5165,Liberal Party of Canada,"Editor, publisher",,0,7,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,9,2,2,9,9,1,1,2,9,9,2,1,2,2,9,9,9,2,1,2,9,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,9,2,2,2,1,1,1,1,2,2,2,2,2,2,2,9,9,9,9,2,2,2,2,2,2,9,2,2,9,2,2,1,2,2,2,1,2,9,1,2,1,1,9,9
547,PETERBOROUGH,Ontario,1952 - ,27,1965.11.08,2814,c9947361-b10b-499d-b18f-118914c71526,"FAULKNER, Hugh",12335,0.3698,Liberal Party of Canada,Teacher,,0,1,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,9,2,9,9,2,9,9,2,1,2,2,9,9,9,2,1,9,1,9,2,9,1,2,2,2,1,2,1,9,9,9,9,2,2,1,1,9,9,2,1,1,2,9,9,9,9,1,1,9,9,9,9,2,2,2,9,9,9,9,9,9,9,9,2,9,9,2,2,9,9,9,9,9,9,2,1,9,9,1,2,1,1,1,1
269,HAMILTON EAST,Ontario,1903 - 2003,27,1965.11.08,2847,cc275cc9-05f6-4a1e-9dc5-ad07470a59ef,"MUNRO, John Carr",12692,0.4913,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,3,,,1,,,,,,,,,,9,2,2,9,2,2,9,9,2,2,2,1,1,1,2,9,9,1,2,1,1,2,9,2,2,2,1,1,2,1,9,1,2,2,2,1,2,2,2,1,2,1,2,9,2,1,2,9,9,9,9,9,9,9,9,2,9,9,9,9,9,1,9,9,9,9,9,2,2,1,9,9,9,9,2,2,9,9,2,2,2,2,1,2,2,1,2,9,9,9,9,1,1,2,1,1,1,1
310,ILES-DE-LA-MADELEINE,Quebec,1947 - 1966,27,1965.11.08,2856,ccdae9f1-4746-49d5-8f16-cbfd87e911df,"SAUVE, Maurice",2860,0.531,Liberal Party of Canada,Economist,,1,3,,1,,,,,,,,,,,9,9,2,9,9,9,9,9,2,2,2,1,2,1,2,2,9,9,2,9,9,9,1,9,9,9,9,9,2,9,2,1,2,9,9,9,2,9,9,9,2,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,2,2,2,9,2,2,2,2,1,2,2,1,2,9,9,9,9,1,1,2,1,1,1,1
778,VICTORIA,Ontario,1903 - 1966,27,1965.11.08,2861,cd2c6059-07dd-4cbf-83af-038dc3aa8b0e,"SCOTT, William C.",11282,0.4834,Progressive Conservative Party,Merchant,,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,2,2,2,2,9,1,2,1,1,9,9,1,9,9,2,9,9,9,1,2,9,2,1,9,1,1,1,1,9,9,1,1,1,9,1,2,1,1,2,9,1,2,1,2,2,2,1,2,2,9,2,2,9,2,1,1,1,9,9,1,1,9,9,1,9,9,9,9,9,9,2,1,2,1,1,2,2,1,2,9,1,9,2,2,2,2,1,1
801,WELLINGTON--HURON,Ontario,1952 - 1966,27,1965.11.08,2865,cd67e9cc-34b1-46e7-a0e3-c60ae00845db,"HOWE, Marvin",7792,0.5381,Progressive Conservative Party,Merchant,,0,6,,,,,,,,,,,,,1,9,1,2,1,1,1,1,2,1,2,2,2,2,2,1,9,9,1,9,9,1,9,1,2,9,9,9,1,2,1,2,1,1,1,2,1,1,1,1,9,9,9,2,1,2,1,1,2,2,1,9,9,9,2,2,9,9,9,2,2,2,9,9,1,1,1,2,1,9,9,2,2,1,1,1,9,9,1,1,2,1,2,9,9,9,2,1,9,2,1,9,2,9,2,2,1,9
11,ALGOMA WEST,Ontario,1903 - 1966,27,1965.11.08,2921,d24700e7-2465-4465-a49c-7496259cf5d9,"NIXON, George Ewart",12034,0.3591,Liberal Party of Canada,Merchant,,0,9,,,,,,,,,,,,,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,1,1,2,9,9,2,1,2,2,9,9,9,2,1,2,9,9,9,9,9,2,2,9,9,2,1,9,1,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,1,1,9,9,2,2,2,2,9,9,9,2,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,2,9,9,9,9
62,BRANDON--SOURIS,Manitoba,1952 - ,27,1965.11.08,2922,d25060a9-6d52-4461-a569-fc17c9e6d009,"DINSDALE, Walter Gilbert",15554,0.5456,Progressive Conservative Party,"Lecturer, social worker, teacher",,0,7,,,,,,,,,,,,,9,1,1,9,1,9,1,1,2,1,9,1,1,1,2,1,2,1,1,9,9,1,1,1,9,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,9,9,9,9,1,2,1,1,2,2,1,2,1,2,2,2,9,9,9,2,2,9,9,9,1,1,1,2,1,1,1,2,2,1,1,1,1,9,9,9,2,1,1,2,2,1,2,9,2,9,1,9,2,2,2,2,9,9
825,WINNIPEG SOUTH CENTRE,Manitoba,1924 - 1976,27,1965.11.08-1968.02.26,2923,d2512bc7-c1b4-48ab-9772-1abe28ea07fa,"CHURCHILL, Gordon",15296,0.4184,Progressive Conservative Party,"Barrister, school principal, teacher",,0,7,1,,,1,,,,,,,,,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,9,9,9,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,99,99,99,99,99,99
825,WINNIPEG SOUTH CENTRE,Manitoba,1924 - 1976,27,1968.02.27,2923.1,d2512bc7-c1b4-48ab-9772-1abe28ea07fa,"CHURCHILL, Gordon",15296,0.4184,Independent Progressive Conservative,"Barrister, school principal, teacher",,0,7,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,2,2,9,9
623,ROSTHERN,Saskatchewan,1933 - 1966,27,1965.11.08,2924,d255b314-8143-4a4f-928f-ba36af80a4f9,"NASSERDEN, Edward",10042,0.5551,Progressive Conservative Party,"Executive director, farmer",,0,4,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,9,9,1,9,9,1,1,9,2,1,2,2,1,2,1,9,1,9,9,1,9,1,9,9,9,9,1,9,1,2,1,9,9,2,1,2,1,2,2,2,1,2,2,2,2,2,9,2,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2
89,BURNABY--COQUITLAM,British Columbia,1952 - 1966,27,1965.11.08,2936,d34eb71d-3bc8-4258-8a3f-2007fa662c38,"DOUGLAS, Tommy C.",22553,0.5293,New Democratic Party,"Minister, printer",,0,5,,,,,,,,,Scotland,,,,2,1,1,1,2,2,9,9,1,1,2,1,2,1,1,1,1,9,1,2,1,1,1,1,1,1,2,2,1,2,9,2,9,2,2,1,2,1,1,1,9,9,9,2,1,1,1,1,2,9,1,1,1,2,1,1,9,9,9,1,1,1,9,1,2,2,9,1,1,2,9,9,9,2,1,1,2,1,2,2,1,1,1,2,2,1,9,9,1,9,2,2,2,9,2,2,2,1
486,NICOLET--YAMASKA,Quebec,1933 - 1966,27,1965.11.08-1966.05.04,2975,d5bc60cd-f3bf-41b8-9769-4c1e17a5449f,"VINCENT, Clement",11734,0.6376,Progressive Conservative Party,Farmer,,1,3,,,,,,,,,,Resignation. Enters provincial politics in Quebec: 1966.05.04,,,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,9,9,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
413,MACKENZIE,Saskatchewan,1905 - 1996,27,1965.11.08,2991,d6a3fade-c097-4543-806f-c8d65b6941e3,"KORCHINSKI, Stanley James",9760,0.5714,Progressive Conservative Party,Farmer,,0,4,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,9,9,1,9,1,2,1,2,2,1,2,9,9,1,1,9,1,9,1,1,1,9,9,1,2,9,9,1,1,2,2,1,2,9,9,2,9,9,9,9,2,2,2,9,2,1,1,1,9,9,1,1,2,2,9,1,1,1,9,1,1,2,1,2,1,1,2,2,1,9,9,1,2,2,2,2,2,1,1
198,EDMONTON EAST,Alberta,1914 - 2000,27,1965.11.08,3004,d7bbbfa1-a268-4751-a2a6-91ece04c5b27,"SKOREYKO, William",13596,0.4505,Progressive Conservative Party,"Businessman, service station operator",,0,4,,,,,,,,,,,,,9,1,1,9,1,1,9,9,9,9,2,2,2,2,9,1,9,9,1,9,9,9,1,1,9,9,9,9,1,2,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,1,1,2,9,9,2,9,9,9,2,9,9,9,9,9,2,2,2,9,9,1,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,1,9,2,1,9,2,9,2,9,9,9
550,PICTOU,Nova Scotia,1867 - 1966,27,1965.11.08,3005,d7ca3778-89a3-43db-b8de-b3e0445d4000,"MACEWAN, Russell",11289,0.5284,Progressive Conservative Party,Barrister and solicitor,,0,5,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,9,1,9,9,1,1,1,2,9,9,9,1,2,1,2,1,1,1,1,1,9,1,1,9,9,9,9,1,2,1,1,2,2,1,2,1,2,2,2,9,9,9,2,9,2,2,2,9,9,9,9,9,9,1,2,2,1,1,1,1,9,1,1,2,1,2,1,1,2,2,1,9,2,1,2,2,2,2,2,1,1
769,VEGREVILLE,Alberta,1924 - 1996,27,1965.11.08,3014,d88adf6c-0912-4483-aa0b-ebd6031f5cbb,"FANE, Frank J.W.",12163,0.6977,Progressive Conservative Party,Farmer,,0,4,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,9,1,1,1,1,1,1,9,9,9,9,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,9,9,1,1,2,2,1,2,1,2,9,9,1,2,2,2,9,2,9,2,1,1,1,2,1,9,1,9,9,1,1,1,1,9,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,9,1,1
323,KAMOURASKA,Quebec,1867 - 1976,27,1965.11.08,3020,d8d6bde5-2e3b-4564-bc25-f192232775ca,"DIONNE, Chs.-Eugene",6127,0.5078,Ralliement Creditiste,Labour representative,,1,3,,,,,,,,,,,,,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,9,2,2,9,9,1,2,9,2,9,9,9,2,1,2,2,2,1,9,2,2,2,9,9,1,1,1,9,2,1,1,9,9,1,9,9,2,9,9,1,1,1,2,9,1,1,9,2,1,1,1,9,9,9,1,1,1,9,1,1,9,1,1,1,2,1,2,1,1,2,1,9,9,2,1,2,1,1,2,2,2,9
213,ESSEX EAST,Ontario,1924 - 1966,27,1965.11.08-1968.04.19,3058,dbc81dd3-47f7-4448-a205-ccbf43047e83,"MARTIN, Paul",26094,0.6378,Liberal Party of Canada,"Barrister, lawyer, lecturer",,0,10,,1,,,,,,,,Resignation: 1968.04.19,,,2,2,2,2,2,2,2,2,2,9,2,1,2,1,9,2,9,1,2,1,1,2,1,9,9,9,9,9,2,1,2,1,2,9,2,9,9,9,2,1,9,9,9,9,9,9,9,2,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,2,9,9,2,2,2,1,9,9,9,2,9,9,2,9,2,9,2,2,1,2,2,1,2,9,9,9,9,9,1,2,1,1,1,1
400,LISGAR,Manitoba,1871 - 1987,27,1965.11.08,3081,dda68826-31f6-4f89-a1c5-74cebc755c68,"MUIR, George",8988,0.5142,Progressive Conservative Party,"Farmer, registered seed grower",,0,5,,,,,,,,,,,,,9,1,1,2,1,1,9,1,2,1,2,2,2,2,9,1,2,1,1,1,1,1,1,9,9,9,9,9,1,2,1,9,1,9,1,9,1,1,1,1,9,9,9,2,1,2,9,1,2,9,1,2,1,2,2,9,9,9,9,2,2,2,9,2,1,1,1,2,1,9,1,2,2,1,1,1,1,9,1,1,2,1,2,9,9,9,2,1,9,9,9,2,2,9,2,2,1,9
185,DUFFERIN--SIMCOE,Ontario,1924 - 1966,27,1965.11.08,3107,e067b287-b492-4950-ad7c-55d97da0fb5d,"MADILL, J. Ellwood",9701,0.4735,Progressive Conservative Party,"Businessman, farmer, life underwriter",,0,2,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,1,2,9,9,9,2,1,9,1,1,9,9,1,9,1,9,9,9,9,1,2,1,2,1,1,1,1,1,9,1,1,1,1,1,9,9,9,9,9,9,2,1,2,1,2,2,2,1,2,2,2,2,2,9,2,1,1,1,2,1,9,1,2,2,9,1,1,9,1,1,1,2,1,9,1,1,2,2,1,9,2,1,2,2,2,2,2,1,2
67,BRANT--HALDIMAND,Ontario,1952 - 1966,27,1965.11.08-1968.04.16,3115,e10ba36a-10ee-446b-b3ce-002754347a1e,"PENNELL, Larry T.",13179,0.5088,Liberal Party of Canada,Lawyer,,0,3,,1,,,,,,,,Resignation: 1968.04.16,,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,9,9,9,9,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,9,9,2,9,2,1,2,2,1,9,2,9,2,9,1,2,9,9,9,9,9,1,9,9,2,2,2,2,2,9,2,9,9,2,2,2,2,2,2,2,2,2,1,2,2,1,2,9,9,9,2,1,1,2,9,9,1,1
