Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H30S1V001,H30S1V002,H30S1V003,H30S1V004,H30S1V005,H30S1V006,H30S1V007,H30S1V008,H30S1V009,H30S1V010,H30S1V011,H30S1V012,H30S1V013,H30S1V014,H30S1V015,H30S1V016,H30S1V017,H30S1V018,H30S1V019,H30S1V020,H30S1V021,H30S1V022,H30S1V023,H30S1V024,H30S1V025,H30S1V026,H30S1V027,H30S1V028,H30S1V029,H30S1V030,H30S1V031,H30S1V032,H30S1V033,H30S1V034,H30S1V035,H30S1V036,H30S1V037,H30S1V038,H30S1V039,H30S1V040,H30S1V041,H30S1V042,H30S1V043,H30S1V044,H30S1V045,H30S1V046,H30S1V047,H30S1V048,H30S1V049,H30S1V050,H30S1V051,H30S1V052,H30S1V053,H30S1V054,H30S1V055,H30S1V056,H30S1V057,H30S1V058,H30S1V059,H30S1V060,H30S1V061,H30S1V062,H30S1V063,H30S1V064,H30S1V065,H30S1V066,H30S1V067,H30S1V068,H30S1V069,H30S1V070,H30S1V071,H30S1V072,H30S1V073,H30S1V074,H30S1V075,H30S1V076,H30S1V077,H30S1V078,H30S1V079,H30S1V080,H30S1V081,H30S1V082,H30S1V083,H30S1V084,H30S1V085,H30S1V086,H30S1V087,H30S1V088,H30S1V089,H30S1V090,H30S1V091,H30S1V092,H30S1V093,H30S1V094,H30S1V095,H30S1V096,H30S1V097,H30S1V098,H30S1V099,H30S1V100,H30S1V101,H30S1V102,H30S1V103,H30S1V104,H30S1V105,H30S1V106,H30S1V107,H30S1V108,H30S1V109,H30S1V110,H30S1V111,H30S1V112,H30S1V113,H30S1V114,H30S1V115,H30S1V116,H30S1V117,H30S1V118,H30S1V119,H30S1V120,H30S1V121,H30S1V122,H30S1V123,H30S1V124,H30S1V125,H30S1V126,H30S1V127,H30S1V128,H30S1V129,H30S1V130,H30S1V131,H30S1V132,H30S1V133,H30S1V134,H30S1V135,H30S1V136,H30S1V137,H30S1V138,H30S1V139,H30S1V140,H30S1V141,H30S1V142,H30S1V143,H30S1V144,H30S1V145,H30S1V146,H30S1V147,H30S1V148,H30S1V149,H30S1V150,H30S1V151,H30S1V152,H30S1V153,H30S2V001,H30S2V002,H30S2V003,H30S2V004,H30S2V005,H30S2V006,H30S2V007,H30S2V008,H30S2V009,H30S2V010,H30S2V011,H30S2V012,H30S2V013,H30S2V014,H30S2V015,H30S2V016,H30S2V017,H30S2V018,H30S2V019,H30S2V020,H30S2V021,H30S2V022,H30S2V023,H30S2V024,H30S2V025,H30S2V026,H30S2V027,H30S2V028,H30S2V029,H30S2V030,H30S2V031,H30S2V032,H30S2V033,H30S2V034,H30S2V035,H30S2V036,H30S2V037,H30S2V038,H30S2V039,H30S2V040,H30S2V041,H30S2V042,H30S2V043,H30S2V044,H30S2V045,H30S2V046,H30S2V047,H30S2V048,H30S2V049,H30S2V050,H30S2V051,H30S2V052,H30S2V053,H30S2V054,H30S2V055,H30S2V056,H30S2V057,H30S2V058,H30S2V059,H30S2V060,H30S2V061,H30S2V062,H30S2V063,H30S2V064,H30S2V065,H30S2V066,H30S2V067,H30S2V068,H30S2V069,H30S2V070,H30S2V071,H30S2V072,H30S2V073,H30S2V074,H30S2V075,H30S2V076,H30S2V077,H30S2V078,H30S2V079,H30S2V080,H30S2V081,H30S2V082,H30S2V083,H30S2V084,H30S2V085,H30S2V086,H30S2V087,H30S2V088,H30S2V089,H30S2V090,H30S2V091,H30S2V092,H30S2V093,H30S2V094,H30S2V095,H30S2V096,H30S2V097,H30S2V098,H30S2V099,H30S2V100,H30S2V101,H30S2V102,H30S2V103,H30S2V104,H30S2V105,H30S2V106,H30S3V001,H30S3V002,H30S3V003,H30S3V004,H30S3V005,H30S3V006,H30S3V007,H30S3V008,H30S3V009,H30S3V010,H30S3V011,H30S3V012,H30S3V013,H30S3V014,H30S3V015,H30S3V016,H30S3V017,H30S3V018,H30S3V019,H30S3V020,H30S3V021,H30S3V022,H30S3V023,H30S3V024,H30S3V025,H30S3V026,H30S3V027,H30S3V028,H30S3V029,H30S3V030,H30S3V031,H30S3V032,H30S3V033,H30S3V034,H30S3V035,H30S3V036,H30S3V037,H30S3V038,H30S3V039,H30S3V040,H30S3V041,H30S3V042,H30S3V043,H30S3V044,H30S3V045,H30S3V046,H30S3V047,H30S3V048,H30S3V049,H30S3V050,H30S3V051,H30S3V052,H30S3V053,H30S3V054,H30S3V055,H30S3V056,H30S3V057,H30S3V058,H30S3V059,H30S3V060,H30S3V061,H30S4V001,H30S4V002,H30S4V003,H30S4V004,H30S4V005,H30S4V006,H30S4V007,H30S4V008,H30S4V009,H30S4V010,H30S4V011,H30S4V012,H30S4V013,H30S4V014,H30S4V015,H30S4V016,H30S4V017,H30S4V018,H30S4V019,H30S4V020,H30S4V021,H30S4V022,H30S4V023,H30S4V024,H30S4V025,H30S4V026,H30S4V027,H30S4V028,H30S4V029,H30S4V030,H30S4V031,H30S4V032,H30S4V033,H30S4V034,H30S4V035,H30S4V036,H30S4V037,H30S4V038,H30S4V039,H30S4V040
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,10.03.1974,10.08.1974,10.09.1974,10.29.1974,11.06.1974,11.21.1974,11.25.1974,12.04.1974,12.04.1974,12.04.1974,12.10.1974,12.19.1974,01.30.1975,02.11.1975,02.11.1975,02.13.1975,02.14.1975,02.27.1975,02.27.1975,03.10.1975,03.20.1975,03.25.1975,03.25.1975,03.25.1975,03.25.1975,04.08.1975,04.09.1975,04.09.1975,04.10.1975,04.10.1975,04.16.1975,04.17.1975,04.23.1975,04.29.1975,04.29.1975,04.29.1975,04.29.1975,04.29.1975,04.29.1975,04.29.1975,04.29.1975,04.29.1975,04.30.1975,04.30.1975,05.06.1975,05.07.1975,05.07.1975,05.14.1975,05.14.1975,05.15.1975,05.15.1975,06.19.1975,06.19.1975,06.26.1975,07.02.1975,07.03.1975,07.10.1975,07.11.1975,07.11.1975,07.11.1975,07.14.1975,07.17.1975,07.23.1975,07.24.1975,07.29.1975,07.29.1975,10.16.1975,10.16.1975,10.16.1975,10.16.1975,10.16.1975,10.16.1975,10.23.1975,10.23.1975,10.25.1975,11.05.1975,11.13.1975,11.17.1975,11.17.1975,11.27.1975,11.27.1975,11.27.1975,11.27.1975,11.28.1975,12.03.1975,12.09.1975,12.11.1975,12.11.1975,12.16.1975,12.16.1975,12.16.1975,12.16.1975,12.19.1975,12.19.1975,12.19.1975,12.19.1975,12.19.1975,12.20.1975,12.20.1975,01.28.1976,02.10.1976,02.10.1976,02.10.1976,02.16.1976,02.16.1976,02.16.1976,02.16.1976,02.16.1976,02.17.1976,02.25.1976,02.25.1976,02.27.1976,03.09.1976,03.09.1976,03.09.1976,03.10.1976,03.15.1976,03.16.1976,03.17.1976,03.18.1976,03.18.1976,03.23.1976,03.24.1976,04.01.1976,04.13.1976,04.29.1976,04.29.1976,04.29.1976,04.29.1976,04.29.1976,05.03.1976,05.06.1976,05.06.1976,05.06.1976,05.06.1976,05.12.1976,06.02.1976,06.08.1976,06.22.1976,06.22.1976,06.22.1976,06.23.1976,06.23.1976,06.29.1976,06.29.1976,07.08.1976,07.08.1976,07.08.1976,07.08.1976,07.08.1976,07.12.1976,07.14.1976,07.14.1976,10.14.1976,10.18.1976,10.20.1976,10.20.1976,10.26.1976,11.04.1976,11.04.1976,11.09.1976,11.09.1976,11.24.1976,12.07.1976,12.09.1976,12.09.1976,12.14.1976,12.16.1976,12.16.1976,01.31.1977,02.09.1977,02.14.1977,02.14.1977,02.23.1977,02.23.1977,02.24.1977,03.02.1977,03.10.1977,03.22.1977,03.23.1977,03.23.1977,03.28.1977,03.28.1977,03.29.1977,03.31.1977,04.01.1977,04.05.1977,04.06.1977,04.18.1977,04.19.1977,04.21.0977,05.03.1977,05.03.1977,05.04.1977,05.04.1977,05.12.1977,05.12.1977,05.13.1977,06.02.1977,06.02.1977,06.07.1977,06.07.1977,06.14.1977,06.16.1977,06.21.1977,06.22.1977,06.27.1977,06.27.1977,06.27.1977,06.27.1977,06.27.1977,06.27.1977,06.27.1977,06.27.1977,06.27.1977,06.27.1977,06.27.1977,06.27.1977,06.27.1977,06.28.1977,06.29.1977,06.29.1977,06.29.1977,07.05.1977,07.07.1977,07.07.1977,07.13.1977,07.13.1977,07.13.1977,07.13.1977,07.13.1977,07.13.1977,07.13.1977,07.13.1977,07.13.1977,07.13.1977,07.13.1977,07.14.1977,07.14.1977,07.14.1977,07.14.1977,07.15.1977,07.18.1977,07.18.1977,07.19.1977,07.19.1977,07.21.1977,07.21.1977,07.21.1977,07.21.1977,07.25.1977,07.25.1977,07.25.1977,07.25.1977,07.25.1977,07.25.1977,07.25.1977,08.09.1977,08.09.1977,10.20.1977,10.24.1977,10.26.1977,10.26.1977,11.02.1977,11.02.1977,11.02.1977,11.07.1977,11.15.1977,11.15.1977,11.22.1977,11.24.1977,12.05.1977,12.08.1977,12.08.1977,12.13.1977,01.23.1978,01.25.1978,01.30.1978,02.01.1978,02.02.1978,02.07.1978,02.19.1978,02.23.1978,02.23.1978,03.01.1978,03.06.1978,03.06.1978,03.14.1978,03.16.1978,03.20.1978,03.21.1978,04.03.1978,04.03.1978,04.03.1978,04.03.1978,04.04.1978,04.06.1978,04.11.1978,04.13.1978,04.18.1978,05.04.1978,05.08.1978,05.10.1978,05.10.1978,05.16.1978,05.30.1978,06.06.1978,06.07.1978,06.13.1978,06.15.1978,06.21.1978,06.21.1978,06.22.1978,06.22.1978,06.22.1978,06.27.1978,06.27.1978,06.27.1978,06.27.1978,06.28.1978,10.13.1978,10.17.1978,10.18.1978,10.23.1978,10.23.1978,10.23.1978,10.26.1978,10.30.1978,11.08.1978,11.16.1978,11.16.1978,11.20.1978,11.22.1978,11.28.1978,12.05.1978,12.07.1978,12.15.1978,12.20.1978,12.21.1978,12.21.1978,12.21.1978,12.21.1978,12.21.1978,12.21.1978,12.21.1978,12.21.1978,12.21.1978,12.21.1978,12.21.1978,12.21.1978,12.22.1978,12.22.1978,02.01.1979,02.08.1979,02.21.1979,02.27.1979,03.20.1979,03.20.1979,03.20.1979,03.21.1979
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,CROWFOOT,Alberta,1966 - ,30,1974.07.08-1977.04.19,2,00163189-b2e2-4300-9100-81f7d68a7930,"HORNER, Jack H.",18048,0.7551,Progressive Conservative Party,"Farmer, rancher",,0,7,1,,,1,,,,,,,,,9,2,1,9,1,9,9,1,1,9,9,1,9,2,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,2,1,1,1,1,9,9,1,9,9,9,9,1,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,1,1,1,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,1,9,9,9,2,1,2,1,2,9,1,1,1,2,1,9,1,2,1,9,1,1,2,2,9,1,1,1,1,2,1,2,2,9,9,9,9,1,2,9,9,1,1,9,9,2,1,2,2,9,9,9,2,1,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
163,CROWFOOT,Alberta,1966 - ,30,1977.04.20,2.1,00163189-b2e2-4300-9100-81f7d68a7930,"HORNER, Jack H.",18048,0.7551,Liberal Party of Canada,"Farmer, rancher",,0,7,,1,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,2,2,2,1,2,1,2,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,1,2,2,2,2,9,9,9,9,9,9,9,1,1,2,9,9,9,2,2,2,1,9,9,1,9,1,2,2,1,9,1,2,9,2,9,2,2,1,1,9,9,2,2,9,2,9,9,9,9,9,1,1,2,9,1,9,2,1,1,9,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,9,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,9,9,1,2,2,9
483,NIAGARA FALLS,Ontario,1952 - ,30,1974.07.08,10,013c730c-dbd7-45ed-b31c-8a4440755bd2,"YOUNG, Roger",20618,0.5327,Liberal Party of Canada,Lawyer,,0,1,,,1,,,,,,,,,,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,9,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,2,2,2,1,2,2,2,2,2,1,2,2,2,9,2,2,1,2,1,1,2,2,2,2,2,2,2,9,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,9,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,9,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,9,9,9,9,9,9,2,2,2,1,9,9,9,2,2,1,2,2,9,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,9,1,2,1,2,2,1,1,2,2,2,2,9,2,2,2,2,2,9,1,1,2,2,1,2,9,9,1,2,1,1,1,2,2,1,2,1,1,9,2,2,2,2,2,1,2,2,1,1,1,2,2,9,9,2,2,9,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1
226,FRASER VALLEY EAST,British Columbia,1966 - 1996,30,1974.07.08,39,03bdeb92-5e2c-42ef-87e7-af2178b73f74,"PATTERSON, Alex B.",18780,0.4633,Progressive Conservative Party,Minister,,0,7,,,,,,,,,,,,,1,2,1,1,1,9,9,1,1,2,1,1,1,2,1,9,9,1,1,1,2,2,2,2,2,9,2,1,1,1,2,1,9,2,2,2,2,9,9,9,9,9,2,1,1,1,1,1,1,1,9,1,1,9,1,1,2,1,1,1,9,1,1,2,9,9,1,2,2,2,2,2,1,1,9,2,2,2,2,1,1,1,1,1,2,9,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,9,9,9,9,9,1,1,2,1,9,9,9,9,1,1,1,1,2,1,2,2,9,2,1,2,1,2,9,9,9,9,9,1,9,1,2,1,9,1,1,2,2,1,1,1,1,1,9,1,2,2,1,2,1,9,1,9,1,1,1,9,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,9,1,1,2,1,2,1,9,9,1,2,2,1,1,2,9,9,9,1,2,2,1,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,9,9,9,2,1,1,1,1,1,9,9,2,1,1,9,2,2,9,1,1,2,9,2,1,2,9,9,1,1,1,1,2,1,2,2,1,9,1,1,1,1,9,9,9,2,9,2,2,9,1,1,2,1,2,1,2,1,1,1,1,9,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,9,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2
9,ALGOMA,Ontario,1966 - 1997,30,1974.07.08,51,04c88469-fd47-40e9-b8ad-fbb8a173dcb9,"FOSTER, Maurice",11360,0.5202,Liberal Party of Canada,Veterinarian,,0,3,,,1,,,,,,,,,,2,1,2,1,9,2,2,2,2,1,2,2,2,2,2,2,9,2,1,2,2,9,9,9,9,1,2,1,2,2,9,2,2,9,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,9,1,2,2,9,2,2,1,2,2,2,9,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,9,1,2,2,1,2,2,2,2,2,2,2,2,2,9,9,2,9,9,9,2,2,2,2,2,2,2,1,1,2,2,2,1,9,9,9,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,9,2,9,1,2,1,9,9,9,9,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,9,9,2,1,9,2,1,2,2,2,1,2,1,2,2,2,9,9,9,9,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,1,2,1,9,9,9,9,1,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,9,9,9,9,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,9,9,9,9,1,2,1,1,1,2,9,9,9,9,9,9,2,2,2,2,9,1,2,2,9,9,1,2,9,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1
604,RESTIGOUCHE,New Brunswick,1966 - 1989,30,1974.07.08-1975.04.08,72,05f27042-0864-4a1d-9615-33d1398ba07b,"DUBE, Jean-Eudes",12492,0.5552,Liberal Party of Canada,"Barrister, lawyer",,1,6,,,,,,,,,,Resignation. Appointed Federal Court judge: 1975.04.08,,,2,1,2,9,9,2,2,2,2,9,2,2,2,9,9,2,2,2,1,2,2,2,2,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
431,MEDICINE HAT,Alberta,1907 - ,30,1974.07.08,84,074c5f79-285c-48cd-b661-069bf3c4d46f,"HARGRAVE, Bert",15525,0.5486,Progressive Conservative Party,Rancher,,0,2,,,,,,,,,,,,,1,9,1,1,1,9,1,1,1,2,1,9,9,9,9,9,9,1,9,9,2,9,9,9,9,2,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,9,9,9,9,1,2,1,1,1,9,1,9,9,1,2,1,2,2,2,2,2,1,1,1,2,9,2,2,9,9,9,9,9,9,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,9,9,9,9,9,1,1,2,9,1,1,1,2,9,1,1,1,2,9,9,2,1,9,9,9,9,9,1,1,1,1,2,1,9,1,2,1,1,1,1,9,9,1,1,1,1,1,9,1,2,9,1,2,1,1,1,9,1,1,9,9,1,1,2,1,2,2,2,9,9,9,9,1,9,1,1,1,1,9,9,9,9,2,9,9,1,1,9,2,1,1,2,1,2,9,9,9,2,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,1,9,9,9,9,2,2,2,1,2,2,1,1,1,2,9,9,9,2,1,1,1,1,1,2,9,2,1,1,2,2,2,1,1,9,9,9,2,1,9,1,1,9,9,1,1,9,9,9,9,9,9,1,1,1,1,9,1,2,2,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,2,1,1,9,9,9,2,1,1,9,9,9,9,9,1,1,9,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,9,2,1,2,9,9,9,2
