Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H23S1V001,H23S1V002,H23S1V003,H23S1V004,H23S1V005,H23S1V006,H23S1V007,H23S1V008,H23S1V009,H23S1V010,H23S1V011,H23S1V012,H23S1V013,H23S1V014,H23S1V015,H23S1V016,H23S1V017,H23S1V018
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,10.17.1957,10.29.1957,11.11.1957,11.14.1957,11.15.1957,11.15.1957,11.19.1957,12.02.1957,12.10.1957,12.12.1957,12.13.1957,01.07.1958,01.21.1958,01.21.1958,01.23.1958,01.24.1958,01.29.1958,01.31.1958
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,
266,HALTON,Ontario,1867 - 1987,23,1957.06.10,2164,9b3d80e9-bd09-42be-a80f-3ac040e3c940,"BEST, Alexander",17795,0.5876,Progressive Conservative Party,"Farmer, nurseryman, scientist",,0,1,,,,,,,,,,,,,1,1,9,2,2,2,2,2,9,1,2,2,2,2,2,1,9,1
167,DANFORTH,Ontario,1933 - 1966,23,1957.06.10,2172,9ba3cbc0-772b-4a63-8e8e-116b51d77d7c,"SMALL, Robert Hardy",18604,0.506,Progressive Conservative Party,Advertising executive,,0,2,,,,,,,,,United States,,,,1,1,9,2,2,2,2,9,2,1,2,2,2,2,2,1,2,2
454,MOUNT ROYAL,Quebec,1924 - 1966,23,1957.06.10,2201,9dabb150-bb52-445b-84d2-25d358e604a2,"MACNAUGHTON, Alan Aylesworth",23330,0.6042,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,3,,,,,,,,,,,,,9,9,9,2,9,9,9,9,2,1,9,9,2,1,9,9,9,9
310,ILES-DE-LA-MADELEINE,Quebec,1947 - 1966,23,1957.06.10,2217,9f0ca200-efb8-47cc-a1ee-631fb96124a4,"CANNON, Charles-Arthur",2472,0.5318,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,1,9,9,9,9,9,9,9,2,9,9,2,2,1,9,9,9,9
538,PEEL,Ontario,1867 - 1966,23,1957.06.10,2220,9f51ba09-d909-451f-a3d0-52772ddff7f9,"PALLETT, John",19818,0.5725,Progressive Conservative Party,Lawyer,,0,2,,,,,,,,,,,,,1,1,9,9,9,9,9,9,2,1,2,2,2,2,9,9,2,1
759,VANCOUVER EAST,British Columbia,1933 - ,23,1957.06.10,2226,9fa12394-384b-4e7a-872b-8230b0e27dd7,"WINCH, Harold Edward",10782,0.4759,Co-operative Commonwealth Federation,Electrician,,0,2,,,,,,,,,England,,,,1,1,2,1,1,1,1,2,1,9,9,1,1,2,1,2,1,1
542,PERTH,Ontario,1933 - 1970,23,1957.06.10,2241,a0f7fa4b-ece7-4588-afc0-d76760d9d88c,"MONTEITH, J. Waldo",16663,0.6446,Progressive Conservative Party,Chartered accountant,,0,2,,1,,,,,,,,,,,1,1,2,2,2,2,2,9,2,1,2,2,2,2,2,1,2,1
17,ANTIGONISH--GUYSBOROUGH,Nova Scotia,1914 - 1966,23,1957.06.10,2253,a183b5b3-2354-435c-8ce4-9d6e41d8f926,"MACDONALD, Angus Ronald",6053,0.5083,Progressive Conservative Party,Retail merchant,,0,1,,,1,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,9,2,2,2,1,9,9
532,PAPINEAU,Quebec,1947 - 1987,23,1957.06.10,2306,a5734e52-6857-4c64-8905-6efed6fe1d06,"MEUNIER, Adrien",24373,0.7835,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,9,1,9,9,9,9,9,9,2,9,9,9,2,1,2,9,1,9
210,ESQUIMALT--SAANICH,British Columbia,1952 - 1987,23,1957.06.10,2315,a5d20b47-6869-470c-8621-982e467cd0dd,"PEARKES, George Randolph",15330,0.5381,Progressive Conservative Party,Soldier,,0,4,,1,,,,,,,England,,,,1,9,2,2,9,9,2,2,2,1,9,2,2,2,2,1,2,1
135,CHARLEVOIX,Quebec,1947 - 2003,23,1957.06.10,2359,a8d397e1-02d7-4819-bf5d-340ee7557624,"MALTAIS, Auguste",10182,0.5603,Liberal Party of Canada,Accountant,,1,3,,,,,,,,,,,,,9,1,9,9,9,9,9,9,9,9,9,2,2,1,2,9,9,1
521,OTTAWA EAST,Ontario,1933 - 1973,23,1957.06.10,2372,a990e2af-c044-40da-880c-510347167930,"RICHARD, J.-T.",18216,0.7108,Liberal Party of Canada,"Barrister, lawyer",,0,4,,,,,,,,,,,,,1,9,2,2,2,2,9,9,2,9,9,2,2,1,9,9,1,1
802,WENTWORTH,Ontario,1903 - 1966,23,1957.06.10,2382,aa140311-39c9-4ed9-93ea-2a4f9dc89c8e,"LENNARD, Frank Exton",19037,0.5793,Progressive Conservative Party,"Merchant, textile dyer",,0,5,,,,,,,,,,,,,1,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1
853,YORK SOUTH,Ontario,1903 - 1976,23,1957.06.10,2395,aafaf787-012d-466c-8a35-e0ff1286cb99,"BEECH, William G.",16624,0.4003,Progressive Conservative Party,Travel agent,,0,1,,,,,,,,,England,,,,1,1,9,2,9,9,2,2,2,1,2,2,2,2,2,1,9,1
438,MERCIER,Quebec,1933 - 1980,23,1957.06.10,2412,ac886db8-abf7-4013-a2f9-e7f128a5a4aa,"MONETTE, Marcel",30024,0.7484,Liberal Party of Canada,Baker,,1,3,,,,,,,,,,,,,9,1,2,9,9,9,2,9,2,9,9,2,2,1,2,1,9,1
49,BERTHIER--MASKINONGE--DELANAUDIERE,Quebec,1952 - 1966,23,1957.06.10,2426,addeb7d3-4f1f-452a-b151-9410058d77a1,"LANGLOIS, Joseph",10418,0.5352,Liberal Party of Canada,Notary,,1,3,,,,,,,,,,,,,9,1,9,2,1,1,9,9,9,9,9,9,2,1,9,9,9,9
78,BRUCE,Ontario,1933 - 1975,23,1957.06.10,2436,aeb3bde4-8bfb-4614-8e62-6895bba040d7,"ROBINSON, Andrew E.",8225,0.5746,Progressive Conservative Party,"Farmer, insurance agent",,0,3,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,9,1
431,MEDICINE HAT,Alberta,1907 - ,23,1957.06.10,2440,af0c867e-b570-40f2-b26a-5d005e6d5a98,"OLSON, Horace Andrew",10960,0.4686,Social Credit,"Farmer, merchant, rancher",,0,1,,,,,,,,,,,,,1,1,1,2,2,2,9,1,2,1,1,2,2,2,1,2,1,1
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,23,1957.06.10,2463,b0a24620-b358-4dbf-8a1a-9af283f2a727,"BOULANGER, Samuel",11462,0.3548,Independent Liberal,Businessman,,1,1,,,,,,,,,,,,,9,1,9,9,9,9,2,9,9,1,1,2,2,1,9,9,9,9
528,OXFORD,Ontario,1933 - ,23,1957.06.10,2474,b1671015-8c69-4c16-9555-da7a421b4912,"NESBITT, Wally",20404,0.6888,Progressive Conservative Party,"Barrister, lawyer",,0,2,,,1,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,9,9
102,CALGARY SOUTH,Alberta,1952 - 1987,23,1957.06.10,2489,b23b1503-9580-4b42-9517-f22435c74a06,"SMITH, Art",21065,0.5342,Progressive Conservative Party,"Executive, public relations officer, publisher",,0,1,,,,,,,,,,,,,1,1,9,2,2,2,2,2,2,9,9,2,2,2,2,9,2,2
791,WATERLOO SOUTH,Ontario,1867 - 1966,23,1957.06.10,2510,b46d6411-614d-428b-a03e-3e3b815164d5,"ANDERSON, William",11699,0.4738,Progressive Conservative Party,Businessman,,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1
527,OUTREMONT--ST-JEAN,Quebec,1947 - 1966,23,1957.06.10,2530,b5f37fd9-d8b5-45d5-969c-c8a112edab19,"BOURQUE, Romuald",13840,0.727,Liberal Party of Canada,"Industrialist, person of independent means, publicist",,1,3,,,,,,,,,,,,,1,1,2,2,9,9,2,9,2,1,9,2,2,1,9,9,2,9
415,MACLEOD,Alberta,1907 - 1966,23,1957.06.10,2555,b7be8f86-27c2-4da9-a780-2d2bb5edfa31,"HANSELL, Ernest George",8411,0.4367,Social Credit,"Clergyperson, minister",,0,6,,,,,,,,,England,,,,1,1,1,2,2,9,1,1,2,1,1,9,2,2,1,2,1,1
348,KOOTENAY WEST,British Columbia,1914 - 1987,23,1957.06.10,2563,b815a117-7953-4900-b152-afc56dfc44a1,"HERRIDGE, Herbert Wilfred",8996,0.4379,Co-operative Commonwealth Federation,Nurseryman,,0,4,,,,,,,,,England,,,,1,1,2,1,1,1,1,2,1,1,9,1,1,2,1,2,1,1
437,MELVILLE,Saskatchewan,1924 - 1966,23,1957.06.10,2568,b88f8c1a-3837-4be1-8acb-61fedd1a9cc1,"GARDINER, James G.",7949,0.4063,Liberal Party of Canada,"Farmer, principal",,0,6,,,,,,,,,,,,,1,1,2,2,2,2,9,2,2,1,1,2,2,1,2,1,9,1
689,SKEENA,British Columbia,1914 - 2003,23,1957.06.10,2595,ba1f4916-0b63-4654-9f27-242c3d276e6e,"HOWARD, Frank",5517,0.3905,Co-operative Commonwealth Federation,"Logger, union staff member",,0,1,,,,,,,,,,,,,1,1,2,1,1,1,1,9,9,9,9,1,1,2,9,9,9,1
457,MONTMAGNY--L'ISLET,Quebec,1933 - 1966,23,1957.06.10,2597,ba4bfe17-d7b1-4ef8-9317-f2fea3027bb6,"LESAGE, Hon. Jean",9772,0.5955,Liberal Party of Canada,"Crown attorney, lawyer",,1,4,,,,,,,,,,,,,9,9,2,9,9,9,9,9,2,1,1,2,2,1,9,9,2,9
2,ACADIA,Alberta,1924 - 1966,23,1957.06.10,2602,ba7c8691-5f1c-4bc4-9ec1-82c0a828db16,"QUELCH, Victor",10348,0.5294,Social Credit,Farmer,,0,6,,,,,,,,,British Guyana,,,,1,1,9,2,2,2,1,1,2,1,1,9,2,2,1,2,1,1
328,KENT,Ontario,1914 - 1966,23,1957.06.10,2617,bb9cbee0-8c7e-41ce-a8c0-da56c271445d,"HUFFMAN, Blake",13977,0.524,Liberal Party of Canada,Farmer,,0,3,,,,,,,,,,,,,1,2,2,2,9,9,2,2,2,1,1,2,9,9,9,9,2,1
314,JACQUES-CARTIER--LASALLE,Quebec,1952 - 1966,23,1957.06.10,2626,bc6cb622-9468-46b3-98d3-efa9b6d7b521,"PRATT, Robert John",23378,0.4815,Progressive Conservative Party,"Architect, building contractor, stage director",,0,1,,,,,,,,,England,,,,9,1,9,2,2,2,2,9,2,9,9,9,2,2,9,9,9,1
320,KAMLOOPS,British Columbia,1933 - 1966,23,1957.06.10,2637,bd7064c6-90b2-4e0a-9a8f-1c4d781bb30e,"FULTON, Edmund Davie",10029,0.4724,Progressive Conservative Party,Barrister and solicitor,,0,4,,1,,,,,,,,,,,1,1,9,9,9,9,9,2,2,1,2,9,2,2,2,9,9,1
769,VEGREVILLE,Alberta,1924 - 1996,23,1957.06.10,2645,be03d995-a3a7-490e-a75f-2efa521c7ecd,"STEFURA, Peter",7327,0.4022,Social Credit,Farmer,,0,1,,,,,,,,,,,,,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1
51,BONAVENTURE,Quebec,1867 - 1971,23,1957.06.10,2646,be44df13-c3a5-4d30-9f6a-95b2295291a0,"ARSENAULT, Neree",8161,0.508,Progressive Conservative Party,Forest engineer,,1,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,9,1,2,2,2,2,9,9,2,1
245,GRAND FALLS--WHITE BAY--LABRADOR,Newfoundland and Labrador,1952 - 1987,23,1957.06.10,2651,bebef7a0-f587-47e8-9e61-3587500ab037,"ASHBOURNE, Thomas Gordon William",11681,0.7541,Liberal Party of Canada,Director,,0,3,,,,,,,,,,,,,1,1,9,2,2,2,2,9,2,1,1,9,2,1,2,1,2,1
398,LINCOLN,Ontario,1903 - 1996,23,1957.06.10,2659,bf140888-91cd-4ef6-9a3c-957c0555f8e0,"SMITH, John",25409,0.5264,Progressive Conservative Party,Building contractor,,0,1,,,,,,,,,Scotland,,,,1,1,2,2,2,2,9,9,2,1,2,2,2,2,9,9,2,1
842,YORK CENTRE,Ontario,1952 - ,23,1957.06.10,2676,c06cfbaf-e512-4119-bc7d-dd1feaff0e97,"STINSON, Fred C.",23295,0.4739,Progressive Conservative Party,Lawyer,,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,9,2,2,2,9,9,9,1
822,WINNIPEG NORTH,Manitoba,1914 - 1997,23,1957.06.10,2687,c10e3486-b954-4a50-b28f-1e4e6b0b944d,"STEWART, Alistair",20354,0.4869,Co-operative Commonwealth Federation,Chartered accountant,,0,4,,,,,,,,,Scotland,,,,1,1,2,1,1,1,1,9,1,1,9,1,1,2,1,2,9,9
1268,TROIS-RIVIERES,Quebec,1947 - 1972,23,1957.06.10,2695,c17c9546-ec4f-47a5-95a7-27b20ceb25f5,"BALCER, Leon",15004,0.506,Progressive Conservative Party,Lawyer,,1,3,,1,,,,,,,,,,,1,1,2,2,2,2,2,9,2,1,9,2,2,2,9,1,2,9
443,MIDDLESEX WEST,Ontario,1867 - 1966,23,1957.06.10,2699,c1a3b80a-5f76-4af9-bcc3-4b7837e4553e,"THOMAS, W.H.A.",9075,0.5315,Progressive Conservative Party,"Educator, farmer",,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,9,2,2,2,2,9,9,9
58,BOW RIVER,Alberta,1914 - 1966,23,1957.06.10,2717,c2d813a5-a966-4bb3-ae3f-2aa943b5d543,"JOHNSTON, Charles Edward",7383,0.3903,Social Credit,Teacher,,0,6,,,,,,,,,United States,,,,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,9
787,VILLENEUVE,Quebec,1947 - 1976,23,1957.06.10,2732,c4283f3b-dee0-4dc1-bed7-f36f79db6371,"DUMAS, Armand",9893,0.3805,Liberal Party of Canada,"Forest engineer, land surveyor",,1,3,,,,,,,,,,,,,1,9,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,9
21,ARGENTEUIL--DEUX-MONTAGNES,Quebec,1947 - 1966,23,1957.06.10,2736,c443b805-15bc-4d87-a65b-876b870b94fe,"VALOIS, Philippe",10084,0.4189,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,9,9,9,2,2,2,9,9,9,9,9,9,2,1,9,9,9,9
601,RENFREW SOUTH,Ontario,1867 - 1966,23,1957.06.10,2746,c52b6cbf-eb66-46bc-8812-58ce7fb6d1e4,"BASKIN, James William",8782,0.5299,Progressive Conservative Party,"Businessman, lumberman",,0,1,,,,,,,,,,,,,1,1,9,2,2,2,2,2,2,1,2,2,2,2,9,9,2,1
1253,ST. BONIFACE,Manitoba,1952 - 1996,23,1957.06.10,2754,c5a1546c-2df3-46e6-96ba-c7b9009dad9d,"DENISET, Louis",7777,0.3113,Liberal Party of Canada,Barrister,,1,1,,,,,,,,,,,,,1,1,2,9,9,9,2,9,2,1,9,9,2,1,9,2,1,1
1257,ST. JOHN'S EAST,Newfoundland and Labrador,1952 - 1987,23,1957.06.10,2762,c66cf26a-e903-46cf-9b31-057ed4080f6c,"MCGRATH, James A.",10312,0.532,Progressive Conservative Party,"Advertising executive, advertising salesman, broadcaster, sales agent, sales executive",,0,1,,,,,,,,,,,,,1,1,2,2,2,2,9,9,2,1,2,2,2,2,9,9,2,1
640,SAINT-JACQUES,Quebec,1952 - 1976,23,1957.06.10,2765,c6838caa-53cd-43bf-b743-a500034f3025,"BEAUDRY, Roland",7900,0.4098,Liberal Party of Canada,"Journalist, publicist, publisher",,1,4,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,1
479,NEW WESTMINSTER,British Columbia,1872 - 1976,23,1957.06.10,2790,c7ae0236-fd24-4936-904c-ad8d3b4f9214,"HAHN, George",16916,0.3547,Social Credit,"Business executive, merchant, principal, teacher",,0,2,,,,,,,,,,,,,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,9,1
574,PROVENCHER,Manitoba,1871 - ,23,1957.06.10,2791,c7d2e66b-6107-4191-afaa-3db3cba3e5eb,"JORGENSON, Warner H.",4739,0.3519,Progressive Conservative Party,Farmer,,0,1,,,,,,,,,,,,,1,1,9,9,2,2,2,2,9,1,2,2,2,2,2,1,9,9
279,HASTINGS SOUTH,Ontario,1924 - 1966,23,1957.06.10,2795,c8331b28-05ab-4496-9a60-be7ea1804e50,"GRILLS, Lee",14798,0.5271,Progressive Conservative Party,"Dairy farmer, dairy proprietor",,0,1,,,,,,,,,,,,,1,1,9,2,2,2,9,9,2,1,2,2,2,2,9,1,2,1
503,NORTHUMBERLAND--MIRAMICHI,New Brunswick,1955 - 1987,23,1957.06.10,2807,c9078f2d-6d76-4e8a-be67-ec745bda0f91,"MCWILLIAM, George Roy",8582,0.467,Liberal Party of Canada,"Editor, publisher",,0,3,,,,,,,,,,,,,1,9,2,2,9,9,9,9,2,9,9,9,2,1,2,9,1,1
315,JASPER--EDSON,Alberta,1933 - 1966,23,1957.06.10,2831,caed8cb6-f6ef-4c7b-91a9-59b5ef25dfc9,"YUILL, Charles",8795,0.4034,Social Credit,"Butcher and meat cutter, merchant",,0,2,,,,,,,,,,,,,9,1,1,2,2,2,1,1,2,1,1,9,2,2,1,2,9,1
810,WESTMORLAND,New Brunswick,1867 - 1966,23,1957.06.10,2846,cc21455f-f721-48f4-a34f-550dd9ef3822,"MURPHY, Henry J.",19873,0.507,Liberal Party of Canada,Barrister,,0,2,,,,,,,,,,,,,1,9,2,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9
486,NICOLET--YAMASKA,Quebec,1933 - 1966,23,1957.06.10,2855,cccac50f-ae73-4d6d-9624-7f28a2a496ae,"COMTOIS, Paul",9805,0.5134,Progressive Conservative Party,"Agrologist, farmer",,1,1,,1,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,9,2,2,2,2,1,2,9
801,WELLINGTON--HURON,Ontario,1952 - 1966,23,1957.06.10,2865,cd67e9cc-34b1-46e7-a0e3-c60ae00845db,"HOWE, Marvin",9421,0.6214,Progressive Conservative Party,Merchant,,0,2,,,,,,,,,,,,,1,9,2,9,9,9,2,2,9,9,9,2,2,2,2,1,2,1
333,KINDERSLEY,Saskatchewan,1914 - 1966,23,1957.06.10,2873,cdd06c4b-cc63-4f10-a33f-a0280323ea3d,"JOHNSON, Merv",8605,0.3827,Co-operative Commonwealth Federation,Farmer,,0,2,,,,,,,,,,,,,9,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1
250,GRENVILLE--DUNDAS,Ontario,1924 - 1966,23,1957.06.10,2874,cdd10c21-6c0d-459f-a8a0-99d3c72da7b1,"CASSELMAN, A. Clair",8967,0.6209,Progressive Conservative Party,"Barrister, lawyer",,0,10,,,,,,,,,,,,,9,9,2,2,2,2,2,9,9,9,9,2,2,2,2,1,9,9
367,LANARK,Ontario,1914 - 1966,23,1957.06.10-1957.06.16 ,2893,cfa44404-139f-4013-8827-d2c421728d5c,"BLAIR, William G.",11629,0.7208,Progressive Conservative Party,Physician,,0,4,,,,,,,,,,Died one week after 1957 general election: 1957.06.16 ,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1123,SAINT-ANTOINE--WESTMOUNT,Quebec,1952 - 1966,23,1957.06.10,2898,d02f5106-f712-49ea-b952-2006effd9db7,"MARLER, Hon. George C.",14485,0.551,Liberal Party of Canada,Notary,,0,2,,,,,,,,,,,,,1,1,2,2,2,2,9,2,2,1,9,2,2,1,2,1,9,9
11,ALGOMA WEST,Ontario,1903 - 1966,23,1957.06.10,2921,d24700e7-2465-4465-a49c-7496259cf5d9,"NIXON, George E.",10166,0.4319,Liberal Party of Canada,Merchant,,0,5,,,,,,,,,,,,,9,9,9,9,9,9,9,2,9,1,1,9,9,9,9,9,9,9
62,BRANDON--SOURIS,Manitoba,1952 - ,23,1957.06.10,2922,d25060a9-6d52-4461-a569-fc17c9e6d009,"DINSDALE, Walter Gilbert",17389,0.616,Progressive Conservative Party,"Lecturer, social worker, teacher",,0,3,,,1,,,,,,,,,,9,1,9,2,2,2,2,9,2,1,9,2,2,2,2,1,2,1
825,WINNIPEG SOUTH CENTRE,Manitoba,1924 - 1976,23,1957.06.10,2923,d2512bc7-c1b4-48ab-9772-1abe28ea07fa,"CHURCHILL, Gordon",19022,0.5012,Progressive Conservative Party,"Barrister, school principal, teacher",,0,3,,1,,,,,,,,,,,1,9,2,9,9,9,2,9,9,9,9,2,2,2,2,1,2,1
696,SPADINA,Ontario,1933 - 1987,23,1957.06.10,2926,d28e8d96-b4ee-4dde-a595-3aba8119c222,"REA, Charles E.",10348,0.431,Progressive Conservative Party,Insurance agent,,0,2,,,,,,,,,,,,,1,1,9,2,9,9,2,2,2,1,9,2,2,2,2,1,2,9
561,PORTAGE--NEEPAWA,Manitoba,1947 - 1966,23,1957.06.10,2927,d29b753e-9661-4642-b649-481b1d7c6373,"FAIRFIELD, George Clark",9248,0.4295,Progressive Conservative Party,"Physician, surgeon",,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,2,2,2,2,2,1,2,1
505,NOTRE-DAME-DE-GRACE,Quebec,1947 - 1980,23,1957.06.10,2931,d2d5537f-110f-44dd-9b18-c73ee4819fc4,"HAMILTON, William McLean",24517,0.5686,Progressive Conservative Party,Business executive,,0,2,,1,,,,,,,,,,,1,1,9,9,9,2,2,2,2,1,2,2,2,2,2,1,2,9
703,ST. PAUL'S,Ontario,1933 - 1966,23,1957.06.10,2933,d3117809-e7d1-45d2-9762-d1a2621aa271,"MICHENER, Roland",13243,0.5692,Progressive Conservative Party,Barrister,,0,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
682,SHELBURNE--YARMOUTH--CLARE,Nova Scotia,1952 - 1966,23,1957.06.10,2957,d4e0eefc-bb5b-42c6-b3f0-c50affda5b7c,"KIRK, Thomas Andrew Murray",10734,0.5226,Liberal Party of Canada,"Administrator, teacher",,0,3,,,,,,,,,,,,,1,9,2,9,9,9,2,2,2,1,1,2,2,1,2,1,2,1
185,DUFFERIN--SIMCOE,Ontario,1924 - 1966,23,1957.06.10,2968,d5828758-1cba-4fc0-85ba-bc61c620ed60,"ROWE, W. Earl",11852,0.6533,Progressive Conservative Party,"Farmer, rancher",,0,9,,,,,,,,,United States,,,,9,9,2,2,9,9,2,2,2,9,2,9,2,2,9,9,9,9
148,COAST-CAPILANO,British Columbia,1947 - 1966,23,1957.06.10,2970,d59901cd-17d4-4346-9114-11a9957eaea7,"SINCLAIR, James",16443,0.3902,Liberal Party of Canada,Civil engineer,,0,5,,,,,,,,,Scotland,,,,1,1,9,9,2,2,9,1,2,1,9,2,2,1,2,9,9,9
1131,ST. LAWRENCE--ST. GEORGE,Quebec,1952 - 1966,23,1957.06.10,2989,d69ada82-df1e-4935-a279-1e836062076c,"RICHARDSON, Claude",7758,0.525,Liberal Party of Canada,Lawyer,,0,2,,,,,,,,,,,,,1,1,9,2,2,2,9,9,2,9,9,9,2,1,9,1,9,1
327,KENT,New Brunswick,1867 - 1966,23,1957.06.10,3000,d7817dfd-425e-455a-a1b9-992f200f3d87,"MICHAUD, Herve J.",6424,0.5784,Liberal Party of Canada,"Farmer, salesman",,1,2,,,,,,,,,,,,,1,9,9,9,9,9,9,9,2,1,9,9,2,1,2,1,9,1
550,PICTOU,Nova Scotia,1867 - 1966,23,1957.06.10,3005,d7ca3778-89a3-43db-b8de-b3e0445d4000,"MACEWAN, Russell",12208,0.5452,Progressive Conservative Party,Barrister and solicitor,,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,9,2,1,2,2,2,2,2,9,2,1
272,HAMILTON WEST,Ontario,1903 - 2003,23,1957.06.10,3008,d7fdad8e-4c2b-4c9a-9d74-154e592f19d7,"FAIRCLOUGH, Ellen Louks",16533,0.5357,Progressive Conservative Party,Accountant,,0,3,,1,,,,,,,,,,,1,1,9,2,9,9,2,9,2,9,2,9,2,2,2,1,2,9
284,HIGH PARK,Ontario,1933 - 1972,23,1957.06.10,3012,d87ff111-bab8-4d13-ade5-ef3958c71989,"KUCHEREPA, John W.",11034,0.4606,Progressive Conservative Party,Physician,,0,1,,,,,,,,,,,,,1,1,2,2,9,9,2,2,2,1,2,2,2,2,2,9,2,1
665,SASKATOON,Saskatchewan,1947 - 1966,23,1957.06.10,3023,d8ecd825-9a8b-4a4d-a561-65a6d9381b7c,"JONES, Henry Frank",12905,0.3828,Progressive Conservative Party,Barrister,,0,1,,,,,,,,,,,,,1,1,9,9,9,9,9,2,9,9,2,2,2,2,2,1,9,9
296,HUMBOLDT--MELFORT,Saskatchewan,1952 - 1961,23,1957.06.10,3046,dacb79fc-5609-46bd-a523-86429c6243c2,"BRYSON, Hugh Alexander",7326,0.3574,Co-operative Commonwealth Federation,"Farmer, insurance agent",,0,2,,,,,,,,,,,,,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1
213,ESSEX EAST,Ontario,1924 - 1966,23,1957.06.10,3058,dbc81dd3-47f7-4448-a205-ccbf43047e83,"MARTIN, Paul",22023,0.5715,Liberal Party of Canada,"Barrister, lawyer, lecturer",,0,6,,,,,,,,,,,,,1,9,9,2,2,2,2,2,9,9,9,9,2,1,9,9,9,9
581,QUEBEC EAST,Quebec,1867 - 1966,23,1957.06.10,3074,dcd2258a-b8c3-4099-bffb-7b24cce8341e,"ST-LAURENT, Le tres hon. Louis Stephen",27364,0.72,Liberal Party of Canada,"Lawyer, professor of law",,1,5,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,9
269,HAMILTON EAST,Ontario,1903 - 2003,23,1957.06.10,3077,dd1e1cdf-0dae-432c-981a-488c0e291d91,"MARTINI, Quinto",10528,0.3853,Progressive Conservative Party,"Real estate agent, real estate broker",,0,1,,,,,,,,,,,,,1,1,2,2,9,9,2,2,9,1,9,9,2,2,2,1,2,1
400,LISGAR,Manitoba,1871 - 1987,23,1957.06.10,3081,dda68826-31f6-4f89-a1c5-74cebc755c68,"MUIR, George",8708,0.4585,Progressive Conservative Party,"Farmer, registered seed grower",,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,9,2,2,2,2,9,9,2,9
757,VANCOUVER CENTRE,British Columbia,1914 - ,23,1957.06.10,3108,e078c84a-abf4-4b4f-8651-c44ad6bbd02c,"JUNG, Douglas",9087,0.415,Progressive Conservative Party,"Barrister, solicitor",,0,1,,,,,,,,,,,,,1,9,2,2,2,2,2,2,2,1,2,2,2,2,2,1,9,9
797,WELLINGTON SOUTH,Ontario,1867 - 1966,23,1957.06.10,3116,e1235191-27b8-4499-b7bd-eca2a725ad3b,"HALES, Alfred Dryden",11632,0.5462,Progressive Conservative Party,"Butcher and meat cutter, farmer, manufacturer, merchant",,0,1,,,,,,,,,,,,,1,1,9,2,2,2,2,2,9,9,9,2,2,2,2,1,2,2
125,CARTIER,Quebec,1924 - 1966,23,1957.06.10,3120,e1563762-d628-4f12-ad58-fc20c4b62221,"CRESTOHL, Leon David",11955,0.7292,Liberal Party of Canada,Lawyer,,0,3,,,,,,,,,Poland,,,,9,1,9,9,9,9,2,2,9,9,1,9,2,1,9,9,9,9
