Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H23S1V001,H23S1V002,H23S1V003,H23S1V004,H23S1V005,H23S1V006,H23S1V007,H23S1V008,H23S1V009,H23S1V010,H23S1V011,H23S1V012,H23S1V013,H23S1V014,H23S1V015,H23S1V016,H23S1V017,H23S1V018
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,10.17.1957,10.29.1957,11.11.1957,11.14.1957,11.15.1957,11.15.1957,11.19.1957,12.02.1957,12.10.1957,12.12.1957,12.13.1957,01.07.1958,01.21.1958,01.21.1958,01.23.1958,01.24.1958,01.29.1958,01.31.1958
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,
570,PRINCE EDWARD--LENNOX,Ontario,1924 - 1966,23,1957.06.10,971,46267831-8b42-49d1-a230-ca1eee4b22a5,"MILLIGAN, Clarence A.",9003,0.5829,Progressive Conservative Party,Farmer,,0,1,,,,,,,,,,,,,9,1,2,2,2,2,2,2,2,1,9,2,2,2,2,9,2,2
579,QUEBEC--MONTMORENCY,Quebec,1924 - 1966,23,1957.06.10,987,47a6a353-0ea9-42e7-b5de-7445d28f3586,"LACROIX, Wilfrid",24964,0.6387,Liberal Party of Canada,Architect,,1,6,,,,,,,,,,,,,2,2,2,1,1,1,9,9,2,9,9,9,2,1,9,9,9,9
564,PRINCE,Prince Edward Island,1903 - 1966,23,1957.06.10,988,47b30b5a-9246-4943-8d28-48bd6d3f5b4f,"PHILLIPS, Orville H.",8119,0.4968,Progressive Conservative Party,"Dental surgeon, dentist",,0,1,,,,,,,,,,,,,9,1,9,2,2,2,2,2,2,1,2,2,2,2,2,9,2,1
241,GLENGARRY--PRESCOTT,Ontario,1952 - 1970,23,1957.06.10,996,48908f4e-4884-4c8b-82e7-b5b8d0914ef9,"VILLENEUVE, Osie-F.",8241,0.4017,Progressive Conservative Party,Farmer,,1,1,,,,,,,,,,,,,1,1,2,2,2,2,9,2,2,1,2,2,2,2,2,1,2,1
510,OKANAGAN--REVELSTOKE,British Columbia,1952 - 1966,23,1957.06.10,1019,4a638eb5-e726-4e0c-8665-6fb53e21f0e5,"MCLEOD, George William",5376,0.3967,Social Credit,Garage owner / operator,,0,2,,,,,,,,,,,,,9,9,1,2,2,2,9,1,2,9,9,2,2,2,1,2,9,1
243,GLOUCESTER,New Brunswick,1867 - 1990,23,1957.06.10,1020,4a65e108-11f1-4ffd-8421-cf49dfb8cfd5,"ROBICHAUD, Hedard-J.",13052,0.5787,Liberal Party of Canada,"Director of fisheries, executive, fisheries inspector, manager, public servant",,1,2,,,,,,,,,,,,,1,9,9,9,9,9,9,9,2,9,1,9,2,1,2,1,1,1
721,TEMISCOUATA,Quebec,1867 - 1959,23,1957.06.10,1048,4d1dfca2-1ef4-4181-9010-e9bada95bbda,"ST-LAURENT, Jean-Paul",11558,0.5881,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,9,1,2,9,9,9,9,9,2,1,9,2,2,1,2,1,2,1
623,ROSTHERN,Saskatchewan,1933 - 1966,23,1957.06.10,1053,4d785391-75cd-4998-a9da-636344a54e3d,"TUCKER, Walter Adam",6828,0.3622,Liberal Party of Canada,"Barrister, lawyer",,0,5,,,,,,,,,,,,,9,9,9,2,2,2,2,9,2,9,9,9,2,1,1,2,9,1
177,DOLLARD,Quebec,1952 - 1987,23,1957.06.10,1063,4e3b4664-6b30-42c5-9685-4b9f9720f0f3,"ROULEAU, Guy",21917,0.6865,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,1,1,9,9,9,9,9,9,2,9,9,9,2,1,9,9,9,1
724,THE BATTLEFORDS,Saskatchewan,1933 - 1966,23,1957.06.10,1100,51425031-1eb0-45af-b914-4a4550526acd,"CAMPBELL, Max",8320,0.3919,Co-operative Commonwealth Federation,"Contractor, farmer, manager",,0,3,,,,,,,,,,,,,1,1,9,9,9,9,1,2,1,1,1,1,1,2,1,2,1,1
533,PARKDALE,Ontario,1914 - 1976,23,1957.06.10,1103,51928195-7a65-40d5-9d38-211b5dc6ccb9,"MALONEY, Arthur",9882,0.4518,Progressive Conservative Party,Lawyer,,0,1,,,1,,,,,,,,,,1,1,2,2,2,2,9,2,2,1,2,9,2,2,2,1,9,9
10,ALGOMA EAST,Ontario,1903 - 1966,23,1957.06.10,1107,51c861ef-0f17-4a79-8d9b-0854fb3ef33f,"PEARSON, Lester B.",8574,0.52,Liberal Party of Canada,Lawyer,,0,4,,,,,,,,,,,,,9,1,2,9,9,9,2,2,9,9,9,2,2,1,2,9,9,1
325,KENORA--RAINY RIVER,Ontario,1924 - 2003,23,1957.06.10,1112,52856d3c-42ed-4a84-9d56-17dfff0a98d5,"BENIDICKSON, William Moore",10701,0.4761,Liberal Labour Party,Barrister,,0,4,,,,,,,,,,,,,9,9,2,2,2,2,2,9,9,1,9,9,2,1,2,1,9,1
591,QUEENS--LUNENBURG,Nova Scotia,1952 - 1966,23,1957.06.10,1127,53582230-b17d-4b34-9398-b8e59787ba07,"CROUSE, Lloyd R.",12372,0.5056,Progressive Conservative Party,"Administrator, business executive",,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1
101,CALGARY NORTH,Alberta,1952 - 1996,23,1957.06.10,1145,546df72b-fbe3-4980-ad0f-abc7a4ceed2a,"HARKNESS, Douglas Scott",21783,0.547,Progressive Conservative Party,"Farmer, teacher",,0,4,,1,,,,,,,,,,,1,1,9,2,2,2,2,2,2,1,2,9,2,2,2,1,2,1
562,PORTNEUF,Quebec,1867 - 2004,23,1957.06.10,1157,54fab234-c4ce-4c68-9f8a-710b182cb06f,"GAUTHIER, Pierre",11328,0.583,Liberal Party of Canada,Physician,,1,6,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1
129,CHAMBLY--ROUVILLE,Quebec,1933 - 1966,23,1957.06.10,1159,55251961-51d1-4edf-b8dc-f3ef7862d2cb,"L'HEUREUX, Yvon",11302,0.6147,Liberal Party of Canada,"Manufacturer, merchant",,1,1,,,,,,,,,,,,,9,9,9,2,9,9,2,9,2,1,9,2,2,1,9,9,9,9
419,MAISONNEUVE--ROSEMONT,Quebec,1933 - 1966,23,1957.06.10,1198,577ebab3-23ed-4137-ba44-6acacfa7b60e,"DESCHATELETS, Jean-Paul",25041,0.7068,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,1,9,9,9,9,9,9,9,9,9,9,2,2,1,2,1,1,1
263,HALIFAX,Nova Scotia,1867 - ,23,1957.06.10,1200,57c10e16-51a6-4747-b83b-b54c8547f3d5,"MORRIS, Edmund",41099,0.2529,Progressive Conservative Party,"Broadcaster, journalist, radio-commentator",,0,1,,,,,,,,,,,,,1,1,9,2,2,2,2,2,2,9,2,9,2,2,2,9,9,1
336,KING'S,Prince Edward Island,1892 - 1966,23,1957.06.10,1205,5802f7a9-a03e-49d7-8f88-3d53f64e8ab4,"MACDONALD, John Angustine",4598,0.5207,Progressive Conservative Party,"Merchant, produce dealer",,0,1,,,,,,,,,,,,,1,1,9,2,2,2,2,9,2,1,2,2,2,2,2,9,2,1
54,BONAVISTA--TWILLINGATE,Newfoundland and Labrador,1949 - 1966,23,1957.06.10,1225,5996b081-97f6-4bde-8dec-52df3dca3f76,"PICKERSGILL, John W.",9158,0.8718,Liberal Party of Canada,"Lecturer, senior public servant, shipowner, writer",,0,2,,,,,,,,,,,,,1,9,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1
203,EGLINTON,Ontario,1933 - 1976,23,1957.06.10,1246,5b04fb13-968f-4dac-80f6-3b569378e120,"FLEMING, Donald Methuen",25046,0.6673,Progressive Conservative Party,Barrister,,0,4,,1,,,,,,,,,,,1,1,9,2,9,9,2,9,2,1,2,9,2,2,2,1,2,1
599,RENFREW NORTH,Ontario,1867 - 1972,23,1957.06.10,1292,5e96ddfd-c5c5-4235-9adc-16b8acfff326,"FORGIE, James Moffat",10227,0.5283,Liberal Party of Canada,"Barrister, lawyer",,0,2,,,,,,,,,,,,,9,1,2,9,9,9,9,9,9,9,9,2,2,1,9,9,2,1
814,WETASKIWIN,Alberta,1924 - ,23,1957.06.10,1296,5f0c55b9-ff34-4c5e-b53d-7f1a3ff5c71f,"THOMAS, Ray",7968,0.4568,Social Credit,Merchant,,0,3,,,,,,,,,,,,,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
677,SHEFFORD,Quebec,1867 - ,23,1957.06.10,1314,5ff4d3cc-2dfb-4fcc-a426-ee2934996ebb,"BOIVIN, Marcel",14897,0.6297,Liberal Party of Canada,"Agent, businessman, manager",,1,4,,,,,,,,,,,,,9,1,2,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9
1241,CAPE BRETON NORTH AND VICTORIA,Nova Scotia,1933 - 1966,23,1957.06.10,1357,62fcd932-a16b-434b-b23c-3d11dda9966d,"MUIR, Robert",9097,0.4649,Progressive Conservative Party,"Businessman, miner, salesman",,0,1,,,,,,,,,Scotland,,,,1,1,2,2,2,2,2,9,2,1,2,2,2,2,2,1,2,1
595,REGINA CITY,Saskatchewan,1933 - 1966,23,1957.06.10,1358,6316db40-c54a-4b2a-9c5e-26af80dad98d,"ELLIS, Alfred Claude",14561,0.3568,Co-operative Commonwealth Federation,Teacher,,0,2,,,,,,,,,,,,,1,1,2,1,1,1,9,9,1,1,1,1,1,2,9,9,9,9
236,GATINEAU,Quebec,1947 - 1987,23,1957.06.10,1363,637de48a-ed71-4008-b906-a8381850bc28,"LEDUC, Rodolphe",10770,0.5879,Liberal Party of Canada,Dentist,,1,4,,,,,,,,,,,,,1,1,2,2,2,2,2,2,9,1,9,2,2,1,2,1,9,1
154,COMOX--ALBERNI,British Columbia,1914 - 1976,23,1957.06.10,1378,64ac8c88-87af-41f6-8ffe-90fa135ebb4e,"BARNETT, Thomas Speakman",8598,0.3589,Co-operative Commonwealth Federation,"Editor, factory worker, sawmiller",,0,2,,,,,,,,,,,,,9,1,2,1,1,1,1,2,1,1,1,1,1,2,9,9,1,1
150,COCHRANE,Ontario,1933 - 1976,23,1957.06.10,1445,695b1ef7-77c8-4002-9eae-1ecafc04bd45,"HABEL, J.A. Anaclet",6626,0.4463,Liberal Party of Canada,Businessman,,0,2,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1
181,DORCHESTER,Quebec,1867 - 1966,23,1957.06.10,1447,696feb20-ec97-48e5-acc6-ea62de672980,"LANDRY, J.-Armand",8054,0.5112,Liberal Party of Canada,"Accountant, insurance broker, manager",,1,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,9,1,9,2,2,1,2,9,9,9
428,MATAPEDIA--MATANE,Quebec,1933 - 1966,23,1957.06.10,1450,69ab2316-e622-41b4-90b1-4222bce9edc8,"THIBAULT, Leandre",11642,0.5167,Liberal Party of Canada,"Automobile dealer, building contractor, industrialist",,1,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1
583,QUEBEC WEST,Quebec,1947 - 1966,23,1957.06.10,1467,6b0ab54e-45a9-4a87-b204-51d0ab1a53a7,"BEGIN, Rene",11828,0.4758,Liberal Party of Canada,Wholesaler,,1,1,,,,,,,,,,,,,1,1,9,2,9,9,2,2,2,1,9,2,2,1,9,9,1,1
605,RESTIGOUCHE--MADAWASKA,New Brunswick,1914 - 1966,23,1957.06.10,1502,6d7a8aea-33ab-470c-94b4-dd7fe9eb02e4,"VAN HORNE, Joseph Charles",15774,0.5475,Progressive Conservative Party,Barrister,,0,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,2,9,9,2,2,2,9,9,9,9
216,ESSEX SOUTH,Ontario,1882 - 1966,23,1957.06.10,1511,6deace5e-5fb1-4a0d-9fad-3973891bf13f,"THRASHER, Richard Devere",10006,0.484,Progressive Conservative Party,"Barrister, solicitor",,0,1,,,,,,,,,,,,,1,1,2,9,9,9,2,9,2,1,9,2,2,2,9,9,2,9
763,VANCOUVER QUADRA,British Columbia,1947 - ,23,1957.06.10,1512,6dec82d6-fab3-438b-b40f-c7720a93d8c1,"GREEN, Howard Charles",21719,0.6393,Progressive Conservative Party,Barrister,,0,6,,1,,,,,,,,,,,1,1,2,2,2,2,2,2,2,9,2,2,2,2,2,1,2,1
555,PORT ARTHUR,Ontario,1933 - 1976,23,1957.06.10,1515,6e0e7dad-52e6-426d-b6d7-f3a4924ce2de,"FISHER, Douglas M.",12228,0.4321,Co-operative Commonwealth Federation,"Columnist, journalist, librarian, teacher",,0,1,,,,,,,,,,,,,1,1,2,9,9,9,9,9,1,1,1,1,1,2,1,9,9,9
489,NORFOLK,Ontario,1933 - 1966,23,1957.06.10,1547,709cfbf3-1d5e-442f-a66f-68adfd36c35a,"KNOWLES, John Evans",10885,0.5644,Progressive Conservative Party,"Clergyperson, minister, printer",,0,1,,,,,,,,,,,,,1,1,2,2,9,9,2,9,2,1,9,2,2,2,2,1,2,1
346,KOOTENAY EAST,British Columbia,1914 - 1966,23,1957.06.10,1566,71f03bcd-4682-4b01-8a75-d1db7d2c664c,"BYRNE, Jim",4670,0.3144,Liberal Party of Canada,Miner,,0,3,,,,,,,,,United States,,,,1,1,2,2,2,2,2,9,2,1,1,2,2,1,2,9,9,1
498,NORTHUMBERLAND,Ontario,1914 - 1966,23,1957.06.10,1599,7395ca48-4584-4836-9243-7939bca83a91,"THOMPSON, Ben",10062,0.5248,Progressive Conservative Party,"Barrister, lawyer",,0,1,,,,,,,,,,,,,1,1,9,2,2,2,2,9,2,1,9,2,2,2,9,9,9,1
388,LEEDS,Ontario,1903 - 1976,23,1957.06.10,1619,755929dc-6350-4951-bf36-ffd426e31426,"STANTON, Hayden",11065,0.5126,Progressive Conservative Party,Farmer,,0,2,,,,,,,,,,,,,1,1,9,2,2,2,2,2,2,9,2,2,2,2,2,1,2,9
704,STANSTEAD,Quebec,1867 - 1966,23,1957.06.10,1646,76f9184e-fe22-4091-9dcc-2a67f0e77bfb,"ROBERGE, Louis-Edouard",9827,0.5696,Liberal Party of Canada,Merchant,,1,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,2,1,9,9,2,1,2,1,9,1
712,SUDBURY,Ontario,1947 - ,23,1957.06.10,1647,7740a983-1567-4d6c-9027-3e686466e71c,"MITCHELL, Rodger",11927,0.4599,Liberal Party of Canada,Pharmacist,,0,2,,,,,,,,,,,,,1,9,9,2,9,9,2,2,2,1,9,2,2,1,2,9,2,9
271,HAMILTON SOUTH,Ontario,1952 - 1966,23,1957.06.10,1653,778f0917-8681-4a2e-9fb2-0d8fa121a4d4,"MCDONALD, Robert Matthew T.",16085,0.3941,Progressive Conservative Party,"Businessman, insurance agent, professional football player, public servant",,0,1,,,,,,,,,,,,,1,1,2,2,9,9,2,9,2,1,2,2,2,2,9,1,2,1
617,ROBERVAL,Quebec,1947 - 2004,23,1957.06.10,1657,77e003b6-264d-4255-b8db-a088d5630f4f,"VILLENEUVE, Georges",10860,0.6001,Liberal Party of Canada,Notary,,1,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,9,1,1,2,2,1,2,1,1,1
686,SIMCOE NORTH,Ontario,1867 - ,23,1957.06.10,1704,7aa1cf29-7fc8-4695-8d12-0230acb35610,"SMITH, Heber",11437,0.6251,Progressive Conservative Party,"Barrister, lawyer",,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,9,2,1,2,2,2,2,9,1,2,1
846,YORK NORTH,Ontario,1867 - 2003,23,1957.06.10,1718,7bb4c947-9f15-45a6-b5f3-2091b9e999dc,"CATHERS, C.A.",17770,0.5889,Progressive Conservative Party,"Business executive, farmer",,0,1,,,,,,,,,,,,,1,1,2,2,9,9,2,2,2,9,9,2,2,2,2,1,2,1
406,LONGUEUIL,Quebec,1952 - 2004,23,1957.06.10,1741,7cdc2d85-7ece-4d5b-93e0-ca4c5f34e7de,"VINCENT, Auguste",19314,0.5887,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9
1255,SAINT-HYACINTHE--BAGOT,Quebec,1947 - 1966,23,1957.06.10,1744,7d606ebb-cb8d-4415-8691-214a9e01ec5c,"RICARD, J.-H.-Theogene",13865,0.5408,Progressive Conservative Party,"Business agent, insurance agent, personnel manager",,1,1,,,,,,,,,,,,,1,1,2,2,2,2,9,9,2,1,2,2,2,2,2,1,2,1
734,TIMMINS,Ontario,1947 - 1976,23,1957.06.10,1748,7d99e6fa-2ea6-461d-a602-f3c8c754041d,"MARTIN, Murdo",6776,0.3874,Co-operative Commonwealth Federation,"Broker, fire fighter, gentleman",,0,1,,,,,,,,,,,,,1,1,2,1,9,9,1,9,1,1,1,1,1,2,1,2,1,1
145,CHURCHILL,Manitoba,1933 - ,23,1957.06.10,1769,8008b1f1-3d67-41dd-88f0-abb93e3428ec,"SIMPSON, Robert",6191,0.3883,Progressive Conservative Party,"Clerk, miner",,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,9,2,2,2,1,2,9
246,GREENWOOD,Ontario,1933 - 1976,23,1957.06.10,1817,82878bc6-6bd2-407b-b2cc-7745aec02c2a,"MACDONNELL, James MacKerras",12422,0.534,Progressive Conservative Party,"Barrister, lawyer",,0,4,,1,,,,,,,,,,,1,1,2,2,2,2,2,9,9,1,2,2,2,2,2,1,2,1
142,CHATEAUGUAY--HUNTINGDON--LAPRAIRIE,Quebec,1947 - 1966,23,1957.06.10,1838,83da53ee-ff05-406f-b989-760d682def19,"BOUCHER, Jean",10066,0.521,Liberal Party of Canada,Notary,,1,2,,,,,,,,,,,,,9,9,9,1,2,2,2,9,9,9,9,9,2,1,1,9,9,9
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,23,1957.06.10,1846,84909dc1-9a60-44b3-a939-2393ab563089,"DIEFENBAKER, John George",12349,0.5308,Progressive Conservative Party,"Barrister, lawyer",,0,5,,1,,,,,,,,,,,9,9,2,2,9,9,2,2,2,1,2,2,2,2,2,1,9,9
845,YORK EAST,Ontario,1933 - 1987,23,1957.06.10,1852,84b55602-3be7-4f1f-bb26-c4fdcb3bdd11,"MCGREGOR, Robert Henry",17236,0.5121,Progressive Conservative Party,"Contractor, gardener",,0,8,,,,,,,,,,,,,1,1,9,9,9,9,9,2,2,1,2,2,2,2,2,9,2,2
622,ROSETOWN--BIGGAR,Saskatchewan,1933 - 1966,23,1957.06.10,1861,85a45525-d20a-41db-8c2a-1b91c360656b,"COLDWELL, M.J.",9846,0.4523,Co-operative Commonwealth Federation,"Author, gentleman, principal, teacher",,0,6,,,,,,,,,England,,,,1,1,2,1,1,1,1,2,1,1,1,1,9,9,9,9,9,1
1235,ATHABASKA,Alberta,1924 - 1966,23,1957.06.10,1873,86b009fb-e658-41cc-8d03-6b3ab3024e63,"DECHENE, Joseph Miville",7453,0.4145,Liberal Party of Canada,Farmer,,1,5,,,,,,,,,,,,,9,9,9,9,9,9,9,2,9,9,1,9,2,1,9,9,9,1
159,COMPTON--FRONTENAC,Quebec,1947 - 1966,23,1957.06.10,1874,86cdb90c-8049-4642-8b59-ba1d2f99d892,"BLANCHETTE, J.-A.",9328,0.52,Liberal Party of Canada,Merchant,,1,6,,,,,,,,,,,,,1,1,2,2,2,2,9,2,9,1,9,2,2,1,2,1,9,1
587,QUEEN'S,Prince Edward Island,1903 - 1966,23,1957.06.10,1900,8874ad6a-cef4-4764-be03-7a8555017c67,"MACQUARRIE, Heath Nelson",10651,0.2558,Progressive Conservative Party,"Author, political scientist, professor, radio-commentator, teacher",,0,1,,,,,,,,,,,,,9,1,2,2,2,2,2,9,9,1,2,2,2,2,2,1,9,1
587,QUEEN'S,Prince Edward Island,1903 - 1966,23,1957.06.10,1919,89ac7ae7-ddc1-4da4-b856-57690240d2c4,"MACLEAN, John Angus",11597,0.2786,Progressive Conservative Party,"Airplane pilot, farmer, flying instructor, test pilot",,0,3,,1,,,,,,,,,,,1,1,9,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1
483,NIAGARA FALLS,Ontario,1952 - ,23,1957.06.10,1929,8ac4c164-01f4-4380-bbb3-d9b90f182f86,"HOUCK, William L.",12706,0.5395,Liberal Party of Canada,"Coal dealer, fuel dealer, merchant",,0,2,,,,,,,,,United States,,,,1,1,2,9,9,9,2,2,2,1,9,2,2,1,9,9,9,9
119,CARIBOO,British Columbia,1914 - 1966,23,1957.06.10,1931,8acb8c08-6534-4ab7-8d10-cd230df9e9eb,"LEBOE, Bert Raymond",8292,0.4262,Social Credit,Lumberman,,0,2,,,,,,,,,,,,,1,1,1,2,9,9,9,9,2,1,1,9,2,2,1,2,1,9
719,SWIFT CURRENT--MAPLE CREEK,Saskatchewan,1953 - 1987,23,1957.06.10,1933,8ad8ce5e-ad31-45d7-8cb4-525e31ac7c67,"STUDER, Irvin W.",9639,0.3729,Liberal Party of Canada,Farmer,,0,3,,,,,,,,,United States,,,,1,1,9,9,9,9,9,9,9,9,9,9,2,1,2,1,9,1
625,ROYAL,New Brunswick,1914 - 1966,23,1957.06.10,1953,8c51ae75-79fc-49b3-8235-510e727a7dad,"BROOKS, Alfred Johnson",10051,0.5903,Progressive Conservative Party,"Barrister, teacher",,0,6,,1,,,,,,,,,,,1,1,9,2,2,2,9,2,9,1,2,2,2,2,2,1,2,1
859,YUKON,Yukon,1952 - ,23,1957.12.16,1956,8c857bdf-3db5-43c3-8ee0-d33d66a80817,"NIELSEN, Erik",2365,0.5139,Progressive Conservative Party,"Barrister, lawyer",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,9,2,2,2,1,2,1
851,YORK--SCARBOROUGH,Ontario,1952 - 1987,23,1957.06.10,1970,8d562f1e-1f7b-49f6-a59f-7a25cafb462c,"MCGEE, Frank C.",42299,0.5626,Progressive Conservative Party,Businessman,,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,9,2,1,2,2,2,2,2,9,9,9
785,VICTORIA--CARLETON,New Brunswick,1914 - 1966,23,1957.06.10,1972,8db7e861-18f0-4588-865a-0bb29f90f20b,"MONTGOMERY, Gage W.",9843,0.5824,Progressive Conservative Party,"Barrister, lawyer",,0,3,,,,,,,,,,,,,1,1,9,9,9,9,9,2,2,1,2,2,2,2,2,1,2,1
793,WELLAND,Ontario,1867 - 1987,23,1957.06.10,1975,8dc7a640-3206-4b33-bea9-b6eff4c6d59a,"MCMILLAN, William Hector",13241,0.4242,Liberal Party of Canada,Physician,,0,3,,,,,,,,,,,,,1,1,2,2,9,9,2,2,2,1,1,9,2,1,2,9,9,9
761,VANCOUVER KINGSWAY,British Columbia,1952 - 1987,23,1957.06.10,1983,8e90b5f6-a109-412c-8247-dbf88b23ef3b,"MACDONALD, Alex",9040,0.3433,Co-operative Commonwealth Federation,Barrister and solicitor,,0,1,,,,,,,,,,,,,1,1,2,1,1,1,1,9,1,1,1,1,1,2,9,2,1,1
1260,ST. JOHN'S WEST,Newfoundland and Labrador,1952 - 1987,23,1957.06.10,2005,8fd36d5e-2e37-4c18-b543-e3b31dc856df,"BROWNE, William Joseph",10539,0.5458,Progressive Conservative Party,Barrister,,0,2,,1,,,,,,,,,,,9,9,9,2,2,2,2,2,2,1,2,2,2,2,2,1,9,9
187,DURHAM,Ontario,1903 - 1966,23,1957.06.10,2006,8ffe8c69-9d86-4c3d-b7fe-ee8299cb5571,"VIVIAN, Percy",7331,0.4449,Progressive Conservative Party,"Physician, professor of medicine",,0,1,,,,,,,,,,,,,1,9,9,9,9,9,9,9,9,1,2,2,2,2,9,9,9,9
656,SAINTE-MARIE,Quebec,1952 - 1976,23,1957.06.10,2045,9298b4e3-d542-4ebc-a275-33f235c72363,"DUPUIS, Hector",12532,0.6166,Liberal Party of Canada,"Agent, businessman, insurance broker",,1,3,,,,,,,,,,,,,1,9,9,9,9,9,9,9,2,9,9,9,2,1,9,9,1,9
1262,SAINT-MAURICE--LAFLECHE,Quebec,1947 - 1966,23,1957.06.10,2047,92d1fae2-9797-4819-9531-0f2ff86a96c6,"RICHARD, Joseph-Adolphe",18714,0.5937,Liberal Party of Canada,Contractor,,1,3,,,,,,,,,,,,,9,9,2,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9
608,RICHELIEU--VERCHERES,Quebec,1933 - 1966,23,1957.06.10,2053,93651988-2631-417c-96e4-174904755eb1,"CARDIN, Louis-Joseph-Lucien",16003,0.8172,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,United States,,,,1,1,9,2,2,2,2,9,2,1,9,2,2,1,2,1,9,1
291,HUMBER--ST. GEORGE'S,Newfoundland and Labrador,1949 - 1966,23,1957.06.10,2066,9489ab9c-9ef3-40d5-813a-6bf676f6dcaf,"BATTEN, Herman Maxwell",10272,0.6691,Liberal Party of Canada,"School principal, teacher",,0,2,,,,,,,,,,,,,1,1,2,2,9,9,2,2,2,1,1,1,2,1,9,1,9,1
780,VICTORIA,British Columbia,1924 - ,23,1957.06.10,2077,94dde538-f35b-47c4-9280-5776c6fa2e24,"MCPHILLIPS, Albert De Burgo",17981,0.4466,Progressive Conservative Party,Barrister and solicitor,,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,9,2,2,2,2,2,9,2,1
131,CHAMPLAIN,Quebec,1867 - 2003,23,1957.06.10,2110,9737d51c-b09f-4e44-b059-3704460b1c50,"ROCHEFORT, Irenee",13767,0.5795,Liberal Party of Canada,"Broker, musician, organist, real estate agent, real estate broker",,1,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9
472,NANAIMO,British Columbia,1903 - 1962,23,1957.06.10,2116,97f9d88f-ae28-4f99-8f6c-2ec41c4accfa,"CAMERON, Colin",8650,0.3762,Co-operative Commonwealth Federation,"Economist, farmer, industrial worker",,0,2,,,,,,,,,England,,,,1,1,2,1,1,1,9,9,9,9,9,1,1,2,1,2,1,1
824,WINNIPEG SOUTH,Manitoba,1914 - 1976,23,1957.06.10,2141,999c2b6c-1bc8-490e-a8dd-37c7acb3b265,"CHOWN, Gordon",23855,0.5185,Progressive Conservative Party,"Barrister, lawyer",,0,1,,,,,,,,,,,,,9,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1
396,LEVIS,Quebec,1867 - 1998,23,1957.06.10,2151,9a78a2e7-e965-4152-8817-3a12999a689b,"BOURGET, Maurice",14693,0.718,Liberal Party of Canada,Civil engineer,,1,5,,,,,,,,,,,,,9,1,2,9,9,9,2,9,2,9,9,2,2,1,9,9,9,1
855,YORK--SUNBURY,New Brunswick,1914 - 1987,23,1957.06.10,2155,9aacb4d8-699a-4b45-937d-4ce774464e48,"MACRAE, J. Chester",13356,0.4946,Progressive Conservative Party,Teacher,,0,1,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,9,1
32,BATTLE RIVER--CAMROSE,Alberta,1952 - 1966,23,1957.06.10,2157,9adbd346-30dd-4c27-b96d-ca09f2e4158c,"SMITH, James A.",10945,0.4874,Social Credit,"School principal, teacher",,0,2,,,,,,,,,,,,,1,1,1,2,2,2,1,1,9,9,9,2,2,2,1,2,1,1
