Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H16S1V001,H16S1V002,H16S1V003,H16S1V004,H16S1V005,H16S1V006,H16S1V007,H16S1V008,H16S1V009,H16S1V010,H16S1V011,H16S1V012,H16S1V013,H16S1V014,H16S1V015,H16S1V016,H16S1V017,H16S2V001,H16S2V002,H16S2V003,H16S2V004,H16S2V005,H16S2V006,H16S2V007,H16S2V008,H16S2V009,H16S2V010,H16S2V011,H16S2V012,H16S2V013,H16S2V014,H16S2V015,H16S2V016,H16S2V017,H16S2V018,H16S2V019,H16S2V020,H16S2V021,H16S2V022,H16S2V023,H16S2V024,H16S3V001,H16S3V002,H16S3V003,H16S3V004,H16S3V005,H16S3V006,H16S3V007,H16S3V008,H16S3V009,H16S3V010,H16S3V011,H16S3V012,H16S3V013,H16S3V014,H16S3V015,H16S3V016,H16S3V017,H16S3V018,H16S3V019,H16S3V020,H16S3V021,H16S3V022,H16S3V023,H16S3V024,H16S3V025,H16S3V026,H16S3V027,H16S3V028,H16S4V001,H16S4V002,H16S4V003,H16S4V004,H16S4V005,H16S4V006,H16S4V007,H16S4V008,H16S4V009,H16S4V010,H16S4V011,H16S4V012,H16S4V013,H16S4V014,H16S4V015,H16S4V016,H16S4V017,H16S4V018,H16S4V019,H16S4V020,H16S4V021,H16S4V022,H16S4V023,H16S4V024,H16S4V025
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,02.14.1927,03.02.1927,03.02.1927,03.07.1927,03.15.1927,03.17.1927,03.17.1927,03.23.1927,03.28.1927,03.28.1927,04.05.1927,04.11.1927,04.13.1927,04.13.1927,04.13.1927,04.13.1927,04.14.1927,03.13.1928,03.13.1928,03.14.1928,03.14.1928,03.20.1928,03.27.1928,03.29.1928,04.26.1928,04.26.1928,04.27.1928,05.02.1928,05.09.1928,05.09.1928,05.09.1928,05.11.1928,05.15.1928,05.16.1928,05.16.1928,05.18.1928,05.21.1928,05.22.1928,05.23.1928,05.26.1928,06.09.1928,02.14.1929,02.19.1929,02.21.1929,02.21.1929,02.26.1929,02.28.1929,03.06.1929,04.11.1929,04.11.1929,04.11.1929,04.15.1929,04.15.1929,04.15.1929,04.16.1929,04.16.1929,04.23.1929,05.01.1929,05.14.1929,05.14.1929,05.16.1929,05.22.1929,05.23.1929,05.31.1929,06.10.1929,06.11.1929,06.11.1929,06.14.1929,06.14.1929,03.03.1930,03.04.1930,03.10.1930,03.11.1930,03.13.1930,03.18.1930,03.18.1930,03.25.1930,03.25.1930,03.27.1930,03.27.1930,04.01.1930,04.01.1930,04.08.1930,04.28.1930,04.28.1930,05.06.1930,05.06.1930,05.06.1930,05.06.1930,05.13.1930,05.15.1930,05.15.1930,05.15.1930,05.28.1930
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,BRUCE SOUTH,Ontario,1903 - 1933,16,1926.09.14,1848,849db630-9162-409d-b16d-51e0df9d239a,"HALL, Walter Allan",5050,0.4882,Liberal Party of Canada,Physician,,0,2,,,,,,,,,,,,,2,2,1,2,9,2,2,2,2,1,9,2,2,9,2,2,9,2,2,9,9,1,2,9,2,2,9,2,2,2,9,2,9,2,2,9,9,9,2,2,9,2,2,2,2,9,9,2,2,2,1,1,1,1,1,2,9,2,9,9,2,2,9,9,1,9,9,9,9,1,2,2,2,2,2,1,9,1,2,2,9,2,2,9,9,1,1,2,2,1,2,9,9,2
853,YORK SOUTH,Ontario,1903 - 1976,16,1926.09.14,1852,84b55602-3be7-4f1f-bb26-c4fdcb3bdd11,"MCGREGOR, Robert Henry",6555,0.5732,Conservative (1867-1942),"Contractor, gardener",,0,1,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,2,1,9,9,2,1,1,1,2,1,2,2,2,2,9,1,1,9,1,1,1,1,9,9,1,1,9,9,2,9,9,9,9,1,1,1,1,2,1,2,1,2,9,9,9,1,1,1,9,2,2,9,9,9,9,9,2,2,9,9,1,1,9,1,2,1,2,2,2,9,9,9,1,9,2,9,2,2,1,1,9,2,1,2,1
386,LAVAL--TWO MOUNTAINS,Quebec,1914 - 1949,16,1926.09.14,1872,86a624bc-69e6-4134-9a05-ba60c0113aab,"LACOMBE, Liguori",5916,0.7336,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,2,2,1,2,1,9,9,9,2,1,2,1,1,1,2,9,9,2,2,1,1,9,1,1,9,9,9,2,2,2,1,9,1,2,2,2,2,9,2,9,9,2,2,2,2,9,1,2,2,2,1,9,9,2,2,2,2,2,1,1,2,2,2,9,9,1,1,9,9,9,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,9,9,9,9,2
17,ANTIGONISH--GUYSBOROUGH,Nova Scotia,1914 - 1966,16,1926.09.14-1926.12.10,1890,87fe8ab7-b976-467b-91e4-a9b9d24b23fa,"DOUGLAS, John C.",6140,0.5056,Conservative (1867-1942),"Barrister, publisher",,0,2,,,,,,,,,,Died in office: 1926.12.10,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
51,BONAVENTURE,Quebec,1867 - 1971,16,1926.09.14,1896,8844037f-c912-404d-a505-6bf56321dd9a,"MARCIL, Hon. Charles",6164,0.5446,Liberal Party of Canada,Journalist,,1,8,,,,,,,,,,,,,9,2,1,9,1,2,2,2,9,9,2,9,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,1,9,2,2,1,2,2,2,2,9,2,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,9,1,2,2,1,2,2,1,1,1,1,2,2,9,9,9,1,9
648,ST. LAWRENCE--ST. GEORGE,Quebec,1914 - 1947,16,1926.09.14,1950,8c3c5f1e-ca27-4173-b0cf-e45c76058ebe,"CAHAN, Charles Hazlitt",5725,0.5994,Conservative (1867-1942),"Counsel, lawyer, newspaper editor",,0,2,,,,,,,,,,,,,2,9,9,1,9,9,9,9,9,9,1,1,1,2,9,9,9,2,1,1,2,2,1,9,9,1,9,1,1,2,9,9,1,1,1,2,1,2,1,9,9,1,9,9,9,9,9,2,2,1,2,1,1,1,1,9,1,9,9,9,1,1,2,9,1,9,1,9,9,9,1,9,9,9,9,2,2,9,1,9,1,2,1,2,2,9,1,2,2,2,2,1,2,9
432,MEGANTIC,Quebec,1867 - 1933,16,1926.09.14,1998,8f7d3a4d-4568-4969-94f2-d6b8b2df15d9,"ROBERGE, Eusebe",6483,0.6666,Liberal Party of Canada,Merchant,,1,3,,,,,,,,,,,,,9,2,1,2,1,2,2,2,2,1,2,9,1,9,2,2,2,2,2,1,1,9,9,9,2,2,9,9,2,2,1,9,1,2,2,9,9,2,2,9,2,2,9,9,9,2,1,2,2,2,1,2,9,2,2,2,2,2,1,1,2,2,9,9,9,1,9,9,9,9,1,2,2,1,2,1,1,1,2,2,1,2,2,9,9,1,1,2,2,2,9,9,9,2
557,PORT ARTHUR--THUNDER BAY,Ontario,1924 - 1933,16,1926.09.14,2014,90d65729-a390-4c10-be4b-8c19454edbb3,"COWAN, Donald James",4349,0.4987,Conservative (1867-1942),"Barrister, crown attorney",,0,1,,,,,,,,,,,,,2,2,2,9,2,1,2,1,1,2,1,1,1,2,1,1,9,2,1,2,2,9,9,2,1,1,9,1,1,9,1,9,2,1,1,9,9,2,1,9,9,1,1,1,1,9,9,1,2,1,2,1,9,1,9,1,1,1,9,9,1,1,9,9,9,9,9,9,9,1,9,9,9,2,1,9,1,2,1,2,9,9,9,9,9,2,2,1,1,9,2,1,2,1
686,SIMCOE NORTH,Ontario,1867 - ,16,1926.09.14,2030,91930a35-bc92-459a-b10f-a32cc5d218fe,"BOYS, William Alves",7058,0.5069,Conservative (1867-1942),Barrister,,0,5,,,,,,,,,,,,,9,9,9,9,1,9,2,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,9,9,1,9,9,1,1,2,9,9,1,9,9,9,9,2,1,9,9,2,9,9,9,1,2,1,2,1,2,9,9,9,9,1,9,1,9,9,1,1,2,9,9,9,9,9,9,9,9,1,9,2,1,9,1,9,9,9,2,1,1,2,2,2,2,1,1,9,2,1,2,1
685,SIMCOE EAST,Ontario,1882 - 1966,16,1926.09.14,2108,9714db57-64d0-4e99-be0a-cced0159e421,"THOMPSON, Alfred Burke",7994,0.5104,Conservative (1867-1942),Barrister,,0,2,,,,,,,,,,,,,2,9,9,1,9,1,2,1,1,2,1,1,1,2,1,1,9,2,1,2,2,2,2,1,9,9,9,1,1,2,1,9,2,1,9,1,9,9,1,2,1,9,1,1,1,2,9,1,2,1,2,1,1,1,1,1,1,1,9,9,9,9,9,9,1,2,2,9,9,1,1,1,1,2,1,2,9,2,1,2,2,1,1,9,9,2,2,1,1,1,2,1,2,1
831,WRIGHT,Quebec,1892 - 1947,16,1926.09.14,2112,97506db1-a520-445c-8df7-11933204bbb5,"PERRAS, Fizalam William",5950,0.5382,Liberal Party of Canada,Lumber merchant,,0,2,,,,,,,,,,,,,2,2,1,9,9,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,9,1,2,2,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,9,9,9,2,2,2,2,1,1,2,2,2,2,1,1,1,9,9,1,9,2,2,1,2,1,1,1,9,9,1,2,2,1,1,1,1,2,2,2,2,2,1,2
252,GREY NORTH,Ontario,1867 - 1966,16,1926.09.14,2115,97d16d55-96b0-494b-a7d6-2195be9b7917,"TELFORD, William Pattison",7606,0.5193,Liberal Party of Canada,Lawyer,,0,1,,,,,,,,,,,,,2,2,1,9,1,2,2,2,2,1,2,9,1,9,2,2,2,2,2,1,1,1,2,1,2,2,2,9,2,2,1,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,9,9,9,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2
76,BROME--MISSISQUOI,Quebec,1924 - 1966,16,1926.09.14,2132,99366acd-f4fd-4963-9ed0-49799ff7500e,"KAY, William Frederic",7126,0.5427,Liberal Party of Canada,Farmer,,0,5,,1,,,,,,,,,,,9,2,1,9,9,9,9,9,2,1,9,9,1,2,9,9,9,2,2,1,1,9,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,2,9,9,9,2,2,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,2,1,9
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,16,1926.09.14,2156,9ac50507-8652-4cd5-a135-fa8200b2fc0c,"MACLAREN, Murray",12441,0.3101,Conservative (1867-1942),"Physician, surgeon",,0,3,,,,,,,,,,,,,9,2,2,1,1,1,2,1,1,2,1,1,1,2,9,9,1,2,1,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,2,1,2,1,2,1,1,9,1,1,1,1,2,2,9,1,9,1,1,9,9,9,9,1,1,9,1,2,1,2,1,2,9,9,2,1,1,2,2,2,2,1,1,9,2,1,2,9
431,MEDICINE HAT,Alberta,1907 - ,16,1926.09.14,2160,9af5baa0-61a7-412e-9dc2-ec6e56f68e3e,"GERSHAW, Frederick William",4206,0.4941,Liberal Party of Canada,Physician,,0,2,,,,,,,,,,,,,9,9,9,2,1,2,2,9,2,1,2,2,9,9,9,9,9,2,2,9,1,1,1,1,2,2,9,1,2,2,9,9,2,2,2,1,9,1,2,9,9,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,9,9,1,1,9,9,9,9,9,2,2,2,1,2,1,1,1,2,9,9,2,1,2,1,1,2,2,1,1,1,2,2,1,9
733,TIMISKAMING SOUTH,Ontario,1924 - 1933,16,1926.09.14,2199,9d65709e-d012-4b88-a4b7-6c1f0569e3c5,"LANG, Malcolm",7309,0.5327,Labour,"Contractor, prospector",,0,1,,,,,,,,,,,,,9,9,9,9,9,9,9,2,9,9,2,2,9,9,9,9,2,2,2,1,1,1,2,9,2,2,2,9,2,2,1,1,1,2,2,9,2,2,9,9,9,2,9,9,9,9,1,2,9,2,1,9,9,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,1,2,1,9,1,2,2,2,2,1,2,9,9,2,2,1,1,9,2,2,1,2
738,TORONTO EAST CENTRE,Ontario,1924 - 1933,16,1926.09.14,2212,9eece064-ca7a-41af-bed3-871c6ef7c132,"MATTHEWS, Robert Charles",6603,0.4249,Conservative (1867-1942),"Gentleman, investment broker",,0,1,,,,,,,,,,,,,9,2,2,1,1,1,2,9,1,2,1,1,1,2,1,9,1,2,1,2,2,9,9,1,1,1,9,1,9,9,9,9,9,1,1,9,1,2,1,2,1,1,1,1,1,2,2,1,9,1,2,9,9,1,1,1,1,1,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,1,2,1,2,1
2,ACADIA,Alberta,1924 - 1966,16,1926.09.14,2230,9fe39079-b761-44a0-b593-a189fdacac26,"GARDINER, Robert",7041,0.7961,United Farmers of Alberta,Farmer,,0,4,,,,,,,,,Scotland,,,,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,9,9,9,9,1,1,2,1,1,9,9,1,1,2,1,2,1,2,1,2,1,2,9,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,9,1,2,2,1,2,1,1,1,2,2,2,1,1,9,1,2,2,1
576,QU'APPELLE,Saskatchewan,1905 - 1966,16,1926.09.14,2251,a1744cb8-5f98-47d2-80e0-a977df75578a,"MILLAR, John",7778,0.569,Liberal Progressive,"Farmer, teacher",,0,3,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,9,2,9,2,2,2,2,2,1,1,2,2,2,1,9,2,9,1,2,2,2,2,2,2,2,2,1,9,9,9,9,9,2,2,2,1,2,1,1,1,2,2,2,9,1,2,9,9,2,2,1,1,1,2,2,1,2
346,KOOTENAY EAST,British Columbia,1914 - 1966,16,1926.09.14-1926.10.10 and 1926.11.09,2256,a22845f9-5c3c-47c8-8b08-3a8d5cbf5169,"KING, Hon. James Horace",3547,0.4293,Liberal Party of Canada,Physician,,0,3,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1926.10.10,,,2,2,1,2,1,2,2,2,9,9,2,1,1,1,2,2,2,2,2,1,1,1,2,9,2,9,2,9,2,2,1,2,1,2,2,2,2,2,2,9,9,1,2,9,9,2,9,2,2,2,1,1,1,1,1,2,2,2,9,2,2,2,2,9,9,9,9,9,9,1,1,9,1,2,1,1,1,2,2,2,2,1,9,9,9,9,2,1,1,9,2,2,1,9
230,FRONTENAC--ADDINGTON,Ontario,1924 - 1952,16,1929.07.22,2278,a3ea1660-3e43-4051-9a81-7066dd705a7e,"SPANKIE, William",accl.,,Conservative (1867-1942),Physician,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,2,1,2,1,2,1,2,2,1,1,9,9,9,9,9,9,9,2,1,2,9
263,HALIFAX,Nova Scotia,1867 - ,16,1926.09.14,2280,a3f7af51-7840-4658-9556-225a76696410,"QUINN, Felix Patrick",17171,0.2716,Conservative (1867-1942),Industrialist,,0,2,,,,,,,,,,,,,1,2,2,1,1,1,2,1,1,2,1,1,9,2,1,9,1,2,1,9,2,9,9,9,9,9,9,9,1,2,1,1,2,1,1,1,1,2,1,2,1,9,1,1,1,9,2,1,9,1,2,9,9,9,9,1,1,1,9,9,1,1,2,2,9,9,9,9,9,1,1,1,9,9,9,2,9,2,9,9,9,9,1,9,9,9,1,2,2,9,9,9,2,1
585,QUEBEC SOUTH,Quebec,1914 - 1966,16,1926.09.14,2293,a47e2fa3-277a-47c3-8868-2fc0fdddd05a,"POWER, Charles Gavan",6527,0.5349,Liberal Party of Canada,Lawyer,,0,4,,,,,,,,,,,,,9,9,9,9,9,2,2,9,9,9,2,9,1,1,2,2,2,2,2,1,1,9,1,9,9,9,9,2,2,2,9,9,9,2,2,2,2,2,2,9,9,2,9,2,2,2,1,2,2,2,1,2,2,2,9,2,2,2,1,1,2,2,9,2,9,9,9,9,9,9,9,9,2,1,2,1,2,1,2,2,1,2,2,9,9,1,1,2,2,9,2,2,1,9
780,VICTORIA,British Columbia,1924 - ,16,1926.09.14-1928.06.05,2295,a4a7d1fa-870b-4590-a260-7e2f460d6e83,"TOLMIE, Hon. Simon Fraser",6831,0.6277,Conservative (1867-1942),"Farmer, public servant, rancher, veterinary surgeon",,0,4,,,,,,,,,,Resignation: 1928.06.05,,,9,2,2,1,1,1,9,9,9,9,1,1,1,2,1,1,1,2,1,2,9,2,9,9,9,9,2,1,1,2,9,9,1,1,1,2,1,9,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
71,BRANTFORD CITY,Ontario,1924 - 1947,16,1926.09.14,2304,a5303c97-4d89-48d9-9824-45bc13cd0aad,"RYERSON, Robert Edwy",7070,0.5412,Conservative (1867-1942),"Grocer, merchant",,0,2,,,,,,,,,,,,,9,2,2,9,1,9,9,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,9,9,9,1,1,9,9,1,1,2,9,9,9,2,9,9,1,1,1,2,2,1,9,9,9,1,1,1,1,1,1,1,2,2,1,1,2,9,9,9,9,1,1,9,1,9,2,2,2,2,1,1,1,2,1,2,1,9,9,9,1,2,2,9,2,1,2,1
764,VANCOUVER SOUTH,British Columbia,1914 - 1996,16,1926.09.14,2307,a5878456-2673-465c-9534-72a6e7428cb7,"LADNER, Leon Johnson",9762,0.5601,Conservative (1867-1942),Lawyer,,0,3,,,,,,,,,,,,,9,2,2,1,9,9,9,1,9,9,1,1,1,2,1,1,9,2,1,2,2,9,9,9,1,9,9,9,9,2,1,9,9,1,1,2,1,2,1,2,9,9,9,1,1,1,2,9,2,1,2,1,1,9,9,9,1,9,2,2,1,9,9,1,1,2,2,9,9,9,1,9,1,2,1,2,9,2,1,2,9,9,9,9,9,2,2,1,1,1,2,1,2,1
37,BEAUHARNOIS,Quebec,1867 - 1933,16,1926.09.14,2319,a6118e5f-21ea-4604-b78b-56ad3aa2b56e,"RAYMOND, Maxime",4843,0.6223,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,2,2,1,2,9,9,9,9,2,1,2,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9,9,2,9,2,9,9,9,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,2,1,9,1,2,2,1,2,2,9,9,1,1,2,2,9,2,2,1,9
582,QUEBEC WEST,Quebec,1867 - 1933,16,1926.09.14,2320,a616913c-8355-462b-913e-e3acbfdb8a99,"PARENT, George",7501,0.5359,Liberal Party of Canada,Lawyer,,1,6,,,,,,,,,,,,,2,9,9,2,1,9,2,9,9,9,9,9,9,9,9,9,9,2,2,1,1,9,2,9,9,9,9,9,2,2,1,9,1,9,9,9,9,2,2,9,9,9,9,2,2,9,1,2,2,2,1,9,9,9,9,2,9,2,9,1,2,2,9,9,9,9,9,9,9,9,9,2,2,1,2,9,1,1,2,2,1,2,2,9,9,9,9,9,9,9,2,2,1,2
351,L'ISLET,Quebec,1867 - 1933,16,1926.09.14,2321,a63343dc-e727-4871-b2c0-a429c5621416,"FAFARD, J. Fernand",3619,0.5642,Liberal Party of Canada,Land surveyor,,1,4,,,,,,,,,,,,,9,9,9,2,1,2,2,9,9,9,2,9,9,9,9,9,2,2,2,1,1,1,9,9,2,2,9,1,2,2,1,9,1,9,9,2,9,1,2,9,9,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,9,2,9,9,2,9,2,2,9,9,9,9,9,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2
574,PROVENCHER,Manitoba,1871 - ,16,1926.09.14,2323,a638ffca-3e58-4c73-af5b-001d8d62aeda,"BEAUBIEN, Arthur-Lucien",accl.,,Liberal Progressive,Farmer,,1,3,,,,,,,,,,,,,9,2,1,2,1,2,2,2,2,1,2,2,1,9,9,2,2,2,2,1,1,1,2,1,2,2,9,9,2,2,1,2,9,2,2,1,2,9,2,1,9,2,9,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,9,2,9,9,9,9,9,2,9,9,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2
707,STORMONT,Ontario,1924 - 1966,16,1926.09.14,2329,a68c70ac-00a6-4ecf-b8b7-74f27f2af83c,"SMITH, Arnold Neilson",6623,0.5212,Liberal Party of Canada,Shipowner,,0,1,,,,,,,,,,,,,2,2,1,9,1,2,2,2,2,1,9,1,1,9,2,2,9,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,9,2,2,2,2,2,1,2,9,9,9,1,2,2,2,1,9,2,9,9,9,2,2,9,9,2,9,9,1,9,9,9,2,2,1,9,2,9,9,2,1,1,1,2,2,1,2,2,9,9,1,1,2,2,2,2,2,1,2
797,WELLINGTON SOUTH,Ontario,1867 - 1966,16,1926.09.14,2354,a8b2b613-dd5c-4a22-8f22-c0e4f180c7b6,"GUTHRIE, Hon. Hugh",8515,0.5327,Conservative (1867-1942),Lawyer,,0,8,,,,,,,,,,,,,2,9,9,1,1,1,2,9,1,2,1,1,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,2,9,9,9,1,1,9,9,9,9,1,2,1,2,9,9,9,1,1,1,1,2,2,1,1,9,9,1,9,9,9,9,9,9,1,9,9,9,9,1,1,9,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9
401,LONDON,Ontario,1867 - 1966,16,1926.09.14,2357,a8c95255-a23d-419d-8f46-9ba15fe55968,"WHITE, John Franklin",12249,0.5179,Conservative (1867-1942),Industrialist,,0,3,,,,,,,,,,,,,9,9,9,9,1,1,2,9,1,2,1,1,1,2,9,9,9,2,1,9,2,2,9,1,1,1,9,1,1,2,9,9,9,1,1,1,9,2,1,9,1,9,1,1,1,2,2,1,2,1,2,9,9,9,1,1,1,1,2,2,9,9,9,9,1,9,9,9,9,9,1,1,1,2,9,2,1,2,9,9,9,9,1,2,2,2,2,1,1,1,2,1,2,9
398,LINCOLN,Ontario,1903 - 1996,16,1926.09.14,2378,a9cdd2aa-c5b3-4f22-97b4-76fb3d719fd2,"CHAPLIN, Hon. James Dew",11475,0.6738,Conservative (1867-1942),Businessman,,0,4,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,2,1,1,9,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,9,1,2,1,9,9,1,9,1,1,1,2,1,9,1,2,1,1,9,1,1,9,9,2,2,1,1,9,1,1,2,2,9,9,9,9,1,1,2,1,2,9,2,9,9,2,1,1,9,9,2,2,1,1,1,2,1,2,1
762,VANCOUVER NORTH,British Columbia,1924 - 1947,16,1926.09.14,2402,abb9e2c0-4713-401f-b0df-22b77db37572,"MCRAE, Alexander Duncan",5080,0.468,Conservative (1867-1942),"Farmer, lumber merchant",,0,1,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,1,9,1,2,1,1,1,1,1,1,1,2,2,1,1,9,1,1,2,2,1,1,9,1,1,1,2,1,2,1,2,1,2,9,9,1,9,9,2,2,1,1,9,2,1,2,1
563,PRESCOTT,Ontario,1867 - 1952,16,1929.07.29,2427,adeb470e-95a5-4d1a-9fd9-e72a81a909e3,"BERTRAND, Elie Oscar",5152,0.5912,Liberal Party of Canada,Merchant,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,2,2,1,2,1,1,1,2,9,9,9,2,1,1,1,1,2,2,2,2,2,1,2
613,RICHMOND--WOLFE,Quebec,1867 - 1966,16,1926.09.14,2446,af70e3dd-d0c4-4f3a-bb49-71bab5656aea,"TOBIN, Edmund William",8788,0.6328,Liberal Party of Canada,"Lumber merchant, manufacturer, merchant",,0,8,,,,,,,,,,,,,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,2,2,9,9,1,2,9,2,2,9,9,2,2,1,9,9,9,9,9,9,1,2,9,9,9,2,2,2,2,1,2,2,2,1,9,2,2,2,2,2,9,1,1,9,2,9,9,9,1,1,9,9,9,1,9,2,1,2,1,1,1,9,9,1,2,2,9,9,9,9,9,2,9,2,2,1,9
518,OTTAWA (CITY OF),Ontario,,16,1926.09.14,2453,afd242bf-0716-4999-9cb7-7c982b37a43f,"EDWARDS, Gordon Cameron",22950,0.2564,Liberal Party of Canada,Lumber merchant,,0,1,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,2,2,1,9,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
