Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H15S1V001,H15S1V002,H15S1V003,H15S1V004,H15S1V005,H15S1V006,H15S1V007,H15S1V008,H15S1V009,H15S1V010,H15S1V011,H15S1V012,H15S1V013,H15S1V014,H15S1V015,H15S1V016,H15S1V017,H15S1V018,H15S1V019,H15S1V020,H15S1V021,H15S1V022,H15S1V023,H15S1V024,H15S1V025,H15S1V026,H15S1V027
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,01.15.1926,02.01.1926,02.02.1926,02.03.1926,02.05.1926,02.05.1926,02.08.1926,02.16.1926,03.02.1926,03.02.1926,03.03.1926,05.06.1926,05.19.1926,05.19.1926,05.19.1926,06.01.1926,06.16.1926,06.16.1926,06.25.1926,06.26.1926,06.26.1926,06.26.1926,06.29.1926,06.30.1926,06.30.1926,06.30.1926,07.02.1926
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,
51,BONAVENTURE,Quebec,1867 - 1971,15,1925.10.29,1896,8844037f-c912-404d-a505-6bf56321dd9a,"MARCIL, Hon. Charles",4344,0.5324,Liberal Party of Canada,Journalist,,1,7,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,9,9,9,9,1,1,1,1,1,1,2,9,9
648,ST. LAWRENCE--ST. GEORGE,Quebec,1914 - 1947,15,1925.10.29,1950,8c3c5f1e-ca27-4173-b0cf-e45c76058ebe,"CAHAN, Charles Hazlitt",6509,0.5384,Conservative (1867-1942),"Counsel, lawyer, newspaper editor",,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,9,9,2,2,2,2,2,2,1,2,2
432,MEGANTIC,Quebec,1867 - 1933,15,1925.10.29,1998,8f7d3a4d-4568-4969-94f2-d6b8b2df15d9,"ROBERGE, Eusebe",6929,0.6799,Liberal Party of Canada,Merchant,,1,2,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
243,GLOUCESTER,New Brunswick,1867 - 1990,15,1925.10.29,2021,9127fb05-a594-4ad3-acba-8368e4391ae4,"ROBICHAUD, Jean George",6254,0.5426,Liberal Party of Canada,Fish merchant,,1,2,,,,,,,,,,,,,2,2,2,2,2,1,1,9,1,1,1,9,2,1,9,9,2,2,1,1,1,1,1,1,2,1,1
686,SIMCOE NORTH,Ontario,1867 - ,15,1925.10.29,2030,91930a35-bc92-459a-b10f-a32cc5d218fe,"BOYS, William Alves",6885,0.5224,Conservative (1867-1942),Barrister,,0,4,,,,,,,,,,,,,1,1,1,1,1,2,2,9,9,2,2,9,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
1238,CALGARY EAST,Alberta,1924 - 1952,15,1925.10.29,2089,95f25a9a-2b76-4d28-bd3a-56d8aa0336d5,"DAVIS, Fred",5560,0.4716,Conservative (1867-1942),Farmer,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,9,9,9,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
685,SIMCOE EAST,Ontario,1882 - 1966,15,1925.10.29,2108,9714db57-64d0-4e99-be0a-cced0159e421,"THOMPSON, Alfred Burke",7658,0.525,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
831,WRIGHT,Quebec,1892 - 1947,15,1925.10.29,2112,97506db1-a520-445c-8df7-11933204bbb5,"PERRAS, Fizalane William",4685,0.5411,Liberal Party of Canada,Lumber merchant,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
76,BROME--MISSISQUOI,Quebec,1924 - 1966,15,1925.10.29,2132,99366acd-f4fd-4963-9ed0-49799ff7500e,"KAY, William Frederic",6804,0.567,Liberal Party of Canada,Farmer,,0,4,,,,,,,,,,,,,2,9,9,9,2,1,1,2,1,1,1,1,2,1,9,9,2,2,1,1,1,1,1,1,2,1,1
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,15,1925.10.29,2156,9ac50507-8652-4cd5-a135-fa8200b2fc0c,"MACLAREN, Murray",14623,0.3134,Conservative (1867-1942),"Physician, surgeon",,0,2,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,9,9,1,1,2,2,2,2,2,2,1,2,2
431,MEDICINE HAT,Alberta,1907 - ,15,1925.10.29,2160,9af5baa0-61a7-412e-9dc2-ec6e56f68e3e,"GERSHAW, Frederick William",4383,0.497,Liberal Party of Canada,Physician,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,9,9,9,1,2,1,1,1,9,9,1,1,1,1,1,1,2,9,9
363,LAMBTON EAST,Ontario,1882 - 1933,15,1925.10.29,2169,9b9087eb-6add-462b-bc28-48898b45eb69,"ARMSTRONG, Joseph E.",5611,0.4601,Conservative (1867-1942),"Farmer, manufacturer, oilman",,0,6,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
2,ACADIA,Alberta,1924 - 1966,15,1925.10.29,2230,9fe39079-b761-44a0-b593-a189fdacac26,"GARDINER, Robert",5362,0.6387,Progressive,Farmer,,0,3,,,,,,,,,Scotland,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1
576,QU'APPELLE,Saskatchewan,1905 - 1966,15,1925.10.29,2251,a1744cb8-5f98-47d2-80e0-a977df75578a,"MILLAR, John",5272,0.534,Progressive,"Farmer, teacher",,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
346,KOOTENAY EAST,British Columbia,1914 - 1966,15,1925.10.29,2256,a22845f9-5c3c-47c8-8b08-3a8d5cbf5169,"KING, Hon. James Horace",4446,0.5599,Liberal Party of Canada,Physician,,0,2,,1,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
594,REGINA,Saskatchewan,1907 - 1933,15,1925.10.29-1926.02.20 ,2273,a39a4ad6-eee0-4eb5-804b-d0b67206c670,"DARKE, Francis Nicholson",7478,0.4932,Liberal Party of Canada,"Agent, butcher and meat cutter, merchant, wholesaler",,0,1,,,,,,,,,,Resignation. To allow C.A. Dunning to run for office: 1926.02.20 ,,,2,2,2,2,2,1,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
263,HALIFAX,Nova Scotia,1867 - ,15,1925.10.29,2280,a3f7af51-7840-4658-9556-225a76696410,"QUINN, Felix Patrick",17996,0.3091,Conservative (1867-1942),Industrialist,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
585,QUEBEC SOUTH,Quebec,1914 - 1966,15,1925.10.29,2293,a47e2fa3-277a-47c3-8868-2fc0fdddd05a,"POWER, Charles Gavan",6780,0.5703,Liberal Party of Canada,Lawyer,,0,3,,,,,,,,,,,,,2,2,2,2,9,9,9,2,9,1,1,1,2,1,9,9,2,9,1,1,1,1,9,9,9,9,9
780,VICTORIA,British Columbia,1924 - ,15,1925.10.29,2295,a4a7d1fa-870b-4590-a260-7e2f460d6e83,"TOLMIE, Hon. Simon Fraser",6926,0.6,Conservative (1867-1942),"Farmer, public servant, rancher, veterinary surgeon",,0,3,,1,,,,,,,,,,,1,1,1,1,1,2,9,1,9,9,9,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
71,BRANTFORD CITY,Ontario,1924 - 1947,15,1925.10.29,2304,a5303c97-4d89-48d9-9824-45bc13cd0aad,"RYERSON, Robert Edwy",7395,0.5989,Conservative (1867-1942),"Grocer, merchant",,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
764,VANCOUVER SOUTH,British Columbia,1914 - 1996,15,1925.10.29,2307,a5878456-2673-465c-9534-72a6e7428cb7,"LADNER, Leon Johnson",8587,0.4727,Conservative (1867-1942),Lawyer,,0,2,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
824,WINNIPEG SOUTH,Manitoba,1914 - 1976,15,1925.10.29,2311,a5a56521-a20b-4265-a2ac-40ae006805ca,"ROGERS, Hon. Robert",7017,0.4491,Conservative (1867-1942),"Business executive, gentleman, merchant",,0,2,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
37,BEAUHARNOIS,Quebec,1867 - 1933,15,1925.10.29,2319,a6118e5f-21ea-4604-b78b-56ad3aa2b56e,"RAYMOND, Maxime",4724,0.5944,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,9,1,1,1,2,1,1,9,2,9,1,1,1,1,1,1,2,1,1
582,QUEBEC WEST,Quebec,1867 - 1933,15,1925.10.29,2320,a616913c-8355-462b-913e-e3acbfdb8a99,"PARENT, George",7561,0.5551,Liberal Party of Canada,Lawyer,,1,5,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,9,2,1,1,1,1,1,1,2,1,1
351,L'ISLET,Quebec,1867 - 1933,15,1925.10.29,2321,a63343dc-e727-4871-b2c0-a429c5621416,"FAFARD, Joseph-Ferdinand",3516,0.5907,Liberal Party of Canada,Land surveyor,,1,3,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,9,1,1,1,1,1,1,2,1,1
574,PROVENCHER,Manitoba,1871 - ,15,1925.10.29,2323,a638ffca-3e58-4c73-af5b-001d8d62aeda,"BEAUBIEN, Arthur-Lucien",2736,0.5074,Progressive,Farmer,,1,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
476,NEEPAWA,Manitoba,1914 - 1947,15,1925.10.29,2345,a806b300-a8b2-447e-8b6a-0a432698daca,"MURPHY, Thomas Gerow",3461,0.4023,Conservative (1867-1942),Pharmacist,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
797,WELLINGTON SOUTH,Ontario,1867 - 1966,15,1925.10.29,2354,a8b2b613-dd5c-4a22-8f22-c0e4f180c7b6,"GUTHRIE, Hon. Hugh",9096,0.5293,Conservative (1867-1942),Lawyer,,0,7,,1,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
401,LONDON,Ontario,1867 - 1966,15,1925.10.29,2357,a8c95255-a23d-419d-8f46-9ba15fe55968,"WHITE, John Franklin",12260,0.5463,Conservative (1867-1942),Industrialist,,0,2,,,,,,,,,,,,,1,1,1,1,9,9,9,1,9,9,9,2,1,2,9,9,9,9,2,2,2,2,2,2,1,2,9
587,QUEEN'S,Prince Edward Island,1903 - 1966,15,1925.10.29,2376,a9bd599f-0712-491a-84e7-cf5fa1249115,"MESSERVY, John Albert",7432,0.2445,Conservative (1867-1942),Industrialist,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,9,2,2,2,2,2,2,1,9,9
398,LINCOLN,Ontario,1903 - 1996,15,1925.10.29,2378,a9cdd2aa-c5b3-4f22-97b4-76fb3d719fd2,"CHAPLIN, James Dew",12054,0.6698,Conservative (1867-1942),Businessman,,0,3,,1,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
613,RICHMOND--WOLFE,Quebec,1867 - 1966,15,1925.10.29,2446,af70e3dd-d0c4-4f3a-bb49-71bab5656aea,"TOBIN, Edmund William",7292,0.6641,Liberal Party of Canada,"Lumber merchant, manufacturer, merchant",,0,7,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
252,GREY NORTH,Ontario,1867 - 1966,15,1925.10.29,2464,b0d8dd61-4fd0-47e2-b76b-237df6cb80c9,"DUNCAN, Matthew Robert",6861,0.5168,Conservative (1867-1942),Merchant,,0,2,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,9
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,15,1926.02.15,2469,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,"KING, Rt. Hon. William Lyon Mackenzie",7920,0.775,Liberal Party of Canada,"Author, editor, gentleman, journalist, labour expert, lawyer, senior public servant",,0,4,,1,,,,,,,,,,,99,99,99,99,99,99,99,9,9,9,9,1,9,9,9,9,2,2,1,1,1,1,1,1,2,1,1
400,LISGAR,Manitoba,1871 - 1987,15,1925.10.29,2479,b1d5c682-1934-44e3-8c98-235be860bb63,"BROWN, John Livingstone",3112,0.5321,Progressive,"Farmer, minister",,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
757,VANCOUVER CENTRE,British Columbia,1914 - ,15,1925.10.29,2491,b2723513-c609-4a5c-87f4-bd7c225ccd75,"STEVENS, Hon. Henry Herbert",9458,0.4847,Conservative (1867-1942),"Accountant, broker, grocer",,0,4,,1,,,,,,,England,,,,1,1,1,1,1,2,2,1,2,2,2,9,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
626,RUSSELL,Ontario,1867 - 1966,15,1925.10.29,2495,b2ba480d-9a02-4109-a93b-3a73f8d0d540,"GOULET, Alfred",8419,0.5709,Liberal Party of Canada,Merchant,,1,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
741,TORONTO NORTHWEST,Ontario,1924 - 1933,15,1925.10.29,2511,b4773d7c-fb30-477a-9d14-c076e60905ac,"CHURCH, Thomas Langton",16329,0.7551,Conservative (1867-1942),Barrister,,0,2,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,9
492,NORFOLK--ELGIN,Ontario,1924 - 1933,15,1925.10.29,2521,b518c3e0-9d1a-43c2-8a1e-a14029b83b97,"STANSELL, John Lawrence",8145,0.5314,Conservative (1867-1942),"Breeder, farmer",,0,2,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
411,MACDONALD,Manitoba,1892 - 1947,15,1925.10.29,2525,b54e3a9e-15eb-4530-ac26-da6562febcf2,"LOVIE, William James",5346,0.6188,Progressive,Farmer,,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,9
796,WELLINGTON NORTH,Ontario,1867 - 1952,15,1925.10.29,2538,b67b7030-8122-4f9c-b2df-e18a412a6f0f,"SINCLAIR, Duncan",4152,0.552,Conservative (1867-1942),"Gentleman, salesman",,0,1,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
594,REGINA,Saskatchewan,1907 - 1933,15,1926.03.16,2553,b7bab241-2a80-47dc-b8e0-c1334a0b5abb,"DUNNING, Hon. Charles Avery",accl.,,Liberal Party of Canada,Farmer,,0,1,,1,,,,,,,England,,,,99,99,99,99,99,99,99,99,99,99,99,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
103,CALGARY WEST,Alberta,1914 - 1952,15,1925.10.29,2579,b9296f13-96f7-4c62-a577-63a5fc91ac2f,"BENNETT, Hon. Richard Bedford",10256,0.6294,Conservative (1867-1942),"Barrister, lawyer, teacher",,0,2,,1,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,9,1,1,9,9,9,9,9,9,9,9,9
855,YORK--SUNBURY,New Brunswick,1914 - 1987,15,1925.10.29,2585,b9befc64-819d-4523-8a07-915e74257442,"HANSON, Richard Burpee",8636,0.7292,Conservative (1867-1942),Barrister,,0,3,,,,,,,,,,,,,1,1,1,9,9,9,9,1,9,9,9,2,1,2,9,9,1,9,2,2,2,2,2,2,1,2,2
625,ROYAL,New Brunswick,1914 - 1966,15,1925.10.29,2591,b9fb0d72-3610-42f4-991a-66ed1ca6b876,"JONES, George B.",7485,0.5714,Conservative (1867-1942),"Business executive, merchant",,0,2,,1,,,,,,,,,,,1,1,1,1,1,2,2,1,9,9,9,2,1,2,2,9,9,1,2,2,2,2,2,2,1,2,2
633,ST. HENRI,Quebec,1924 - 1933,15,1925.10.29,2635,bd0b7691-bf15-4026-ab2e-767ae78f819d,"MERCIER, Paul",11829,0.8064,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,9,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
137,CHARLEVOIX--SAGUENAY,Quebec,1924 - 1947,15,1925.10.29,2638,bd9b695e-03eb-4481-be01-3402cff4d261,"CASGRAIN, Pierre-Francois",8312,0.7227,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,2,2,2,2,2,1,1,9,9,1,1,9,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
58,BOW RIVER,Alberta,1914 - 1966,15,1925.10.29,2653,bec983fd-5d93-4fb8-b921-3a1d702cbebd,"GARLAND, Edward Joseph",3773,0.4305,Progressive,Farmer,,0,2,,,,,,,,,Ireland,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1
605,RESTIGOUCHE--MADAWASKA,New Brunswick,1914 - 1966,15,1925.10.29,2654,bec9d84a-1e07-4e59-af25-2f7437f9a4e6,"CULLIGAN, Arthur",6374,0.5652,Conservative (1867-1942),"Farmer, lumberman",,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,9,2,2,2,9,1,2,9,9,9,9,2,2,2,2,2,2,1,2,9
131,CHAMPLAIN,Quebec,1867 - 2003,15,1925.10.29,2668,bfcd5cb3-fa89-4dc9-9a43-f7cd41753640,"DESAULNIERS, Arthur Lesieur",9423,0.6508,Liberal Party of Canada,Merchant,,1,3,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,9
1269,THREE RIVERS--ST. MAURICE,Quebec,1924 - 1933,15,1925.10.29,2678,c083d76e-c0b0-4025-8cd9-98115deb241c,"BETTEZ, Arthur",10285,0.5623,Liberal Party of Canada,Accountant,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
477,NELSON,Manitoba,1914 - 1933,15,1925.10.29,2688,c111b992-19d9-4d12-9d89-aecc72e09544,"BIRD, Thomas William",2485,0.5369,Progressive,Clergyperson,,0,2,,,,,,,,,England,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
621,ROSETOWN,Saskatchewan,1924 - 1933,15,1925.10.29,2708,c2394337-f8ed-4555-877d-cc6d79e6700e,"EVANS, John",2974,0.3973,Progressive,Farmer,,0,2,,,,,,,,,Wales,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
707,STORMONT,Ontario,1924 - 1966,15,1925.10.29,2729,c3f33678-9b56-45b0-8b98-54840d08a96a,"HAMILTON, Charles James",5706,0.5141,Conservative (1867-1942),Physician,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,9,2,1,1,2,2,2,2,2,2,1,2,2
778,VICTORIA,Ontario,1903 - 1966,15,1925.10.29,2741,c4a99832-e80f-4388-8e64-c14b25943a41,"STINSON, Thomas Hubert",8632,0.5787,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,9,9,2,2,2,9,1,9,9,9,1,1,2,2,2,2,2,2,1,2,2
30,BATTLE RIVER,Alberta,1914 - 1952,15,1925.10.29,2753,c59fd096-6883-4701-81c3-6f45cd624771,"SPENCER, Henry Elvins",5067,0.6039,Progressive,"Farmer, printer, publisher",,0,2,,,,,,,,,England,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1
187,DURHAM,Ontario,1903 - 1966,15,1925.10.29,2759,c61f7227-e070-4bee-8ddb-338d2405a4e0,"BOWEN, Fred Wellington",7020,0.5361,Conservative (1867-1942),Farmer,,0,2,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
47,BERTHIER--MASKINONGE,Quebec,1924 - 1952,15,1925.10.29,2769,c69cdaf8-e0f0-4832-80f2-b1790e333990,"GERVAIS, Joseph-Charles-Theodore",6664,0.6098,Liberal Party of Canada,Physician,,1,3,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
323,KAMOURASKA,Quebec,1867 - 1976,15,1925.10.29,2786,c7877003-a7b3-48bd-96df-1091b52e294b,"BOUCHARD, Georges",4425,0.6026,Liberal Party of Canada,"Agrologist, teacher",,1,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,9,1,2,2,1,1,1,1,1,1,2,1,1
487,NIPISSING,Ontario,1892 - 2003,15,1925.10.29,2788,c79f8b15-291f-4d63-9bbb-62940ee95419,"LAPIERRE, Edmond Anthony",9128,0.5027,Liberal Party of Canada,Sales representative,,1,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
612,RICHMOND--WEST CAPE BRETON,Nova Scotia,1924 - 1933,15,1925.10.29,2797,c838192a-4657-4b91-a1b7-3a009c93343f,"MACDONALD, John Alexander",3962,0.5492,Conservative (1867-1942),Physician,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
213,ESSEX EAST,Ontario,1924 - 1966,15,1925.10.29,2824,ca28dee6-12e2-47ac-ab0a-584fb493a400,"MORAND, Raymond",6052,0.5083,Conservative (1867-1942),"Lecturer, physician",,0,1,,1,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
17,ANTIGONISH--GUYSBOROUGH,Nova Scotia,1914 - 1966,15,1925.10.29,2833,caf95693-3e52-4de2-93d7-a05d2dbc295f,"MACDONALD, Hon. Edward Mortiner",6135,0.5253,Liberal Party of Canada,Lawyer,,0,5,,1,,,,,,,,,,,2,2,2,9,2,1,9,2,9,9,9,1,2,1,1,9,2,9,1,1,1,1,1,1,2,1,1
250,GRENVILLE--DUNDAS,Ontario,1924 - 1966,15,1925.10.29,2874,cdd10c21-6c0d-459f-a8a0-99d3c72da7b1,"CASSELMAN, Arza Clair",8175,0.6103,Conservative (1867-1942),"Barrister, lawyer",,0,2,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,9,9,1,1,2,2,2,2,2,2,1,2,2
63,BRANT,Ontario,1903 - 1947,15,1925.10.29,2887,ceffab7f-3b3b-43ea-a168-f43a4e8b34af,"SMOKE, Franklin",4151,0.5668,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,15,1925.10.29-1926.01.15,2888,cf5757bd-25a0-4d2d-945f-8d279a69537a,"MCDONALD, Charles",5301,0.5121,Liberal Party of Canada,Pharmacist,,0,1,,,,,,,,,,Resignation. To allow W.L. Mackenzie King to run for office: 1926.01.15,,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
559,PORTAGE LA PRAIRIE,Manitoba,1903 - 1947,15,1925.10.29,2897,d02a7b53-dad0-4944-82b0-aed9054a7bc2,"MEIGHEN, Rt. Hon. Arthur",5817,0.5395,Conservative (1867-1942),Lawyer,,0,5,,1,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,9,9,9,2,1,1,2,2,2,2,9,9,9,9,9
388,LEEDS,Ontario,1903 - 1976,15,1925.10.29,2906,d0fdc43a-2bf2-47f2-a4e7-5e122182e613,"STEWART, Hugh Alexander",8931,0.5718,Conservative (1867-1942),Barrister,,0,2,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
587,QUEEN'S,Prince Edward Island,1903 - 1966,15,1925.10.29,2917,d208b147-f7dc-4e86-a548-08a727ed7524,"JENKINS, Robert Harold",8167,0.2687,Liberal Party of Canada,"Investment dealer, merchant",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,9,9,9,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
570,PRINCE EDWARD--LENNOX,Ontario,1924 - 1966,15,1925.10.29,2929,d2b6bc8c-64ad-485c-9138-2e83f8a47ada,"HUBBS, John",6435,0.5302,Conservative (1867-1942),"Canner, manufacturer",,0,2,,,,,,,,,,,,,1,1,1,1,1,2,9,1,9,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
639,ST. JAMES,Quebec,1892 - 1947,15,1925.10.29,2963,d5513859-e07e-4492-ae07-70bda3037018,"RINFRET, Louis-Edouard-Fernand",12080,0.7477,Liberal Party of Canada,"Author, editor, journalist, professor",,1,3,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
185,DUFFERIN--SIMCOE,Ontario,1924 - 1966,15,1925.10.29,2968,d5828758-1cba-4fc0-85ba-bc61c620ed60,"ROWE, William Earl",8942,0.601,Conservative (1867-1942),"Farmer, rancher",,0,1,,,,,,,,,United States,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
785,VICTORIA--CARLETON,New Brunswick,1914 - 1966,15,1925.10.29,2973,d5ae30da-d815-4b9b-a1fc-59b8f78af794,"FLEMMING, James Kidd",6859,0.5763,Conservative (1867-1942),Lumberman,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,9,1,9,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,9
551,PONTIAC,Quebec,1867 - 1947,15,1925.10.29,2977,d5ebc186-4009-4db8-86b0-4782e041793e,"CAHILL, Frank S.",7562,0.4923,Liberal Party of Canada,"Broker, clerk, real estate broker",,0,3,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,9,9,1,9,9,9,9,2,9,1,1,1,1,1,1,2,1,1
