Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H15S1V001,H15S1V002,H15S1V003,H15S1V004,H15S1V005,H15S1V006,H15S1V007,H15S1V008,H15S1V009,H15S1V010,H15S1V011,H15S1V012,H15S1V013,H15S1V014,H15S1V015,H15S1V016,H15S1V017,H15S1V018,H15S1V019,H15S1V020,H15S1V021,H15S1V022,H15S1V023,H15S1V024,H15S1V025,H15S1V026,H15S1V027
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,01.15.1926,02.01.1926,02.02.1926,02.03.1926,02.05.1926,02.05.1926,02.08.1926,02.16.1926,03.02.1926,03.02.1926,03.03.1926,05.06.1926,05.19.1926,05.19.1926,05.19.1926,06.01.1926,06.16.1926,06.16.1926,06.25.1926,06.26.1926,06.26.1926,06.26.1926,06.29.1926,06.30.1926,06.30.1926,06.30.1926,07.02.1926
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,
141,CHATEAUGUAY--HUNTINGDON,Quebec,1914 - 1947,15,1925.10.29,824,3c716a03-43b1-401d-820f-7921b10e5565,"ROBB, Hon. James Alexander",5270,0.565,Liberal Party of Canada,"Merchant, miller",,0,5,,1,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
593,RED DEER,Alberta,1907 - ,15,1925.10.29,834,3cd49ad9-d55c-4fbe-b68e-e250641d1448,"SPEAKMAN, Alfred",3851,0.4616,United Farmers of Alberta,Farmer,,0,2,,,,,,,,,Scotland,,,,2,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
367,LANARK,Ontario,1914 - 1966,15,1925.10.29,835,3d62cecf-ea76-4b2c-983f-8819c7b24859,"PRESTON, Richard Franklin",7620,0.6331,Conservative (1867-1942),Physician,,0,2,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
80,BRUCE NORTH,Ontario,1867 - 1933,15,1925.10.29,852,3e478f06-ec31-4aa2-afb1-2c41dbd6f925,"MALCOLM, James",3839,0.3903,Liberal Party of Canada,Industrialist,,0,2,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,9
545,PERTH SOUTH,Ontario,1867 - 1933,15,1925.10.29,871,3f352a5f-24ea-483a-8a69-c81fe4b99ab9,"SANDERSON, Frederick George",4455,0.5244,Liberal Party of Canada,"Agent, farmer, manufacturer",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,9,9,2,2,1,1,1,1,1,1,2,1,1
417,MAISONNEUVE,Quebec,1892 - 1933,15,1925.10.29,929,439c98b7-9195-4068-acf3-b8d0e206f912,"ROBITAILLE, Clement",12624,0.5953,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,9,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
590,QUEENS--LUNENBURG,Nova Scotia,1924 - 1947,15,1925.10.29,937,441e220e-1526-47d2-9b2f-ab5619ae3aac,"DUFF, William",9219,0.5103,Liberal Party of Canada,"Fish merchant, merchant, shipowner",,0,3,,,,,,,,,,,,,2,2,2,2,2,1,1,2,9,9,9,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
18,ARGENTEUIL,Quebec,1867 - 1947,15,1925.10.29,938,4430053b-1f47-481d-9354-7a7535f63be9,"PERLEY, Sir George H.",3921,0.5131,Conservative (1867-1942),Lumber merchant,,0,4,,1,,,,,,,United States,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,9,9,9,9,2,2,2,2,2,2,1,9,9
303,HURON NORTH,Ontario,1914 - 1952,15,1925.10.29,980,471dbe2d-0270-4bf0-8927-e905bf560aa8,"KING, John Warwick",5340,0.5081,Progressive,"Farmer, teacher",,0,2,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,9,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
443,MIDDLESEX WEST,Ontario,1867 - 1966,15,1925.10.29-1926.03.07 and 1926.03.29,985,477fcb57-55d6-4cb8-a32d-6872b0a608bd,"ELLIOTT, Hon. John Campbell",4926,0.4363,Liberal Party of Canada,"Lawyer, solicitor",,0,1,,1,,,,,,,,Resignation. Appointed Minister of Labour: Û,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
816,WILLOW BUNCH,Saskatchewan,1924 - 1933,15,1925.10.29,986,47969277-16b5-4c4d-8952-7027b8806eb1,"DONNELLY, Thomas",5506,0.4935,Liberal Party of Canada,"Physician, principal, teacher",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,9,9,9,1,2,1,9,1,2,2,1,1,1,1,1,1,2,1,1
833,YALE,British Columbia,1914 - 1952,15,1925.10.29,1025,4aa810f9-1c2b-42a6-95c4-d4e382d264a1,"STIRLING, Grote",7573,0.6086,Conservative (1867-1942),"Civil engineer, fruit grower",,0,2,,,,,,,,,England,,,,1,1,1,1,1,2,2,1,2,2,2,2,9,2,2,2,1,1,2,2,2,2,2,2,1,2,2
471,MUSKOKA--ONTARIO,Ontario,1924 - 1947,15,1925.10.29,1032,4be4381a-0630-418f-b3aa-6b95dcd88e09,"MCGIBBON, Peter",9184,0.6209,Conservative (1867-1942),Physician,,0,2,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,9,9,1,1,2,2,2,2,2,2,1,2,2
581,QUEBEC EAST,Quebec,1867 - 1966,15,1925.10.29,1050,4d5012f1-c091-43d5-b8fc-f6f7ac8afb9c,"LAPOINTE, Hon. Ernest",9193,0.5908,Liberal Party of Canada,Lawyer,,1,7,,1,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,15,1925.10.29,1052,4d768775-cb1a-4313-8cd2-2525e0351667,"BELL, Thomas",14250,0.3054,Conservative (1867-1942),"Lumber merchant, merchant",,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,9,9,9,9,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
287,HOCHELAGA,Quebec,1867 - 1978,15,1925.10.29,1068,4e8ef5b5-5275-4b7f-bb45-5328e39557a0,"ST-PERE, Edouard Charles",14741,0.757,Liberal Party of Canada,Journalist,,1,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,9,9,1,2,1,1,9,2,9,1,1,1,1,1,1,2,1,9
790,WATERLOO NORTH,Ontario,1867 - 1966,15,1925.10.29,1073,4f101a06-5792-4d8a-9130-5ba8fab659eb,"EULER, William Daum",8868,0.6557,Liberal Party of Canada,Businessman,,0,3,,,,,,,,,,,,,2,2,2,2,9,9,9,2,9,9,9,9,2,1,1,9,2,2,9,9,9,9,1,1,2,9,9
223,FORT WILLIAM,Ontario,1924 - 1976,15,1925.10.29,1074,4f144b8d-0f62-4502-b6eb-6bf2aa0faaad,"MANION, Hon. Robert James",6205,0.6868,Conservative (1867-1942),Physician,,0,3,,1,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,9,2,2,2,2,2,2,1,2,2
549,PETERBOROUGH WEST,Ontario,1867 - 1952,15,1925.10.29,1080,4f67ea43-a53e-4c7f-865e-f93d2df80a0d,"PECK, Edward Armour",9100,0.5604,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,England,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
562,PORTNEUF,Quebec,1867 - 2004,15,1925.10.29,1088,50213f53-4bd4-4a8f-a6eb-ae0ac7c0034d,"DELISLE, Michel-Simeon",6412,0.5241,Liberal Party of Canada,"Gentleman, merchant, person of independent means",,1,7,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
740,TORONTO NORTHEAST,Ontario,1924 - 1933,15,1925.10.29,1115,52af64cd-5d2d-482a-afff-f94833c2439c,"BAKER, Richard Langton",20877,0.7211,Conservative (1867-1942),Manufacturer,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
216,ESSEX SOUTH,Ontario,1882 - 1966,15,1925.10.29,1149,548a2ff3-1f52-4e62-ac08-965b22225e76,"GOTT, Eccles James",6851,0.5324,Conservative (1867-1942),Real estate broker,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2
289,HULL,Quebec,1914 - 1984,15,1925.10.29,1164,5564e3c6-63c0-4987-bf0f-fd4f2d0b4f64,"FONTAINE, Joseph-Eloi",10248,0.692,Liberal Party of Canada,Physician,,1,3,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
456,MONTMAGNY,Quebec,1867 - 1933,15,1925.10.29,1170,55e3b186-f829-4b7e-b9be-11d24e278940,"LAFLAMME, Leo Kemner",4070,0.5607,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,United States,,,,2,2,2,2,2,1,1,2,9,9,9,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
768,VAUDREUIL--SOULANGES,Quebec,1914 - 1966,15,1925.10.29,1186,56cdbd9c-51ba-4b07-9dc1-80826852902f,"WILSON, Lawrence A.",5554,0.767,Liberal Party of Canada,"Liquor merchant, wholesaler",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,9,2,9,9,9,1,2,1,9,1,2,2,1,1,1,1,1,1,2,9,9
1245,NORTH BATTLEFORD,Saskatchewan,1924 - 1947,15,1925.10.29,1211,58b4a1bb-c89d-408e-bc5c-59fbe257f973,"MCINTOSH, Cameron Ross",4204,0.4815,Liberal Party of Canada,"Journalist, printer, publisher, teacher",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,9,1,1,1,1,1,1,2,1,1
529,OXFORD NORTH,Ontario,1867 - 1933,15,1925.10.29,1218,594bcff6-ba72-46e7-863a-31cf961f1195,"SUTHERLAND, Donald Matheson",6243,0.5245,Conservative (1867-1942),Physician,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,15,1925.10.29,1272,5d23b71f-ca64-4954-b361-22c058f5662e,"BENOIT, Alderic-Joseph",4074,0.746,Liberal Party of Canada,"Farmer, hay and grain dealer",,1,2,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,9
239,GLENGARRY,Ontario,1924 - 1952,15,1925.10.29,1295,5f01e34f-fee7-4ee4-876a-c223abbd419b,"MACDONALD, Archibald John",2785,0.3511,Liberal Party of Canada,Merchant,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,9,1,1,1,2,1,9,9,2,2,1,1,1,1,1,1,2,1,1
822,WINNIPEG NORTH,Manitoba,1914 - 1997,15,1925.10.29,1301,5f73217f-27d7-4bec-9943-554ca0daade8,"HEAPS, Abraham Albert",4781,0.3907,Labour,"Agent, upholsterer",,0,1,,,,,,,,,England,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
396,LEVIS,Quebec,1867 - 1998,15,1925.10.29,1309,5fc11127-6221-488e-8a50-245110854a70,"DUSSAULT, J. Etienne",7192,0.5948,Liberal Party of Canada,"Contractor, editor, industrialist",,1,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,9
723,TERREBONNE,Quebec,1867 - 1996,15,1925.10.29,1313,5fe0a99b-215e-4a47-85c2-96d98e586cfc,"PREVOST, Jules-Edouard",6789,0.7224,Liberal Party of Canada,"Journalist, publisher",,1,3,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,9,9,9,9,1,1,1,1,1,9,9,9,9
440,MIDDLESEX EAST,Ontario,1867 - 1966,15,1925.10.29,1328,6109f7a9-5793-456e-b7e7-f02d6417b525,"HODGINS, Adam King",5220,0.4792,Conservative (1867-1942),"Automobile dealer, farmer",,0,1,,,,,,,,,,,,,1,1,1,1,1,2,9,1,9,9,9,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
336,KING'S,Prince Edward Island,1892 - 1966,15,1925.10.29,1338,616922c5-dc75-48e4-a764-c4133dc949b3,"MACDONALD, John Alexander",3758,0.5234,Conservative (1867-1942),"Exporter, merchant",,0,1,,1,,,,,,,,,,,1,1,1,1,1,2,2,9,9,9,9,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
810,WESTMORLAND,New Brunswick,1867 - 1966,15,1925.10.29,1366,63c0bb4b-1183-449f-bf74-4595fe5b7639,"PRICE, Otto Baird",11806,0.6028,Conservative (1867-1942),"Dental surgeon, dentist",,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,9,2
802,WENTWORTH,Ontario,1903 - 1966,15,1925.10.29,1371,64133edf-0990-42a2-9245-175d93050aae,"WILSON, Gordon Crooks",12970,0.7133,Conservative (1867-1942),"Agent, gentleman, merchant",,0,4,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
601,RENFREW SOUTH,Ontario,1867 - 1966,15,1925.10.29,1404,66e17e0d-0c1e-4f1c-8403-aa78f630bb20,"MALONEY, Martin James",6336,0.5626,Conservative (1867-1942),Physician,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,9,1,9,2,2,2,2,2,2,1,2,2
1242,DIGBY--ANNAPOLIS,Nova Scotia,1924 - 1933,15,1925.10.29,1408,6715abf3-8f04-4ce2-874d-869bd28d404f,"SHORT, Harry B.",7599,0.5128,Conservative (1867-1942),Manager,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,9,9,1,1,2,2,2,2,2,2,1,2,2
380,LAST MOUNTAIN,Saskatchewan,1914 - 1933,15,1925.10.29,1411,676d5632-265e-4f97-8979-b4ae2f9dc8c8,"FANSHER, William Russell",3359,0.4084,Progressive,Farmer,,0,1,,,,,,,,,,,,,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,9,2,1,2,2,2,2,2,2,1,2,2
316,JOLIETTE,Quebec,1867 - 1933,15,1925.10.29,1442,691705c6-e71f-4fae-a033-f5eeacf51c8d,"DENIS, Jean Joseph",5638,0.5781,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,2,2,2,2,9,9,9,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
164,CUMBERLAND,Nova Scotia,1867 - 1966,15,1925.10.29,1448,6992647b-0a25-401b-95c9-7607bb3775e9,"SMITH, Robert Knowlton",8492,0.5744,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
423,MAPLE CREEK,Saskatchewan,1914 - 1952,15,1925.10.29,1452,69b40009-2672-40cc-a92a-9325a27a9458,"SPENCE, George",4019,0.4084,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,Scotland,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
564,PRINCE,Prince Edward Island,1903 - 1966,15,1925.10.29,1453,69d2b29f-abec-4ff0-bf0e-2a7e2bd02ddf,"MACLEAN, Alfred Edgar",6692,0.5643,Liberal Party of Canada,"Farmer, rancher, trader",,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,9,9
846,YORK NORTH,Ontario,1867 - 2003,15,1925.10.29,1461,6a9ca10f-22b5-4595-97f9-12b681271dda,"LENNOX, Thomas Herbert",10028,0.5126,Conservative (1867-1942),Lawyer,,0,1,,,,,,,,,,,,,1,9,9,9,1,9,9,1,2,2,2,2,9,9,9,9,1,1,2,2,9,9,2,2,1,9,2
424,MARQUETTE,Manitoba,1871 - 1976,15,1925.10.29,1466,6aec5fc3-848c-47c3-b70d-cae7c56afa99,"MULLINS, Henry Alfred",4219,0.4233,Conservative (1867-1942),"Exporter, farmer",,0,1,,,,,,,,,England,,,,1,1,1,1,1,2,2,1,2,2,2,2,9,9,9,2,1,1,2,2,2,2,2,2,1,2,2
848,YORK WEST,Ontario,1914 - ,15,1925.10.29,1484,6cab8398-dae1-4e94-b6be-0177cdcd9b99,"DRAYTON, Sir Henry Lumley",23637,0.7583,Conservative (1867-1942),"Barrister, crown attorney",,0,3,,1,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
181,DORCHESTER,Quebec,1867 - 1966,15,1925.10.29,1503,6d7aad3a-b476-424b-8f8f-8ece71f89882,"CANNON, Hon. Lucien",5167,0.585,Liberal Party of Canada,Lawyer,,1,3,,1,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,9,1,1,1,1,1,1,2,1,1
61,BRANDON,Manitoba,1892 - 1952,15,1925.10.29,1513,6df59897-c34b-4c7b-ae9c-3918921f376b,"FORKE, Robert",6411,0.5415,Progressive,Farmer,,0,2,,,,,,,,,Scotland,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
518,OTTAWA (CITY OF),Ontario,,15,1925.10.29,1521,6e53a5bb-3ad7-4029-8f31-a5197bd338ef,"CHABOT, John Leo",21281,0.2602,Conservative (1867-1942),"Physician, surgeon",,1,3,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
328,KENT,Ontario,1914 - 1966,15,1925.10.29,1543,703bc5c9-15c7-41eb-9f1b-a5ae7a755058,"CHAPLIN, Alexander Dew",8396,0.4058,Conservative (1867-1942),Manufacturer,,0,1,,,,,,,,,,,,,9,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,9,1,2,2,2,2,2,2,1,2,2
415,MACLEOD,Alberta,1907 - 1966,15,1925.10.29,1559,717ab1d6-e8dc-480c-aba9-4552f242369a,"COOTE, George Gibson",4943,0.4444,Progressive,"Accountant, bank manager, farmer",,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,9,1,1,1,2,2,1,2,1
614,RIMOUSKI,Quebec,1867 - 1980,15,1925.10.29,1561,71af9d62-c992-4c6b-a2b9-30ba0cf75966,"FISET, Sir Eugene",5142,0.6188,Liberal Party of Canada,"Person of independent means, physician, surgeon",,1,2,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
638,ST. HYACINTHE--ROUVILLE,Quebec,1914 - 1933,15,1925.10.29,1569,7220c8bb-644f-4214-b7d2-63a27895aa9f,"MORIN, L.S. Rene",7645,0.7326,Liberal Party of Canada,Notary,,1,2,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,9
426,MATANE,Quebec,1914 - 1933,15,1925.10.29,1577,727f13ed-cd20-45b2-91a6-d156853e03e8,"DIONNE, Georges-Leonidas",7660,0.6635,Liberal Party of Canada,Notary,,1,1,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,9,9,2,2,1,1,1,1,1,1,2,1,1
348,KOOTENAY WEST,British Columbia,1914 - 1987,15,1925.10.29,1579,7289333e-9b18-4136-9210-28bebf7b5017,"ESLING, William Kemble",5720,0.5448,Conservative (1867-1942),"Agent, newspaper publisher",,0,1,,,,,,,,,United States,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
235,GASPE,Quebec,1867 - 1996,15,1925.10.29,1590,733cae8a-7e57-46c6-ab2e-478ac991835f,"LEMIEUX, Hon. Rodolphe",7615,0.6834,Liberal Party of Canada,"Author, lawyer, lecturer",,1,8,,,,,,,,,,,,,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
655,ST. MARY,Quebec,1892 - 1947,15,1925.10.29,1665,7823773e-c76d-4b06-a5b5-c5c775718966,"DESLAURIERS, Hermas",14411,0.7954,Liberal Party of Canada,Physician,,1,3,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,9,9,9,9,9,9,1,1,1,1,1,1,2,1,1
675,SELKIRK,Manitoba,1871 - 1976,15,1925.10.29,1676,78f5985b-97ec-483c-ac0f-e8f86e70d24c,"HANNESSON, Hannes Marino",3831,0.396,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,Iceland,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,9,9,9,9,9
692,SOUTH BATTLEFORD,Saskatchewan,1924 - 1933,15,1925.10.29,1706,7ae29289-fb11-4e01-becc-dd3d1aa8a695,"VALLANCE, John",4364,0.4253,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,Scotland,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
472,NANAIMO,British Columbia,1903 - 1962,15,1925.10.29,1711,7b7843bb-1f02-4f94-8f9f-02d7449e564e,"DICKIE, Charles Herbert",9584,0.5449,Conservative (1867-1942),"Lumberman, miner, railway employee",,0,2,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,2,2
294,HUMBOLDT,Saskatchewan,1905 - 1952,15,1925.10.29,1717,7bb25532-626b-400a-b613-845aa503ac26,"TOTZKE, Albert Frederick",3212,0.4783,Liberal Party of Canada,"Pharmaceutical chemist, pharmacist",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
698,ST. BONIFACE,Manitoba,1924 - 1947,15,1925.10.29,1719,7bbf3d8c-bf7e-4a23-9a8e-a716f6c61d8d,"HOWDEN, John Power",4819,0.4742,Liberal Party of Canada,Physician,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,9,9,9,1,2,2,1,1,1,1,9,9,9,9,9
327,KENT,New Brunswick,1867 - 1966,15,1925.10.29,1734,7c80f771-ca25-4628-8355-ae46ed1f9087,"DOUCET, Alexandre Joseph",4427,0.5561,Conservative (1867-1942),Farmer,,1,2,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,9,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
579,QUEBEC--MONTMORENCY,Quebec,1924 - 1966,15,1925.10.29,1738,7c9ee392-8ed6-4dae-87a9-4c963866732d,"LAVIGUEUR, Henri-Edgar",7194,0.5781,Liberal Party of Canada,Merchant,,1,3,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
29,BAGOT,Quebec,1867 - 1933,15,1925.12.07,1787,80eddb41-4d8d-4ae0-9218-f49733af2fa1,"MORIN, Georges Doreeze",3724,0.5359,Liberal Party of Canada,Notary,,1,1,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
606,RICHELIEU,Quebec,1867 - 1933,15,1925.10.29,1794,813dc256-6e33-4184-9974-dd19238a9aaf,"CARDIN, Hon. Pierre Joseph Arthur",4562,0.6401,Liberal Party of Canada,Lawyer,,1,4,,1,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
512,ONTARIO,Ontario,1924 - 1996,15,1925.10.29,1803,81bac5d9-43c0-4bd4-99a4-30fc06bd8f25,"KAISER, Thomas Erlin",7835,0.543,Conservative (1867-1942),"Author, physician",,0,1,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2
437,MELVILLE,Saskatchewan,1924 - 1966,15,1925.10.29,1806,81e9d110-f6b1-4643-a4a5-d110dba9135f,"MOTHERWELL, Hon. William Richard",5305,0.5705,Liberal Party of Canada,Farmer,,0,2,,1,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,9,1,1,1,1,1,1,2,1,1
272,HAMILTON WEST,Ontario,1903 - 2003,15,1925.10.29,1819,82a0ae58-24bf-4bb0-a113-2935f09dc350,"BELL, Charles William",13875,0.8396,Conservative (1867-1942),"Lawyer, playwright",,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,9,1,1,2,2,2,2,2,2,1,9,9
1263,ST. ANN,Quebec,1914 - 1947,15,1925.10.29,1827,82ff8e03-d3b2-48b7-83f6-26b47d8e9dae,"GUERIN, James John Edmund",10242,0.4914,Liberal Party of Canada,"Physician, professor",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,1,1,1,2,1,1,9,2,9,1,1,1,1,1,1,2,1,1
814,WETASKIWIN,Alberta,1924 - ,15,1925.10.29,1841,8447b5ba-703f-4d53-94f4-05aeaf0f1b15,"TOBIN, Stanley Gilbert",3429,0.3918,Liberal Party of Canada,"Businessman, farmer, teacher",,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1
82,BRUCE SOUTH,Ontario,1903 - 1933,15,1925.10.29,1848,849db630-9162-409d-b16d-51e0df9d239a,"HALL, Walter Allan",3965,0.4194,Liberal Party of Canada,Physician,,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,1,1
386,LAVAL--TWO MOUNTAINS,Quebec,1914 - 1949,15,1925.10.29,1872,86a624bc-69e6-4134-9a05-ba60c0113aab,"LACOMBE, Liguori",5717,0.565,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,9,2,2,1,1,1,1,1,1,2,9,9
769,VEGREVILLE,Alberta,1924 - 1996,15,1925.10.29,1887,87b105cf-fe80-41db-ac1c-98db37553477,"BOUTILLIER, Arthur Moren",5103,0.6588,Progressive,Farmer,,0,1,,,,,,,,,,,,,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2
