Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H19S1V001,H19S1V002,H19S1V003,H19S1V004,H19S1V005,H19S1V006,H19S2V001,H19S2V002,H19S2V003,H19S2V004,H19S2V005,H19S2V006,H19S2V007,H19S3V001,H19S3V002,H19S3V003,H19S3V004,H19S3V005,H19S3V006,H19S3V007,H19S3V008,H19S3V009,H19S3V010,H19S3V011,H19S3V012,H19S3V013,H19S3V014,H19S3V015,H19S3V016,H19S4V001,H19S4V002,H19S4V003,H19S4V004,H19S4V005,H19S4V006,H19S4V007,H19S4V008,H19S4V009,H19S4V010,H19S4V011,H19S4V012,H19S4V013,H19S4V014,H19S4V015,H19S4V016,H19S4V017,H19S4V018,H19S4V019,H19S4V020,H19S5V001,H19S5V002,H19S5V003,H19S5V004,H19S5V005,H19S5V006,H19S5V007,H19S5V008,H19S5V009,H19S5V010,H19S5V011,H19S5V012,H19S5V013,H19S5V014,H19S5V015,H19S5V016,H19S5V017,H19S5V018,H19S5V019,H19S5V020,H19S5V021,H19S5V022,H19S5V023,H19S5V024,H19S5V025,H19S5V026,H19S5V027,H19S5V028,H19S6V001,H19S6V002
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,06.03.1940,06.18.1940,06.19.1940,07.05.1940,07.05.1940,07.05.1940,12.03.1940,12.03.1940,12.05.1940,03.25.1941,05.01.1941,05.01.1941,05.22.1941,02.18.1942,02.19.1942,02.19.1942,02.19.1942,02.19.1942,03.04.1942,03.04.1942,03.17.1942,04.20.1942,07.02.1942,07.07.1942,07.07.1942,07.16.1942,07.23.1942,07.23.1942,07.28.1942,02.02.1943,02.18.1943,02.23.1943,02.23.1943,02.25.1943,03.01.1943,03.08.1943,03.25.1943,03.25.1943,03.25.1943,03.30.1943,05.06.1943,05.10.1943,05.10.1943,05.19.1943,05.20.1943,06.07.1943,06.30.1943,07.05.1943,07.19.1943,02.08.1944,02.10.1944,02.10.1944,02.10.1944,02.10.1944,02.21.1944,02.22.1944,03.10.1944,03.20.1944,03.27.1944,05.08.1944,05.11.1944,05.11.1944,05.15.1944,06.13.1944,06.29.1944,07.11.1944,07.25.1944,07.28.1944,07.31.1944,07.31.1944,08.09.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,03.25.1945,04.13.1945
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,KINDERSLEY,Saskatchewan,1914 - 1966,19,1940.03.26,1266,5d0b407b-66d4-4f54-98ad-3ec32ce67c38,"HENDERSON, Charles Albert",5068,0.3912,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,United States,,,,2,1,1,2,2,1,2,2,2,2,9,9,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,9,1,2,2,2,2,2,1,2,2,1,2,9,9,9,9,9,9,1,1,9,2,2,2,2,1,1,2,2,2,9,2,1,2,1,9,9,2,1,1,1,1,1,2,2,1,1,1,1,1,2
225,FRASER VALLEY,British Columbia,1919 - 1966,19,1940.03.26,1274,5d3732c0-c34a-4b4c-92df-53c93007c5cd,"CRUICKSHANK, George Alexander",6638,0.4221,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,United States,,,,2,1,1,9,9,9,2,2,2,2,2,2,9,2,1,2,2,1,2,2,9,2,1,1,2,2,2,1,9,9,2,2,2,2,9,1,2,2,1,2,1,2,2,9,9,1,1,9,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,9,9,2,1,1,9,9,9,2,1,9,9,9,1,1,9
318,JOLIETTE--L'ASSOMPTION--MONTCALM,Quebec,1933 - 1966,19,1940.03.26,1283,5dde948f-34aa-44fb-9205-893fc2e1ba4c,"FERLAND, Charles-douard",14112,0.8045,Liberal Party of Canada,Lawyer,,1,4,,,,,,,,,,,,,9,9,1,9,9,9,9,9,9,2,9,9,9,2,1,2,2,1,2,2,2,9,1,2,1,9,1,2,2,9,2,9,2,2,9,9,2,2,1,2,9,9,9,1,2,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,2,9,1,2,2,1,1,9,9,1,1,2,1,1,9,1,1,9
132,CHAPLEAU,Quebec,1933 - 1966,19,1940.03.26,1294,5ef53b7f-522d-4d83-b805-2f5f8f124878,"AUTHIER, Hector",9402,0.7537,Liberal Party of Canada,"Lawyer, news reporter/announcer",,1,1,,,,,,,,,,,,,9,1,1,2,2,1,2,2,9,2,9,9,1,2,1,2,2,1,2,2,2,9,9,2,1,9,1,2,9,9,2,2,2,2,9,9,2,2,1,9,9,9,9,9,9,9,1,9,9,2,2,2,2,1,9,9,9,9,1,9,9,9,9,1,9,2,1,1,9,9,9,1,2,9,9,2,2,1,2
619,ROSEDALE,Ontario,1933 - 1996,19,1940.03.26,1306,5f9946d8-6285-42b5-8cf0-d207fcf461a7,"JACKMAN, Harry Rutherford",12519,0.5236,National Government,"Lawyer, manager",,0,1,,,,,,,,,,,,,9,1,1,2,1,1,2,1,9,2,2,1,2,2,1,2,1,2,9,9,9,1,1,1,2,1,2,1,1,9,2,2,2,1,1,2,2,2,1,9,9,2,2,2,1,9,9,9,1,2,2,2,1,1,2,1,9,1,9,2,1,2,1,1,2,1,2,1,9,9,9,2,1,1,9,2,2,9,2
111,CAPE BRETON SOUTH,Nova Scotia,1924 - 1966,19,1940.03.26,1344,62287d4a-32a2-4734-a1b3-18cce52da443,"GILLIS, Clarence",11582,0.3546,Co-operative Commonwealth Federation,"Miner, union officer",,0,1,,,,,,,,,,,,,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,9,2,1,2,2,1,1,2,2,2,1,1,2,1,9,1,2,2,1,2,1,9,1,1,2,1,1,1,2,1,1,9,1,1,1,1,9,2,2,2,2,1,1,1,2
590,QUEENS--LUNENBURG,Nova Scotia,1924 - 1947,19,1940.03.26,1362,63603592-a656-4876-8bc2-dceb6a41d1ca,"KINLEY, John James",10616,0.5612,Liberal Party of Canada,"Industrialist, pharmaceutical chemist",,0,2,,,,,,,,,,,,,2,1,1,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,9,9,2,9,9,1,1,2,2,1,2,9,9,2,2,2,2,1,2,2,1,2,9,2,2,1,2,9,9,1,2,2,2,2,2,1,9,9,2,2,1,2,1,2,9,9,2,9,9,1,1,1,9,2,2,9,1,1,1,1,2
831,WRIGHT,Quebec,1892 - 1947,19,1940.03.26,1363,637de48a-ed71-4008-b906-a8381850bc28,"LEDUC, Rodolphe",7260,0.6759,Liberal Party of Canada,Dentist,,1,2,,,,,,,,,,,,,9,1,1,9,9,9,2,2,9,9,9,9,9,2,1,2,2,1,2,2,9,2,1,1,1,9,2,1,2,1,2,2,2,2,9,9,2,2,1,9,9,9,9,9,9,9,1,9,9,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,1,9,9,9,9,2,2,1,1,1,1,1,9
704,STANSTEAD,Quebec,1867 - 1966,19,1943.08.09,1364,639b7eef-0a7b-498b-827f-be12f422d7a6,"CHOQUETTE, Joseph-Armand",6661,0.543,Bloc Populaire Canadien,Farmer,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,1,9,2,1,1,9,9,9,2,1,9,2,9,9,9,9,9,9,9,1,2,1,1,2,2,1,1
666,SASKATOON CITY,Saskatchewan,1933 - 1947,19,1940.03.26-1940.04.01,1367,63e63ba4-497f-465c-94ff-a74c25aed54d,"BROWN, Walter George",13868,0.6176,Unity,Minister,,0,2,,,,,,,,,,Died in office: 1940.04.01,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
587,QUEEN'S,Prince Edward Island,1903 - 1966,19,1940.03.26,1369,63f599ff-c04d-4606-9be3-df0557166675,"MACMILLAN, Cyrus",10511,0.2688,Liberal Party of Canada,"Dean, professor",,0,1,,,1,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,2,1,2,2,2,2,9,9,2,2,1,2,9,2,2,9,2,2,1,1,9,2,2,2,2,1,9,2,9,9,1,2,1,2,1,9,9,2,1,1,9,9,9,2,2,1,1,1,1,9,9
648,ST. LAWRENCE--ST. GEORGE,Quebec,1914 - 1947,19,1940.03.26,1376,647c88fa-1673-4147-88b3-b42105bc54e3,"CLAXTON, Brooke",11553,0.6375,Liberal Party of Canada,"Lawyer, professor (associate) - commercial law",,0,1,,1,1,,,,,,,,,,9,9,1,2,2,1,2,2,9,2,2,2,1,2,1,2,2,1,2,9,9,9,1,1,1,2,2,1,9,9,2,2,2,2,9,9,2,2,1,2,9,2,9,9,9,9,9,1,9,9,2,2,2,1,1,9,9,2,9,2,1,2,1,1,9,2,1,1,1,1,9,2,2,1,1,1,1,1,9
336,KING'S,Prince Edward Island,1892 - 1966,19,1940.03.26,1413,6792a121-6206-4847-a79d-bb270d5cc6a7,"GRANT, Thomas Vincent",4997,0.5505,Liberal Party of Canada,"Clerk, coroner, physician, teacher",,0,2,,,,,,,,,,,,,9,1,1,9,9,9,9,9,9,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,9,2,1,2,1,9,9,9,9,2,1,2,2,1,9,9,9,9,1,2,9,1,1,9,2,2,2,2,1,1,2,2,9,9,9,1,2,1,9,9,9,1,1,9,9,1,2,2,1,1,1,1,1,9
131,CHAMPLAIN,Quebec,1867 - 2003,19,1940.03.26,1449,6993af7d-05b9-4da7-ba4b-31fd3bf7e2b3,"BRUNELLE, Herve-Edgar",9546,0.6522,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,2,9,1,9,9,9,9,9,9,9,9,9,9,2,1,2,2,1,9,9,2,9,9,2,1,9,9,9,9,1,2,2,2,2,2,1,2,2,1,2,9,9,9,9,2,9,9,9,9,9,2,2,2,1,9,2,9,2,9,9,9,9,9,9,9,2,9,9,9,9,9,1,2,9,1,2,2,1,9
764,VANCOUVER SOUTH,British Columbia,1914 - 1996,19,1940.03.26,1512,6dec82d6-fab3-438b-b40f-c7720a93d8c1,"GREEN, Howard Charles",18470,0.4863,National Government,Barrister,,0,2,,,,,,,,,,,,,1,1,1,2,1,1,2,1,2,2,1,1,9,2,1,2,1,2,2,1,1,1,9,1,2,1,2,1,1,2,2,2,2,1,1,2,9,9,9,1,9,2,2,2,9,9,2,1,1,2,2,2,1,1,2,1,2,1,9,2,1,2,9,1,9,1,9,1,2,2,9,2,1,1,2,2,2,1,2
645,ST. JOHNS--IBERVILLE--NAPIERVILLE,Quebec,1933 - 1947,19,1940.03.26,1545,706d30b6-787c-40d0-aa68-81075c7ff522,"RHAUME, Martial",7439,0.4627,Liberal Party of Canada,Butcher and meat cutter,,1,3,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,2,9,2,1,2,2,1,2,2,2,2,9,9,2,2,1,2,1,9,9,1,9,9,1,9,9,2,2,2,2,1,9,2,9,9,1,9,9,2,9,1,9,2,1,9,9,9,1,1,2,9,1,2,2,1,9
348,KOOTENAY WEST,British Columbia,1914 - 1987,19,1940.03.26,1579,7289333e-9b18-4136-9210-28bebf7b5017,"ESLING, William Kemble",6771,0.3915,National Government,"Agent, newspaper publisher",,0,5,,,,,,,,,United States,,,,1,1,1,2,1,1,2,1,2,9,1,1,2,2,9,9,9,9,2,1,1,1,9,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,2,9,9,1,1,2,1,1,2,2,2,1,1,2,1,2,1,9,2,1,2,1,1,9,1,2,1,2,2,1,2,1,1,1,2,2,1,9
346,KOOTENAY EAST,British Columbia,1914 - 1966,19,1940.03.26,1598,738468d1-467a-4d42-bbd7-9ef961db0e91,"MACKINNON, George E.L.",4395,0.3496,National Government,Physician,,0,1,,,,,,,,,,,,,9,1,1,2,1,1,2,1,2,2,9,9,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,9,9,9,1,2,1,2,9,2,2,1,2,1,1,1,2,2,1,2
655,ST. MARY,Quebec,1892 - 1947,19,1940.03.26-1941.05.28,1665,7823773e-c76d-4b06-a5b5-c5c775718966,"DESLAURIERS, Hermas",23185,0.7881,Liberal Party of Canada,Physician,,1,7,,,,,,,,,,Died in office: 1941.05.28,,,9,1,1,9,9,9,2,2,9,2,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
538,PEEL,Ontario,1867 - 1966,19,1940.03.26,1682,795045ac-0a2d-489d-aac6-1477f9c815d1,"GRAYDON, Gordon",8486,0.5263,National Government,"Barrister, lawyer, solicitor",,0,2,,,,,,,,,,,,,9,9,9,2,9,1,2,1,2,2,1,1,2,2,9,2,1,2,2,9,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,9,1,2,2,9,9,9,2,1,1,2,2,2,1,1,2,1,2,1,9,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2
471,MUSKOKA--ONTARIO,Ontario,1924 - 1947,19,1940.03.26,1703,7aa0abf2-5f52-4068-a97d-25b6a870eda1,"FURNISS, Stephen J.",8098,0.5358,Liberal Party of Canada,Farmer,,0,2,,,,,,,,,,,,,9,9,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,9,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,9,9,2,2,1,9,9,1,9,9,2,2,2,2,1,9,2,2,9,9,9,1,2,9,1,9,2,1,1,9,9,1,2,2,1,1,1,1,1,2
352,LABELLE,Quebec,1892 - 1987,19,1940.03.26,1712,7b7a1667-f768-454a-b262-8018665ad0f0,"LALONDE, Maurice",8797,0.5982,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,2,1,1,9,9,9,2,2,9,2,2,2,9,2,1,2,2,1,2,9,9,9,9,2,1,1,1,2,2,9,2,2,9,2,9,9,2,2,1,9,9,2,2,9,9,9,1,1,2,2,2,2,2,1,9,2,9,9,9,2,1,9,9,9,9,9,1,1,9,9,9,1,2,1,9,2,2,1,9
698,ST. BONIFACE,Manitoba,1924 - 1947,19,1940.03.26,1719,7bbf3d8c-bf7e-4a23-9a8e-a716f6c61d8d,"HOWDEN, John Power",7926,0.5181,Liberal Party of Canada,Physician,,0,5,,,,,,,,,,,,,2,9,9,9,2,9,9,9,9,2,2,2,1,2,1,2,2,1,9,9,2,2,9,9,9,2,2,1,2,9,2,2,2,2,2,1,2,2,1,9,9,2,2,1,2,2,1,9,2,2,2,2,2,1,1,2,9,2,9,9,1,2,1,9,9,2,1,1,1,1,1,2,2,1,1,1,1,1,2
512,ONTARIO,Ontario,1924 - 1996,19,1940.03.26,1771,804da642-0e5b-4688-bee6-0d23b1bbb6dd,"MOORE, William Henry",12176,0.6061,Liberal Party of Canada,"Farmer, lawyer",,0,3,,,,,,,,,,,,,9,1,1,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,2,1,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9
398,LINCOLN,Ontario,1903 - 1996,19,1940.03.26,1775,8071f7cb-6056-4879-99dc-e913be0cb2ec,"LOCKHART, Norman J.M.",13331,0.4646,National Government,Merchant,,0,2,,,,,,,,,,,,,1,1,1,9,9,9,2,1,9,9,1,1,2,2,1,2,1,2,2,1,1,9,9,9,9,1,2,1,1,9,2,2,2,1,9,9,2,2,9,9,9,2,9,2,1,9,9,9,9,2,9,9,9,9,2,1,9,9,9,9,1,2,9,9,9,1,2,9,9,9,1,2,1,1,2,2,2,1,9
328,KENT,Ontario,1914 - 1966,19,1940.03.26,1779,809622fe-e64a-4e4f-bd93-903b10028f48,"DESMOND, Clayton Earl",11629,0.5152,National Government,Farmer,,0,1,,,,,,,,,,,,,9,9,1,2,1,1,9,9,9,2,1,1,9,2,9,2,1,2,9,9,9,9,9,9,9,1,9,9,9,9,9,2,2,9,9,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,2,2,1,2
440,MIDDLESEX EAST,Ontario,1867 - 1966,19,1940.03.26,1781,80c4694b-1dd4-413e-a15a-989b16f74db2,"ROSS, Duncan Graham",8444,0.5188,Liberal Party of Canada,Merchant,,0,2,,,,,,,,,,,,,2,9,9,2,2,1,9,2,9,9,9,9,1,9,9,9,9,9,2,2,2,2,9,1,1,2,2,1,2,1,2,2,2,2,9,9,9,9,9,2,9,9,9,9,9,1,1,9,2,2,2,2,2,1,1,2,9,2,9,2,9,9,9,9,9,9,1,1,1,1,9,2,2,1,1,1,1,1,2
608,RICHELIEU--VERCHERES,Quebec,1933 - 1966,19,1940.03.26,1794,813dc256-6e33-4184-9974-dd19238a9aaf,"CARDIN, Hon. Pierre-Joseph-Arthur",11330,0.7985,Liberal Party of Canada,Lawyer,,1,8,,1,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,9,9,1,2,1,2,2,1,2,2,9,9,1,2,9,2,1,2,2,1,2,1,2,2,9,9,9,2,9,2,1,1,1,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,2,9,9,1,9,9,9,9,1,2,1,1,2,2,1,9
401,LONDON,Ontario,1867 - 1966,19,1940.03.26,1801,81a37e8a-783f-475e-842f-f290a4faf81c,"JOHNSTON, Joseph Allan",15824,0.4927,Liberal Party of Canada,Merchant,,0,1,,,,,,,,,,,,,9,1,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,1,1,1,2
400,LISGAR,Manitoba,1871 - 1987,19,1940.03.26,1804,81c6273a-3e4d-4184-a386-e74f813aaac8,"WINKLER, Howard Waldemar",5221,0.5496,Liberal Party of Canada,Farmer,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,2,1,1,9,2,2,2,2,1,1,2,2,2,9,2,1,2,1,9,2,2,1,1,9,9,9,2,2,1,1,1,1,9,2
47,BERTHIER--MASKINONG,Quebec,1924 - 1952,19,1940.03.26,1811,8241a718-8670-4462-9e71-08c9ea6fc145,"FERRON, J-Emile",10119,0.7528,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,9,2,1,2,2,1,2,2,2,9,1,2,9,2,1,2,2,1,2,2,2,2,9,9,2,2,1,9,1,9,9,1,9,9,1,9,9,2,2,2,2,1,9,2,9,9,9,9,1,2,9,9,9,2,1,1,9,9,1,1,2,1,1,2,2,1,9
772,VERDUN,Quebec,1933 - 1947,19,1940.03.26,1843,84760b33-550e-42e1-a3f1-3d89c8ec15c8,"COT, Paul-mile",8372,0.3039,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,1,1,9,9,9,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,2,1,2,9,9,2,1,2,2,2,2,9,9,2,2,1,9,9,9,9,1,9,9,1,9,9,2,2,2,2,1,9,2,9,9,1,2,1,9,1,1,9,2,1,1,9,9,1,1,2,9,1,1,1,1,9
360,LAKE CENTRE,Saskatchewan,1933 - 1952,19,1940.03.26,1846,84909dc1-9a60-44b3-a939-2393ab563089,"DIEFENBAKER, John George",5974,0.3629,National Government,"Barrister, lawyer",,0,1,,,,,,,,,,,,,1,1,1,2,1,1,2,1,1,9,1,1,9,2,1,2,1,2,2,1,1,9,9,1,2,1,2,1,1,9,2,2,2,1,1,2,2,2,9,1,9,2,2,2,1,9,9,1,1,2,2,2,1,1,2,1,2,1,9,2,1,9,9,9,9,1,2,1,2,2,9,2,1,1,2,2,2,1,9
845,YORK EAST,Ontario,1933 - 1987,19,1940.03.26,1852,84b55602-3be7-4f1f-bb26-c4fdcb3bdd11,"MCGREGOR, Robert Henry",16741,0.4909,National Government,"Contractor, gardener",,0,4,,,,,,,,,,,,,1,1,1,2,1,1,2,1,1,2,1,1,9,2,2,2,1,2,1,1,9,1,1,1,2,9,2,1,1,2,2,2,2,1,1,9,9,9,9,1,1,9,9,9,9,9,2,9,9,2,2,2,1,1,2,1,2,9,9,9,1,9,9,9,9,1,2,9,9,9,1,2,1,1,2,2,2,1,2
622,ROSETOWN--BIGGAR,Saskatchewan,1933 - 1966,19,1940.03.26,1861,85a45525-d20a-41db-8c2a-1b91c360656b,"COLDWELL, James William",7714,0.514,Co-operative Commonwealth Federation,"Author, gentleman, principal, teacher",,0,2,,,,,,,,,England,,,,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,9,2,1,2,2,1,1,2,1,2,2,1,1,2,2,9,9,1,9,1,1,1,2,2,1,2,1,1,1,1,2,9,1,1,2,9,1,9,1,1,1,1,9,2,2,2,2,1,1,1,2
853,YORK SOUTH,Ontario,1903 - 1976,19,1940.03.26-1941.11.26,1866,85e86cff-e37a-4ccc-937c-a3372202a60a,"COCKERAM, Alan",15346,0.457,National Government,"Mining entrepreneur, secretary",,0,1,,,,,,,,,England,Resignation. To allow Arthur Meighen to run for office: 1941.11.26,,,1,1,1,2,1,1,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
386,LAVAL--TWO MOUNTAINS,Quebec,1914 - 1949,19,1940.03.26,1872,86a624bc-69e6-4134-9a05-ba60c0113aab,"LACOMBE, J.-R.-Liguori",6378,0.5835,Independent Liberal,Lawyer,,1,4,,,,,,,,,,,,,9,9,2,9,9,9,9,9,9,9,9,9,9,2,2,1,2,2,1,1,1,9,2,2,2,1,1,2,9,1,2,1,1,9,9,2,9,9,9,1,2,1,1,2,9,9,2,9,9,9,9,9,9,9,9,9,9,1,9,1,2,9,9,9,9,9,9,9,9,9,9,2,2,1,1,2,2,2,9
1235,ATHABASKA,Alberta,1924 - 1966,19,1940.03.26,1873,86b009fb-e658-41cc-8d03-6b3ab3024e63,"DECHENE, Joseph Miville",5961,0.4646,Liberal Party of Canada,Farmer,,1,1,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,9,9,9,2,1,2,2,2,2,2,1,2,2,1,9,1,2,2,1,2,2,1,1,2,2,2,2,2,1,9,9,2,2,9,2,9,9,1,9,9,2,1,1,1,1,1,2,2,1,1,1,1,1,2
157,COMPTON,Quebec,1867 - 1947,19,1940.03.26,1874,86cdb90c-8049-4642-8b59-ba1d2f99d892,"BLANCHETTE, Joseph-Adeodat",8012,0.8316,Liberal Party of Canada,Merchant,,1,2,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,9,2,2,1,2,1,2,2,1,2,2,2,9,1,2,1,9,1,2,2,1,2,2,2,9,2,9,2,2,1,2,1,2,2,1,2,9,1,9,9,2,2,2,2,1,1,2,9,2,1,9,9,9,1,9,9,9,1,9,9,9,9,1,2,1,1,2,2,1,2
206,ELGIN,Ontario,1933 - 1990,19,1940.03.26,1895,883e950d-37a3-4980-9fc8-9b112eeae713,"MILLS, Wilson Henry",11867,0.5713,Liberal Party of Canada,"Farmer, fruit grower",,0,3,,,,,,,,,,,,,9,1,1,9,9,9,2,2,9,2,2,2,1,2,1,2,2,1,9,9,9,2,9,1,1,9,9,9,2,9,2,2,2,2,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,2,2,2,1,9,2,2,9,9,9,9,9,1,9,9,9,9,9,9,9,9,2,2,1,1,9,9,1,9
315,JASPER--EDSON,Alberta,1933 - 1966,19,1940.03.26,1921,89fd07b7-fffb-4fe0-af27-59f1d5a94e62,"KUHL, Walter Frederick",6363,0.3837,New Democracy,Teacher,,0,2,,,,,,,,,,,,,1,2,1,1,1,2,1,1,1,9,1,1,2,9,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,9,1,1,2,1,1,2,2,2,1,1,9,9,9,1,2,2,1,2,1,9,1,1,9,9,9,9,2,1,1,1,1,9,9,9,9,2,1,2,2,1,1,1,9
235,GASP,Quebec,1867 - 1996,19,1940.03.26,1924,8a47f188-7b6b-4083-a23a-a4dd1975b02c,"ROY, Joseph-Sasseville",8371,0.3992,Independent Conservative,"Agent, businessman",,1,1,,,,,,,,,,,,,9,9,9,2,1,1,2,1,9,9,2,1,9,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,9,1,2,2,9,2,1,1,2,1,1,2,2,9,2,1,1,9,9,2,1,1,1,9,1,2,1,9,2,9,9,9,9,9,9,9,2,2,1,1,2,2,2,1
625,ROYAL,New Brunswick,1914 - 1966,19,1940.03.26,1953,8c51ae75-79fc-49b3-8235-510e727a7dad,"BROOKS, Alfred J.",8017,0.527,National Government,"Barrister, teacher",,0,2,,,,,,,,,,,,,1,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,2,2,2,1,2
365,LAMBTON--KENT,Ontario,1933 - 1976,19,1940.03.26,1962,8cf4c9d2-88c2-4c4a-b5d5-2a6c5bcebc07,"MACKENZIE, Hugh Alexander",8834,0.592,Liberal Progressive,Farmer,,0,2,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,2,2,1,2,1,2,2,2,2,9,9,9,9,9,2,9,2,2,9,9,9,1,1,2,2,2,2,2,1,9,2,2,2,9,2,1,2,9,1,9,2,9,9,9,9,9,2,2,9,9,1,1,1,2
