Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H19S1V001,H19S1V002,H19S1V003,H19S1V004,H19S1V005,H19S1V006,H19S2V001,H19S2V002,H19S2V003,H19S2V004,H19S2V005,H19S2V006,H19S2V007,H19S3V001,H19S3V002,H19S3V003,H19S3V004,H19S3V005,H19S3V006,H19S3V007,H19S3V008,H19S3V009,H19S3V010,H19S3V011,H19S3V012,H19S3V013,H19S3V014,H19S3V015,H19S3V016,H19S4V001,H19S4V002,H19S4V003,H19S4V004,H19S4V005,H19S4V006,H19S4V007,H19S4V008,H19S4V009,H19S4V010,H19S4V011,H19S4V012,H19S4V013,H19S4V014,H19S4V015,H19S4V016,H19S4V017,H19S4V018,H19S4V019,H19S4V020,H19S5V001,H19S5V002,H19S5V003,H19S5V004,H19S5V005,H19S5V006,H19S5V007,H19S5V008,H19S5V009,H19S5V010,H19S5V011,H19S5V012,H19S5V013,H19S5V014,H19S5V015,H19S5V016,H19S5V017,H19S5V018,H19S5V019,H19S5V020,H19S5V021,H19S5V022,H19S5V023,H19S5V024,H19S5V025,H19S5V026,H19S5V027,H19S5V028,H19S6V001,H19S6V002
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,06.03.1940,06.18.1940,06.19.1940,07.05.1940,07.05.1940,07.05.1940,12.03.1940,12.03.1940,12.05.1940,03.25.1941,05.01.1941,05.01.1941,05.22.1941,02.18.1942,02.19.1942,02.19.1942,02.19.1942,02.19.1942,03.04.1942,03.04.1942,03.17.1942,04.20.1942,07.02.1942,07.07.1942,07.07.1942,07.16.1942,07.23.1942,07.23.1942,07.28.1942,02.02.1943,02.18.1943,02.23.1943,02.23.1943,02.25.1943,03.01.1943,03.08.1943,03.25.1943,03.25.1943,03.25.1943,03.30.1943,05.06.1943,05.10.1943,05.10.1943,05.19.1943,05.20.1943,06.07.1943,06.30.1943,07.05.1943,07.19.1943,02.08.1944,02.10.1944,02.10.1944,02.10.1944,02.10.1944,02.21.1944,02.22.1944,03.10.1944,03.20.1944,03.27.1944,05.08.1944,05.11.1944,05.11.1944,05.15.1944,06.13.1944,06.29.1944,07.11.1944,07.25.1944,07.28.1944,07.31.1944,07.31.1944,08.09.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,03.25.1945,04.13.1945
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,COCHRANE,Ontario,1933 - 1976,19,1940.03.26,312,17232084-6a45-4ebd-bd5d-cab516ff3bfd,"BRADETTE, Joseph Arthur",16785,0.6368,Liberal Party of Canada,"Farmer, merchant",,1,4,,,,,,,,,,,,,2,1,1,9,9,9,2,2,2,2,2,2,1,2,1,2,2,1,2,2,9,9,9,1,1,9,9,9,9,1,2,2,2,2,2,1,2,2,1,9,9,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,9,9,9,1,1,2,2,1,1,9,1,1,2,2,1,1,1,1,1,2
61,BRANDON,Manitoba,1892 - 1952,19,1940.03.26,334,1843efa3-f3ae-41d8-a3eb-e1938a2fd457,"MATTHEWS, James Ewen",8908,0.5037,Liberal Party of Canada,"Insurance agent, journalist, teacher",,0,2,,,,,,,,,,,,,2,1,1,2,2,1,9,2,2,2,2,2,1,9,9,9,9,9,2,2,2,2,1,1,1,2,2,1,9,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,2,9,1,2,2,2,2,2,1,9,9,2,2,1,2,1,2,1,1,9,2,1,1,9,9,9,2,2,1,1,1,1,1,2
308,HURON--PERTH,Ontario,1933 - 1952,19,1940.03.26,353,19b57531-d55f-4ce5-9bb6-5a6b5c119570,"GOLDING, William Henry",5622,0.6182,Liberal Party of Canada,Machinist,,0,3,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,9,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,9,1,1,1,2,2,1,1,1,1,1,2
489,NORFOLK,Ontario,1933 - 1966,19,1940.03.26,358,1a32ab2a-7522-4e79-8458-5338b67ab725,"TAYLOR, William Horace",9230,0.6103,Liberal Party of Canada,Farmer,,0,4,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,9,2,1,2,2,1,2,2,2,2,1,1,1,9,9,9,2,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,9,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
564,PRINCE,Prince Edward Island,1903 - 1966,19,1940.03.26,412,1e31f4aa-36bd-40a6-a784-7d94f0e97979,"RALSTON, James Layton",8745,0.6026,Liberal Party of Canada,Barrister,,0,4,,1,,,,,,,,,,,2,1,1,2,2,1,9,9,9,2,2,2,9,2,1,2,2,1,9,9,9,2,9,1,1,2,2,1,2,9,2,2,2,2,2,1,2,2,1,2,1,2,2,1,9,9,1,1,2,2,2,2,2,1,1,9,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
765,VANCOUVER--BURRARD,British Columbia,1924 - 1966,19,1940.03.26,433,1fa5151a-cf60-4833-969e-dab41c2525c1,"MCGEER, Gerald Grattan",12617,0.3842,Liberal Party of Canada,Barrister,,0,2,,,,,,,,,,,,,2,9,1,2,2,1,2,2,9,9,9,9,1,9,9,9,9,9,9,9,9,2,9,1,1,2,2,1,2,9,9,2,2,9,9,1,2,2,1,9,9,9,9,9,9,2,9,1,9,9,9,9,9,9,1,2,2,2,9,9,1,9,1,9,9,9,1,9,1,9,9,9,9,9,1,1,1,1,9
790,WATERLOO NORTH,Ontario,1867 - 1966,19,1940.08.19,449,20aac5fd-8bbd-4322-8271-04cec9426984,"BREITHAUPT, Louis Orville",8826,0.6188,Liberal Party of Canada,Manufacturer,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,2,2,9,9,2,2,1,2,1,9,9,9,2,2,2,2,9,1,1,9,9,9,9,1,2,2,2,2,9,9,9,9,9,9,9,9,9,1,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,2,2,1,9,9,9,9,2,2,1,1,1,1,9,9
522,OTTAWA WEST,Ontario,1933 - 1996,19,1940.03.26,451,20afcc72-88d0-433e-8b61-a7bcd98b2ec9,"MCILRAITH, George J.",27460,0.5813,Liberal Party of Canada,"Barrister, lawyer",,0,1,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,9,2,1,1,1,9,2,1,2,1,2,2,2,2,2,1,9,9,9,2,1,9,9,1,2,1,1,1,9,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,9,2,1,1,1,1,1,2,2,1,1,1,1,1,2
791,WATERLOO SOUTH,Ontario,1867 - 1966,19,1940.03.26,463,21ef4ab0-5bdb-4468-9c93-b860e974eed4,"HOMUTH, Karl",7432,0.4658,National Government,Manufacturer,,0,2,,,,,,,,,,,,,2,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,9,9,9,1,9,1,2,1,2,1,9,2,2,2,2,1,1,9,2,2,1,9,9,9,9,9,9,1,2,9,9,2,9,9,9,9,2,1,2,1,9,9,1,9,9,1,9,1,9,9,2,2,9,9,1,1,2,2,2,1,2
724,THE BATTLEFORDS,Saskatchewan,1933 - 1966,19,1940.03.26,465,21fdac3e-2d08-4603-87f5-ede713c8926c,"GREGORY, John Albert",7195,0.4193,Liberal Party of Canada,"Businessman, school principal",,0,1,,,,,,,,,,,,,9,1,9,9,9,9,2,2,9,9,9,9,1,2,1,2,2,1,2,2,2,9,1,1,1,9,2,1,2,1,2,2,9,2,2,1,9,9,9,9,9,9,9,1,2,2,1,1,2,2,9,9,9,9,9,9,2,2,9,2,9,9,1,9,9,9,9,1,9,1,9,2,2,1,1,1,1,1,2
677,SHEFFORD,Quebec,1867 - ,19,1940.03.26,474,22a65ead-44fc-4cb6-be1d-ef4d5705096b,"LECLERC, Joseph-Hermas",7831,0.6824,Liberal Party of Canada,Industrialist,,1,2,,,,,,,,,,,,,9,9,1,9,9,9,2,2,2,2,2,2,9,2,1,2,2,1,9,9,9,9,9,2,1,2,1,2,2,1,2,2,9,2,9,9,9,9,9,2,9,9,9,1,9,9,1,9,9,2,2,2,2,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,2,2,1,9
217,ESSEX WEST,Ontario,1924 - 1966,19,1940.03.26,476,22bf2cb3-ba5e-4d15-aa66-3b7cb8b7a216,"MCLARTY, Hon. Norman A.",14133,0.4855,Liberal Party of Canada,Barrister,,0,2,,1,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,9,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,9,2,1,1,1,1,1,2,2,1,1,1,1,1,2
198,EDMONTON EAST,Alberta,1914 - 2000,19,1940.03.26-1941.03.20,480,230d06a5-651e-4119-a631-498a1b6b627c,"CASSELMAN, Frederick C.",8948,0.4367,Liberal Party of Canada,"Barrister, teacher",,0,1,,,,,,,,,United States,Died in office: 1941.03.20,,,2,1,1,2,2,1,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
18,ARGENTEUIL,Quebec,1867 - 1947,19,1940.03.26,482,23672e76-8cfc-4946-a111-6568735c4a7c,"MCGIBBON, James W.",5629,0.5993,Liberal Party of Canada,Lumber merchant,,0,1,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,9,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,9,9,2,2,1,9,9,9,9,9,2,2,2,2,1,1,2,2,2,9,2,9,9,1,1,9,2,9,9,9,9,9,1,2,1,1,1,1,1,9
601,RENFREW SOUTH,Ontario,1867 - 1966,19,1940.03.26,496,244e5dd5-8204-499b-b3f4-e73e59016198,"MCCANN, James Joseph",6228,0.5433,Liberal Party of Canada,Physician,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,9,2,2,2,2,2,1,2,2,1,2,1,2,2,1,9,2,1,9,2,2,2,2,2,1,1,2,9,9,1,9,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,9
51,BONAVENTURE,Quebec,1867 - 1971,19,1940.03.26-1944.09.19,513,259b3a5c-c592-401b-9151-78403a239d84,"POIRIER, J.-Alphee",9446,0.622,Liberal Party of Canada,Poultry farmer,,1,1,,,,,,,,,,Died in office: 1944.09.19,,,2,9,9,2,2,1,2,2,9,2,2,2,9,2,1,2,2,1,9,9,9,9,1,2,1,9,1,2,2,9,9,2,2,2,9,1,2,2,1,9,9,2,2,9,9,9,1,1,9,9,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,99,99,99,99,99,99,99,99
757,VANCOUVER CENTRE,British Columbia,1914 - ,19,1940.03.26,519,265c71ea-2b44-4000-8150-fde7d37d4577,"MACKENZIE, Hon. Ian Alistair",12100,0.3915,Liberal Party of Canada,Barrister,,0,3,,1,,,,,,,Scotland,,,,2,1,1,2,2,1,9,9,9,2,2,2,1,2,1,2,2,1,2,2,2,2,9,1,1,2,2,1,2,1,2,2,2,2,2,9,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,9,2,9,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
802,WENTWORTH,Ontario,1903 - 1966,19,1940.03.26,522,267a6aa3-f685-43f8-815d-deb720df97fc,"CORMAN, Ellis Hopkins",15714,0.5125,Liberal Party of Canada,"Canner, farmer, fruit grower",,0,1,,,,,,,,,,,,,2,9,1,9,9,9,2,2,2,9,2,9,1,2,1,2,2,1,2,2,9,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,9,1,1,9,2,2,9,9,9,9,1,2,9,2,9,9,1,2,9,1,9,2,1,9,1,1,9,2,2,1,1,1,1,1,9
223,FORT WILLIAM,Ontario,1924 - 1976,19,1940.03.26,533,273960a5-f067-4902-953e-30912d31347f,"MCIVOR, Daniel",8504,0.4988,Liberal Party of Canada,Clergyperson,,0,2,,,,,,,,,Ireland,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,9,1,1,2,2,1,9,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,2,1,9,2,2,2,2,2,1,1,2,2,2,9,9,1,2,1,1,9,2,9,9,9,9,1,2,2,1,1,1,1,1,2
343,KINGSTON CITY,Ontario,1924 - 1952,19,1940.03.26-1940.06.10,556,28eb2ff4-b1a9-437b-87d1-34c64f68f258,"ROGERS, Hon. Norman McLeod",9609,0.5625,Liberal Party of Canada,"Professor, teacher",,0,2,,1,,,,,,,,Died in office: 1940.06.10,,,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,19,1940.03.26,559,29020af7-698a-475d-8d4d-dd9f2528d390,"HAZEN, D. King",15110,0.5025,National Government,Barrister,,0,1,,,,,,,,,,,,,2,1,1,9,9,9,2,1,2,2,2,1,2,2,1,2,1,2,2,9,9,1,1,1,2,9,2,1,1,1,2,9,9,1,1,2,2,2,1,9,1,2,2,2,1,1,2,1,1,9,9,9,9,9,9,9,2,9,9,2,1,2,9,1,9,9,2,1,2,2,1,2,1,1,9,2,2,1,2
367,LANARK,Ontario,1914 - 1966,19,1940.03.26,565,296056ed-ccd5-45e7-a642-992ca1191d2d,"SOPER, Bert H.",8821,0.5513,Liberal Party of Canada,Merchant,,0,1,,,,,,,,,,,,,2,1,9,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,9,9,2,2,1,2,9,2,2,1,2,9,1,1,2,2,2,2,2,1,9,2,9,9,1,2,1,2,1,9,2,2,1,1,1,1,1,2,2,1,1,1,1,1,9
106,CAMROSE,Alberta,1924 - 1952,19,1940.03.26,572,2a0d2eff-7aa1-42d1-a50f-61e0b3b29560,"MARSHALL, James Alexander",6359,0.4942,Social Credit,"Secretary, teacher",,0,2,,,,,,,,,Ireland,,,,1,2,1,9,9,9,1,1,1,2,1,1,2,1,1,2,2,2,2,1,9,9,1,1,2,1,2,1,1,2,1,2,2,9,1,2,9,9,9,1,9,2,2,2,1,1,9,9,1,1,2,2,1,2,1,1,1,1,9,1,1,9,2,1,9,9,1,1,1,1,9,2,1,2,2,1,1,1,9
284,HIGH PARK,Ontario,1933 - 1972,19,1940.03.26,575,2a491fe5-0fd9-41c0-9a96-951b3efa94eb,"ANDERSON, Alexander James",12266,0.4699,National Government,"Barrister, lawyer",,0,5,,,,,,,,,,,,,9,1,1,9,9,9,2,1,2,2,1,1,2,2,1,2,1,2,9,9,1,9,9,1,2,1,9,9,9,2,2,2,2,1,9,9,2,2,1,9,9,9,9,2,1,9,2,1,9,2,2,2,1,1,9,1,9,9,9,2,1,9,1,9,9,1,2,9,2,2,9,9,9,9,9,9,9,9,9
283,HASTINGS--PETERBOROUGH,Ontario,1924 - 1952,19,1940.03.26,580,2a9ae8fb-7717-4e1b-980d-a158b2437895,"WHITE, George Stanley",5471,0.5124,National Government,"Barrister and solicitor, lawyer",,0,1,,,,,,,,,,,,,9,1,1,2,1,1,9,9,9,9,9,9,2,2,9,2,1,2,2,1,1,9,9,1,2,1,2,1,9,2,2,2,2,1,9,9,9,9,9,1,9,2,2,2,9,9,9,1,9,2,2,9,9,9,9,1,9,9,9,2,1,9,9,1,9,1,2,9,2,2,9,2,1,1,1,2,2,1,2
407,LOTBINIERE,Quebec,1867 - 2000,19,1940.03.26,587,2b02ca65-52af-436d-9739-c9565c0af670,"LAPOINTE, Hugues",8983,0.66,Liberal Party of Canada,Lawyer,,0,1,,,,,,,,,,,,,9,1,1,2,2,1,9,9,9,9,9,9,9,2,1,2,2,1,9,9,9,9,9,2,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,2,2,1,9
343,KINGSTON CITY,Ontario,1924 - 1952,19,1940.08.12,588,2b74f178-e704-4a9d-8811-9cd1eaf94f62,"MACDONALD, Hon. Angus Lewis",accl.,,Liberal Party of Canada,"Barrister, lecturer, professor",,0,1,,1,,,,,,,,,,,99,99,99,99,99,99,2,2,2,2,9,9,1,9,1,2,9,9,9,2,9,9,1,1,9,9,2,1,2,9,9,2,2,2,2,1,2,2,1,9,9,2,2,1,9,2,1,1,2,2,9,2,2,1,1,9,2,2,1,2,1,9,1,9,9,2,9,9,1,1,1,2,9,1,1,1,1,1,9
143,CHICOUTIMI,Quebec,1924 - 2000,19,1940.03.26,602,2cb62e8c-ec6c-4ba0-9a05-d3ea855236b5,"DUBUC, Julien-Edouard-Alfred",8693,0.3879,Liberal Party of Canada,"Bank manager, director, manufacturer",,1,5,,,,,,,,,,,,,9,9,9,2,2,1,9,9,9,9,2,2,9,9,1,2,2,1,2,2,9,2,9,2,9,9,9,9,9,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,2,2,9,9
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,19,1940.03.26,603,2cdb1580-534c-4183-b583-9cb7885b51ef,"CLOUTIER, Armand",12145,0.5281,Liberal Party of Canada,"Accountant, paymaster",,1,1,,,,,,,,,United States,,,,9,1,1,9,9,9,2,2,2,2,2,2,9,2,1,2,2,1,2,2,2,9,1,2,1,2,1,2,2,1,2,2,9,2,9,9,2,2,1,9,9,2,2,1,2,9,1,1,9,9,2,2,2,1,9,2,9,9,1,9,9,2,9,1,2,9,1,1,9,9,1,1,2,9,1,2,2,1,9
394,LETHBRIDGE,Alberta,1914 - 1977,19,1940.03.26,615,2db22441-d3ea-4e76-8d18-f4753949bd74,"BLACKMORE, John Horne",6362,0.4103,Social Credit,"School principal, teacher",,0,2,,,,,,,,,United States,,,,1,2,1,1,1,2,1,1,9,2,9,9,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,9,1,1,9,2,1,1,9,9,1,1,1,9,2,2,2,2,1,1,1,9
683,SHERBROOKE,Quebec,1924 - ,19,1940.03.26-1944.06.20,616,2df4baf0-e350-451a-9752-f08863983180,"GINGUES, Maurice",11602,0.6183,Liberal Party of Canada,"Knitter, merchant, real estate agent, real estate broker",,1,1,,,,,,,,,,Resignation. Enters provincial politics in Quebec: 1944.06.20,,,9,1,1,2,2,1,2,2,2,9,2,2,9,2,1,2,2,1,9,9,2,2,1,2,1,9,1,2,2,9,2,2,2,9,9,9,2,2,1,9,1,9,9,1,9,9,1,9,9,2,2,2,2,1,9,2,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
637,ST. HYACINTHE--BAGOT,Quebec,1933 - 1947,19,1940.03.26-1944.07.27,624,2e8b1383-3102-4dea-9d77-0470f783fa29,"FONTAINE, Th.-Adelard",13220,0.8357,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,Resignation: 1944.07.27,,,9,9,1,2,2,1,2,2,2,2,2,2,9,2,1,2,2,1,2,2,2,9,1,2,1,2,1,2,2,1,2,2,2,2,9,9,2,2,1,2,1,9,9,1,2,9,1,9,9,2,2,2,2,1,9,2,9,9,9,2,1,2,9,1,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99
63,BRANT,Ontario,1903 - 1947,19,1940.03.26,632,2f336527-ede0-4ea0-a0ee-4d8899102de1,"WOOD, George Ernest",4657,0.5075,Liberal Party of Canada,Farmer,,0,2,,,,,,,,,,,,,9,9,1,9,9,9,9,9,2,9,2,2,1,2,1,2,2,1,2,2,9,9,9,1,1,2,9,9,2,1,2,2,2,2,9,9,2,2,1,2,9,9,9,1,2,2,1,9,9,2,2,9,9,9,1,2,9,9,9,9,1,2,9,1,9,2,9,1,9,9,9,2,2,1,1,1,1,1,2
388,LEEDS,Ontario,1903 - 1976,19,1940.03.26,639,2f7b72f6-7623-44be-99f7-7f3880d0cc1d,"FULFORD, George Taylor",10322,0.5565,Liberal Party of Canada,"Executive, manufacturer",,0,1,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,9,9,9,2,1,2,2,1,2,2,9,2,9,1,1,2,2,1,2,1,9,2,2,2,9,9,2,2,1,2,1,2,2,9,2,1,9,1,9,2,2,2,2,1,9,2,9,9,9,2,1,2,9,1,9,2,1,9,1,1,1,2,2,1,1,1,1,1,2
153,COLCHESTER--HANTS,Nova Scotia,1933 - 1966,19,1940.03.26,659,313739bb-467e-44f3-bcac-89d48216c316,"PURDY, Gordon Timlin",12328,0.551,Liberal Party of Canada,Lumber merchant,,0,2,,,,,,,,,,,,,2,1,1,9,9,9,2,2,2,2,2,2,1,2,1,2,9,9,2,2,2,2,9,1,1,2,2,1,2,1,2,2,2,2,2,9,2,2,1,2,9,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
697,SPRINGFIELD,Manitoba,1914 - 1966,19,1940.03.26-1945.02.24,662,31608082-5136-45b5-b730-a85042a3698c,"TURNER, John Mowat",7462,0.4194,Liberal Party of Canada,Manager,,0,2,,,,,,,,,,Died in office: 1945.02.24,,,2,1,1,2,2,1,9,9,9,2,2,2,9,9,1,9,9,9,2,2,9,9,1,1,1,2,9,9,9,1,2,2,2,2,2,9,9,9,9,2,9,2,2,1,9,9,9,1,9,2,2,2,2,1,1,2,2,9,1,2,1,2,1,1,9,2,9,9,9,9,9,2,2,1,1,1,1,99,99
164,CUMBERLAND,Nova Scotia,1867 - 1966,19,1940.03.26,664,316a4590-070e-4777-a3e9-b6985e3a9df3,"BLACK, Percy Chapman",8073,0.4603,National Government,"Businessman, farmer",,0,1,,,,,,,,,,,,,2,1,1,2,1,1,2,1,9,2,2,1,2,2,1,2,1,1,2,1,1,1,9,1,2,9,2,1,9,2,2,9,9,9,1,2,2,2,1,1,9,2,2,2,1,9,2,1,1,2,2,2,1,1,2,1,2,1,2,2,9,9,9,1,2,9,2,1,2,2,9,2,1,1,2,2,2,1,9
559,PORTAGE LA PRAIRIE,Manitoba,1903 - 1947,19,1940.03.26,672,31caaca0-4621-41f8-bfe9-f6857896dea1,"LEADER, Harry",7442,0.6062,Liberal Party of Canada,"Exporter, farmer, rancher",,0,3,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,1,9,1,9,1,2,2,1,2,9,9,9,9,1,9,9,9,9,9,1,2,2,2,2,1,2,2,2,9,9,9,9,9,9,9,1,9,9,9,9,2,2,2,1,1,9,9,1,9,9,9,9,9,9,9,2,9,9,9,9,9,2,1,9,9,2,2,1,2
187,DURHAM,Ontario,1903 - 1966,19,1940.03.26,676,3202db33-abd7-4895-b675-274feb51e734,"RICKARD, Wilbert Franklin",6743,0.5537,Liberal Party of Canada,Farmer,,0,2,,,,,,,,,,,,,9,1,1,9,9,9,2,2,2,2,9,9,1,2,1,2,2,1,9,9,2,9,1,1,1,2,2,1,2,1,2,2,2,9,9,9,2,2,1,2,9,2,2,1,2,9,1,9,9,2,2,2,2,1,1,2,9,9,1,9,1,2,9,1,2,2,1,1,9,9,1,2,2,1,1,1,1,1,2
535,PARRY SOUND,Ontario,1903 - 1947,19,1940.03.26,707,339ad30d-349a-4fcc-a96a-36339cc6ec63,"SLAGHT, Arthur G.",5850,0.5419,Liberal Party of Canada,Barrister,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,9,9,2,9,2,2,9,2,9,9,9,9,2,9,9,9,9,1,1,2,9,9,9,1,9,2,2,2,9,1,9,9,9,9,9,2,2,9,9,9,9,1,9,9,9,9,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,1,1,9,9
1254,ST. HENRY,Quebec,1933 - 1947,19,1940.03.26,714,3413bfe1-a1b8-4c3d-97e3-5ad40c4ab2c7,"BONNIER, J.-Arsene",17531,0.5724,Liberal Party of Canada,"Contractor, person of independent means, undertaker",,1,2,,,,,,,,,,,,,9,1,1,9,9,9,2,2,2,2,2,2,1,2,1,2,2,1,9,9,2,9,1,2,1,2,1,2,2,1,2,2,9,2,9,9,2,2,1,2,1,2,2,1,2,9,1,9,9,2,2,2,2,1,9,2,9,9,1,2,1,2,1,1,9,2,1,1,1,1,1,1,2,1,1,2,2,1,9
119,CARIBOO,British Columbia,1914 - 1966,19,1940.03.26,717,3436186b-16b9-44e2-be31-5d210d0a1477,"TURGEON, James Gray",6063,0.4495,Liberal Party of Canada,Broker,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,9,9,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,9,1,2,2,2,2,2,1,2,2,1,2,9,9,9,1,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,2,9,1,9,9,9,9,9,9,9,2,2,1,1,1,1,1,9
570,PRINCE EDWARD--LENNOX,Ontario,1924 - 1966,19,1940.03.26,735,35a08a2f-bec0-48f3-853b-44b9da55ed1e,"TUSTIN, George James",6574,0.5268,National Government,"Merchant, theatre owner",,0,2,,,,,,,,,,,,,9,1,1,2,1,1,2,1,9,2,1,1,2,2,9,2,1,2,2,9,1,9,9,1,2,1,2,1,1,2,9,2,2,9,9,9,2,2,9,9,1,9,9,2,1,9,9,1,9,2,2,2,1,1,9,1,9,9,9,2,1,9,1,1,2,9,2,9,2,2,9,2,1,1,1,2,2,1,2
605,RESTIGOUCHE--MADAWASKA,New Brunswick,1914 - 1966,19,1940.03.26,754,3732c068-0f11-4bf0-8e5a-e3c170a5934a,"MICHAUD, Hon. Joseph Enoil",12164,0.699,Liberal Party of Canada,"Barrister, notary",,1,3,,1,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,9,9,1,2,2,1,9,2,2,2,2,2,1,1,2,2,2,9,2,1,2,9,1,9,2,1,1,1,1,1,2,2,1,1,1,1,1,2
