Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H38S1V001,H38S1V002,H38S1V003,H38S1V004,H38S1V005,H38S1V006,H38S1V007,H38S1V008,H38S1V009,H38S1V010,H38S1V011,H38S1V012,H38S1V013,H38S1V014,H38S1V015,H38S1V016,H38S1V017,H38S1V018,H38S1V019,H38S1V020,H38S1V021,H38S1V022,H38S1V023,H38S1V024,H38S1V025,H38S1V026,H38S1V027,H38S1V028,H38S1V029,H38S1V030,H38S1V031,H38S1V032,H38S1V033,H38S1V034,H38S1V035,H38S1V036,H38S1V037,H38S1V038,H38S1V039,H38S1V040,H38S1V041,H38S1V042,H38S1V043,H38S1V044,H38S1V045,H38S1V046,H38S1V047,H38S1V048,H38S1V049,H38S1V050,H38S1V051,H38S1V052,H38S1V053,H38S1V054,H38S1V055,H38S1V056,H38S1V057,H38S1V058,H38S1V059,H38S1V060,H38S1V061,H38S1V062,H38S1V063,H38S1V064,H38S1V065,H38S1V066,H38S1V067,H38S1V068,H38S1V069,H38S1V070,H38S1V071,H38S1V072,H38S1V073,H38S1V074,H38S1V075,H38S1V076,H38S1V077,H38S1V078,H38S1V079,H38S1V080,H38S1V081,H38S1V082,H38S1V083,H38S1V084,H38S1V085,H38S1V086,H38S1V087,H38S1V088,H38S1V089,H38S1V090,H38S1V091,H38S1V092,H38S1V093,H38S1V094,H38S1V095,H38S1V096,H38S1V097,H38S1V098,H38S1V099,H38S1V100,H38S1V101,H38S1V102,H38S1V103,H38S1V104,H38S1V105,H38S1V106,H38S1V107,H38S1V108,H38S1V109,H38S1V110,H38S1V111,H38S1V112,H38S1V113,H38S1V114,H38S1V115,H38S1V116,H38S1V117,H38S1V118,H38S1V119,H38S1V120,H38S1V121,H38S1V122,H38S1V123,H38S1V124,H38S1V125,H38S1V126,H38S1V127,H38S1V128,H38S1V129,H38S1V130,H38S1V131,H38S1V132,H38S1V133,H38S1V134,H38S1V135,H38S1V136,H38S1V137,H38S1V138,H38S1V139,H38S1V140,H38S1V141,H38S1V142,H38S1V143,H38S1V144,H38S1V145,H38S1V146,H38S1V147,H38S1V148,H38S1V149,H38S1V150,H38S1V151,H38S1V152,H38S1V153,H38S1V154,H38S1V155,H38S1V156,H38S1V157,H38S1V158,H38S1V159,H38S1V160,H38S1V161,H38S1V162,H38S1V163,H38S1V164,H38S1V165,H38S1V166,H38S1V167,H38S1V168,H38S1V169,H38S1V170,H38S1V171,H38S1V172,H38S1V173,H38S1V174,H38S1V175,H38S1V176,H38S1V177,H38S1V178,H38S1V179,H38S1V180,H38S1V181,H38S1V182,H38S1V183,H38S1V184,H38S1V185,H38S1V186,H38S1V187,H38S1V188,H38S1V189,H38S1V190
962,SCARBOROUGH--ROUGE RIVER,Ontario,1987 - ,38,2004.06.04,718,343f8a28-17d8-4230-9774-2805e41a7395,"LEE, Derek",22564,0.5792,Liberal Party of Canada,parliamentarian,,0,5,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,9,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,9,9,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,9,9,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,9,2,2
1040,OTTAWA WEST--NEPEAN,Ontario,1996 - ,38,2004.06.04,759,37b14340-0543-4dd1-86cd-0f5dfbe99332,"CATTERALL, Marlene",23971,0.4178,Liberal Party of Canada,parliamentarian,,0,5,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,9,2,2,1,2,2,2,1,1,1,1,1,2,9,9,9,2,1,2,1,2,2,2,1,2,2,9,9,9,1,2,1,1,2,2,1,1,9,9,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,9,2,2,2,2,1,2,1,1,1,2,1,9,2,2
1334,MISSISSAUGA EAST--COOKSVILLE,Ontario,2003 - ,38,2004.06.04,907,41f6486b-f70f-461c-a0bc-599b50e4bbad,"GUARNIERI, Albina",22435,0.567,Liberal Party of Canada,parliamentarian,,0,5,,1,,,,,,,Italy,,,,1,1,1,1,9,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,3,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,9,9,9,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,9,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,9,9,9,9,9,2,1,2,1,1,1,2,1,2,2,2
808,WESTERN ARCTIC,Northwest Territories,1976 - ,38,2004.06.04,999,48d581ee-d2d4-46ff-9f50-6934e122298f,"BLONDIN-ANDREW, Ethel",5317,0.3945,Liberal Party of Canada,politician,,0,5,,1,,,,,,First Nations,,,,,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2
1368,RICHELIEU,Quebec,2003 - 2004,38,2004.06.04,1029,4b9cf7c8-d5db-4efa-a24e-c26afde48cc3,"PLAMONDON, Louis",31497,0.6467,Bloc Quebecois,parliamentarian,,1,6,,,,,,,,,,,,,1,1,2,1,2,1,9,9,9,9,3,3,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,9,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,3,3,3,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1
1283,EDMONTON--BEAUMONT,Alberta,2003 - 2004,38,2004.06.04,1076,4f39de20-4cdf-4e88-8f70-e578854ca628,"KILGOUR, David",17555,0.4282,Liberal Party of Canada,parliamentarian,,0,8,1,,,1,,,,,,,,,1,1,1,1,9,2,1,1,1,9,1,1,1,2,1,1,9,9,9,9,9,9,9,9,2,1,1,1,1,1,9,2,1,1,9,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,9,9,1,1,1,1,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1283,EDMONTON--BEAUMONT,Alberta,2003 - 2004,38,2005.04.13 - ,1076.1,4f39de20-4cdf-4e88-8f70-e578854ca628,"KILGOUR, David",17555,0.4282,Independent,parliamentarian,,0,8,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,1,1,2,2,9,9,9,9,9,1,1,2,9,9,9,9,9,9,9,9,9,9,9,1,9,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,9,9,9,1,9,9,1,2,1,2,1,2,2,1,9,2,1,1,2,1,2,9,1,1,2,9,1,1,1,1,1,1,2,1,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1
1315,NORTH NOVA,Nova Scotia,2003 - 2004,38,2004.06.04,1317,6025d38f-3695-4037-8221-3f4cb652936b,"CASEY, Bill",20188,0.5049,Conservative Party of Canada,parliamentarian,,0,4,,,,,,,,,,,,,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,9,9,9,1,2,1,2,1,2,2,1,9,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,9,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,9,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,9,1,1,2,1,1,2,2,1,1,2,1,1
204,EGLINTON--LAWRENCE,Ontario,1976 - ,38,2004.06.04,1788,80ee6b25-0594-4740-b0a0-69aa667e9758,"VOLPE, Joseph",28360,0.6024,Liberal Party of Canada,parliamentarian,,0,5,,1,,,,,,,Italy,,,,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,9,1,9,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,9,9,9,9,2
712,SUDBURY,Ontario,1947 - ,38,2004.06.04,2025,914c8d01-d551-4b0a-bf37-47dcd2744210,"MARLEAU, Diane",18914,0.4419,Liberal Party of Canada,parliamentarian,,1,5,,,1,,,,,,,,,,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,1,2,1,1,9,9,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2
1347,VAUGHAN,Ontario,2003 - ,38,2004.06.04,2178,9c2c9081-9635-428c-8dea-416a03248904,"BEVILACQUA, Maurizio",31430,0.6296,Liberal Party of Canada,parliamentarian,,0,5,,,,,,,,,Italy,,,,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,9,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,9,9,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,4,2,1,1,1,1,2,1,1,9,9,9,1,1,1,1,2,9,2,2,2,2,1,2,1,1,1,1,1,2,2,2
